Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    район Выхино-Жулебино																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №3212					
1	"Число избирателей, внесенных в списки избирателей"	130277	2682	2046	2383	1128	2766	2451	1965	2144	2369	1813	2608	2360	2504	2412	2635	2739	2730	2552	2259	2394	2476	2556	2040	2062	2689	2246	2124	2130	1764	1809	2249	2325	1845	2008	1956	2504	2844	2155	2878	2734	2264	2506	1900	2839	2774	2320	2641	2610	2604	2700	2564	2017	1768	2328	2964	1144					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	123400	2500	1900	2200	1000	2600	2300	1800	2000	2300	1700	2500	2200	2400	2300	2500	2500	2600	2400	2100	1800	2400	2400	2400	2000	2500	2100	2000	2000	1600	1700	2100	2100	1800	1900	1900	2400	2700	2100	2700	2600	2400	2400	1800	2700	2700	2200	2400	2500	2500	2600	2400	1900	1700	2200	2800	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	85479	1625	1093	1795	744	1524	1369	1550	1362	1546	1023	1413	1225	1636	1618	1840	1603	1780	1965	1416	1462	1178	1276	1784	1276	1757	1212	1277	1579	1571	1648	1451	1499	1350	1420	1498	1727	2025	1568	1966	1734	1978	1357	1576	2079	1914	1523	1888	1267	1456	1397	1408	1109	1013	1910	2077	1142					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1619	29	40	34	16	46	12	18	25	25	30	26	19	24	30	28	151	36	39	55	28	42	43	22	41	20	33	29	20	21	23	17	19	50	28	106	9	13	25	31	20	19	7	10	30	12	36	30	25	26	11	10	17	5	21	37	0					
6	Число погашенных избирательных бюллетеней	36302	846	767	371	240	1030	919	232	613	729	647	1061	956	740	652	632	746	784	396	629	310	1180	1081	594	683	723	855	694	401	8	29	632	582	400	452	296	664	662	507	703	846	403	1036	214	591	774	641	482	1208	1018	1192	982	774	682	269	686	58					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1619	29	40	34	16	46	12	18	25	25	30	26	19	24	30	28	151	36	39	55	28	42	43	22	41	20	33	29	20	21	23	17	19	50	28	106	9	13	25	31	20	19	7	10	30	12	36	30	25	26	11	10	17	5	21	37	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	85223	1596	1086	1761	728	1521	1369	1550	1362	1546	1023	1413	1221	1636	1616	1839	1603	1780	1965	1416	1459	1174	1276	1784	1276	1736	1205	1277	1579	1550	1625	1451	1477	1350	1414	1498	1727	2025	1568	1966	1734	1978	1353	1576	2079	1908	1523	1888	1242	1445	1397	1408	1102	1013	1910	2077	1142					
9	Число недействительных избирательных бюллетеней	941	26	17	17	18	14	27	14	20	25	13	19	21	22	20	17	22	19	15	12	36	18	26	14	23	18	20	23	16	4	6	16	17	10	8	9	12	16	28	10	11	20	13	16	19	31	7	24	18	17	23	6	10	4	10	0	24					
10	Число действительных избирательных бюллетеней	85901	1599	1109	1778	726	1553	1354	1554	1367	1546	1040	1420	1219	1638	1626	1850	1732	1797	1989	1459	1451	1198	1293	1792	1294	1738	1218	1283	1583	1567	1642	1452	1479	1390	1434	1595	1724	2022	1565	1987	1743	1977	1347	1570	2090	1889	1552	1894	1249	1454	1385	1412	1109	1014	1921	2114	1118					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3040	50	50	50	50	70	70	50	50	50	50	50	50	50	50	50	60	50	50	50	50	50	50	60	50	50	50	50	50	50	50	50	50	70	50	50	60	50	50	50	80	80	70	50	70	70	60	60	50	65	60	50	50	70	50	65	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2445	44	33	26	41	42	53	42	29	43	24	39	44	35	28	33	48	46	37	46	30	35	39	60	42	50	39	24	35	39	36	36	25	68	37	50	54	49	50	50	66	58	54	29	66	62	59	54	40	57	54	47	48	67	41	62	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1416	9	15	9	33	29	23	32	12	28	10	20	19	19	16	27	36	26	47	38	113	19	22	11	21	7	22	30	17	23	20	5	16	8	15	4	36	25	17	54	27	21	29	16	42	13	17	48	25	26	19	26	18	37	36	28	55					
14	Число погашенных неиспользованных открепительных удостоверений	595	6	17	24	9	28	17	8	21	7	26	11	6	15	22	17	12	4	13	4	20	15	11	0	8	0	11	26	15	11	14	14	25	2	13	0	6	1	0	0	14	22	16	21	4	8	1	6	10	8	6	3	2	3	9	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	253	1	0	1	1	10	2	1	2	2	2	0	2	0	4	7	3	5	1	0	0	6	1	4	3	1	3	3	6	0	1	1	4	3	3	1	11	10	6	10	12	14	20	11	9	8	8	6	7	6	11	4	2	0	4	10	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	2210	43	44	47	23	58	55	35	36	38	29	58	38	35	50	40	41	51	36	50	103	62	46	27	32	50	29	34	26	29	40	31	34	35	39	26	38	38	36	30	54	28	42	29	42	55	27	41	35	36	39	20	33	35	34	34	34					
		2.54%	2.65%	3.91%	2.62%	3.09%	3.70%	3.98%	2.23%	2.60%	2.42%	2.75%	4.03%	3.06%	2.11%	3.04%	2.14%	2.34%	2.81%	1.80%	3.40%	6.93%	5.10%	3.49%	1.50%	2.43%	2.85%	2.34%	2.60%	1.63%	1.85%	2.43%	2.11%	2.27%	2.50%	2.70%	1.62%	2.19%	1.86%	2.26%	1.50%	3.08%	1.40%	3.09%	1.83%	1.99%	2.86%	1.73%	2.14%	2.76%	2.45%	2.77%	1.41%	2.95%	3.44%	1.76%	1.61%	2.98%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1776	19	20	32	41	32	34	26	32	27	21	39	32	30	23	41	32	35	37	22	28	27	34	33	25	28	24	14	33	16	24	39	28	11	15	18	55	66	40	53	28	38	37	37	33	43	23	34	33	56	40	53	42	25	37	23	8					
		2.05%	1.17%	1.78%	1.78%	5.51%	2.04%	2.46%	1.66%	2.31%	1.72%	1.99%	2.71%	2.58%	1.81%	1.40%	2.20%	1.82%	1.93%	1.85%	1.50%	1.88%	2.22%	2.58%	1.83%	1.90%	1.59%	1.94%	1.07%	2.06%	1.02%	1.46%	2.66%	1.87%	0.79%	1.04%	1.12%	3.17%	3.24%	2.51%	2.65%	1.60%	1.90%	2.72%	2.33%	1.56%	2.24%	1.48%	1.77%	2.60%	3.81%	2.84%	3.74%	3.75%	2.46%	1.92%	1.09%	0.70%					
20	3.Политическая партия «Демократическая партия России»	137	0	6	2	2	1	0	0	2	4	2	2	3	2	2	1	4	4	3	2	5	1	1	3	3	4	0	2	0	4	4	1	0	3	0	2	2	4	1	0	2	2	3	5	2	5	3	1	3	4	2	4	5	2	7	4	1					
		0.16%	0.00%	0.53%	0.11%	0.27%	0.06%	0.00%	0.00%	0.14%	0.25%	0.19%	0.14%	0.24%	0.12%	0.12%	0.05%	0.23%	0.22%	0.15%	0.14%	0.34%	0.08%	0.08%	0.17%	0.23%	0.23%	0.00%	0.15%	0.00%	0.25%	0.24%	0.07%	0.00%	0.21%	0.00%	0.12%	0.12%	0.20%	0.06%	0.00%	0.11%	0.10%	0.22%	0.32%	0.09%	0.26%	0.19%	0.05%	0.24%	0.27%	0.14%	0.28%	0.45%	0.20%	0.36%	0.19%	0.09%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9563	188	139	176	70	226	242	176	145	188	176	211	259	173	203	216	183	186	159	141	192	166	175	202	238	230	169	176	126	126	148	164	155	144	131	139	224	180	181	182	174	151	155	144	157	181	150	132	164	147	143	135	156	148	148	126	247					
		11.01%	11.57%	12.34%	9.81%	9.41%	14.42%	17.52%	11.22%	10.45%	11.97%	16.71%	14.66%	20.89%	10.42%	12.33%	11.57%	10.43%	10.24%	7.93%	9.59%	12.91%	13.65%	13.27%	11.18%	18.07%	13.10%	13.65%	13.48%	7.88%	8.02%	8.98%	11.17%	10.36%	10.29%	9.08%	8.67%	12.90%	8.83%	11.36%	9.11%	9.92%	7.56%	11.40%	9.08%	7.44%	9.43%	9.62%	6.88%	12.94%	9.99%	10.16%	9.52%	13.94%	14.54%	7.66%	5.96%	21.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1682	37	35	33	27	35	21	34	31	42	30	44	28	28	30	16	33	24	42	21	32	24	27	23	16	24	25	27	35	11	18	25	33	12	20	15	40	39	20	49	32	27	27	37	65	39	16	15	40	47	47	62	7	17	41	45	12					
		1.94%	2.28%	3.11%	1.84%	3.63%	2.23%	1.52%	2.17%	2.24%	2.67%	2.85%	3.06%	2.26%	1.69%	1.82%	0.86%	1.88%	1.32%	2.10%	1.43%	2.15%	1.97%	2.05%	1.27%	1.21%	1.37%	2.02%	2.07%	2.19%	0.70%	1.09%	1.70%	2.21%	0.86%	1.39%	0.94%	2.30%	1.91%	1.26%	2.45%	1.82%	1.35%	1.99%	2.33%	3.08%	2.03%	1.03%	0.78%	3.16%	3.20%	3.34%	4.37%	0.63%	1.67%	2.12%	2.13%	1.05%					
23	6.Политическая партия «Партия социальной справедливости»	304	5	2	10	2	4	7	7	4	1	0	5	8	4	5	7	7	3	5	4	3	4	6	10	3	6	6	1	6	8	5	5	6	0	6	1	9	8	4	7	7	8	3	8	7	11	4	5	1	3	5	7	28	1	6	3	3					
		0.35%	0.31%	0.18%	0.56%	0.27%	0.26%	0.51%	0.45%	0.29%	0.06%	0.00%	0.35%	0.65%	0.24%	0.30%	0.37%	0.40%	0.17%	0.25%	0.27%	0.20%	0.33%	0.45%	0.55%	0.23%	0.34%	0.48%	0.08%	0.38%	0.51%	0.30%	0.34%	0.40%	0.00%	0.42%	0.06%	0.52%	0.39%	0.25%	0.35%	0.40%	0.40%	0.22%	0.50%	0.33%	0.57%	0.26%	0.26%	0.08%	0.20%	0.36%	0.49%	2.50%	0.10%	0.31%	0.14%	0.26%					
24	7.Политическая партия «Либерально-демократическая партия России»	5288	81	60	74	81	95	99	74	73	77	63	52	95	88	86	89	105	129	119	105	163	89	91	122	79	124	92	77	81	64	85	75	87	56	80	76	114	151	96	129	124	140	139	74	100	128	51	119	98	121	129	106	94	81	93	77	38					
		6.09%	4.98%	5.33%	4.12%	10.89%	6.06%	7.17%	4.72%	5.26%	4.90%	5.98%	3.61%	7.66%	5.30%	5.22%	4.77%	5.99%	7.10%	5.94%	7.14%	10.96%	7.32%	6.90%	6.76%	5.99%	7.06%	7.43%	5.90%	5.07%	4.07%	5.16%	5.11%	5.82%	4.00%	5.55%	4.74%	6.57%	7.41%	6.03%	6.46%	7.07%	7.01%	10.22%	4.67%	4.74%	6.67%	3.27%	6.20%	7.73%	8.23%	9.16%	7.48%	8.40%	7.96%	4.82%	3.64%	3.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5524	92	97	99	65	113	115	94	101	95	88	142	113	97	99	96	111	138	137	113	78	92	116	131	98	96	116	91	77	64	76	98	84	64	95	78	96	129	71	109	113	101	93	95	106	122	86	130	93	95	102	70	95	93	104	102	60					
		6.36%	5.66%	8.61%	5.52%	8.74%	7.21%	8.33%	5.99%	7.28%	6.05%	8.36%	9.87%	9.11%	5.84%	6.01%	5.14%	6.33%	7.60%	6.84%	7.68%	5.25%	7.57%	8.79%	7.25%	7.44%	5.47%	9.37%	6.97%	4.82%	4.07%	4.61%	6.68%	5.61%	4.57%	6.59%	4.86%	5.53%	6.33%	4.46%	5.46%	6.44%	5.06%	6.84%	5.99%	5.03%	6.35%	5.52%	6.78%	7.34%	6.46%	7.24%	4.94%	8.49%	9.14%	5.39%	4.82%	5.25%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1077	14	19	15	7	24	34	21	15	14	19	11	18	19	31	12	16	19	18	10	17	26	13	87	20	22	14	25	25	13	14	15	17	15	6	20	10	33	18	19	22	17	10	14	15	27	12	21	15	20	32	13	19	19	8	27	21					
		1.24%	0.86%	1.69%	0.84%	0.94%	1.53%	2.46%	1.34%	1.08%	0.89%	1.80%	0.76%	1.45%	1.14%	1.88%	0.64%	0.91%	1.05%	0.90%	0.68%	1.14%	2.14%	0.99%	4.82%	1.52%	1.25%	1.13%	1.91%	1.56%	0.83%	0.85%	1.02%	1.14%	1.07%	0.42%	1.25%	0.58%	1.62%	1.13%	0.95%	1.25%	0.85%	0.74%	0.88%	0.71%	1.41%	0.77%	1.09%	1.18%	1.36%	2.27%	0.92%	1.70%	1.87%	0.41%	1.28%	1.84%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	54874	1054	595	1236	368	888	675	1024	858	987	560	736	549	1097	1044	1277	1156	1152	1358	952	774	662	725	1074	733	1110	673	790	1109	1203	1171	937	981	1002	1002	1184	1059	1295	1035	1316	1119	1395	785	1078	1458	1221	1153	1335	711	840	785	832	556	564	1391	1585	665					
		63.19%	64.86%	52.84%	68.86%	49.46%	56.67%	48.88%	65.31%	61.86%	62.83%	53.18%	51.15%	44.27%	66.08%	63.43%	68.40%	65.91%	63.44%	67.76%	64.72%	52.05%	54.44%	54.97%	59.47%	55.66%	63.21%	54.36%	60.49%	69.36%	76.58%	71.06%	63.83%	65.57%	71.57%	69.49%	73.82%	61.00%	63.54%	64.97%	65.90%	63.80%	69.85%	57.72%	67.97%	69.13%	63.59%	73.96%	69.60%	56.12%	57.10%	55.75%	58.67%	49.69%	55.40%	72.04%	74.98%	58.23%					
