Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Токаревская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571					
1	"Число избирателей, внесенных в список"	15994	1528	1084	1538	1446	447	549	191	317	390	665	187	352	359	575	389	435	124	390	503	281	176	205	319	593	245	142	703	347	957	557					
2	Число полученных избирательных бюллетеней	15962	1499	1088	1489	1453	435	533	191	321	391	664	191	361	362	578	384	437	129	397	509	292	178	212	327	595	247	142	706	351	953	547					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9522	836	647	892	901	227	185	136	241	256	327	125	212	279	350	305	304	80	145	409	189	101	122	190	415	118	92	390	209	534	305					
5	"Число избирательных бюллетеней, выданных вне помещения"	3851	138	217	164	144	102	289	45	46	118	238	39	117	80	173	64	98	41	233	90	92	58	73	105	131	124	34	212	100	259	227					
6	Число погашенных избирательных бюллетеней	2589	525	224	433	408	106	59	10	34	17	99	27	32	3	55	15	35	8	19	10	11	19	17	32	49	5	16	104	42	160	15					
7	Число избирательных бюллетеней в переносных ящиках	3851	138	217	164	144	102	289	45	46	118	238	39	117	80	173	64	98	41	233	90	92	58	73	105	131	124	34	212	100	259	227					
8	Число бюллетеней в стационарных ящиках для голосования	9520	836	647	892	901	227	185	136	241	256	325	125	212	279	350	305	304	80	145	409	189	101	122	190	415	118	92	390	209	534	305					
9	Число недействительных избирательных бюллетеней	97	10	2	9	14	9	0	2	1	0	7	1	2	3	1	1	3	0	0	0	2	0	0	0	2	0	2	5	4	7	10					
10	Число действительных избирательных бюллетеней	13274	964	862	1047	1031	320	474	179	286	374	556	163	327	356	522	368	399	121	378	499	279	159	195	295	544	242	124	597	305	786	522					
11	Число полученных открепительных  удостоверений	150	10	10	10	10	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	4					
12	Число выданных открепительных удостоверений	39	1	6	6	4	0	4	1	0	4	1	0	0	0	0	0	1	3	0	0	0	0	0	0	4	2	0	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	20	0	3	2	2	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0					
14	Число неиспользованных открепительных удостоверений	111	9	4	4	6	4	0	3	4	0	3	4	4	4	4	4	3	1	4	4	4	4	4	4	0	2	4	4	4	8	4					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	246	25	22	25	26	0	13	5	6	7	8	1	3	5	7	17	3	8	11	10	0	2	1	3	5	1	1	2	19	5	5					
		1.84%	2.57%	2.55%	2.37%	2.49%	0.00%	2.74%	2.76%	2.09%	1.87%	1.42%	0.61%	0.91%	1.39%	1.34%	4.61%	0.75%	6.61%	2.91%	2.00%	0.00%	1.26%	0.51%	1.02%	0.92%	0.41%	0.79%	0.33%	6.15%	0.63%	0.94%					
19	. Малышкин Олег Александрович	268	5	22	20	19	11	7	6	10	14	16	3	9	5	12	6	6	4	9	12	6	2	3	2	8	5	0	8	9	15	14					
		2.00%	0.51%	2.55%	1.89%	1.82%	3.34%	1.48%	3.31%	3.48%	3.74%	2.84%	1.83%	2.74%	1.39%	2.29%	1.63%	1.49%	3.31%	2.38%	2.40%	2.14%	1.26%	1.54%	0.68%	1.47%	2.07%	0.00%	1.33%	2.91%	1.89%	2.63%					
20	. Миронов Сергей Михайлович	65	1	3	3	4	3	2	1	0	1	3	0	4	1	2	3	3	0	1	0	0	2	0	2	0	1	2	8	5	5	5					
		0.49%	0.10%	0.35%	0.28%	0.38%	0.91%	0.42%	0.55%	0.00%	0.27%	0.53%	0.00%	1.22%	0.28%	0.38%	0.81%	0.75%	0.00%	0.26%	0.00%	0.00%	1.26%	0.00%	0.68%	0.00%	0.41%	1.59%	1.33%	1.62%	0.63%	0.94%					
21	. Путин Владимир Владимирович	9171	580	608	614	645	222	301	143	137	265	410	140	202	281	431	192	328	76	263	308	199	91	159	235	473	165	102	456	218	567	360					
		68.59%	59.55%	70.37%	58.14%	61.72%	67.48%	63.50%	79.01%	47.74%	70.86%	72.82%	85.37%	61.40%	78.27%	82.41%	52.03%	81.59%	62.81%	69.58%	61.72%	70.82%	57.23%	81.54%	79.66%	86.63%	68.18%	80.95%	75.75%	70.55%	71.50%	67.67%					
22	. Хакамада Ирина Муцуовна	147	16	9	18	11	2	7	0	3	0	9	1	2	3	4	10	4	0	3	2	2	1	4	2	2	7	2	2	2	10	9					
		1.10%	1.64%	1.04%	1.70%	1.05%	0.61%	1.48%	0.00%	1.05%	0.00%	1.60%	0.61%	0.61%	0.84%	0.76%	2.71%	1.00%	0.00%	0.79%	0.40%	0.71%	0.63%	2.05%	0.68%	0.37%	2.89%	1.59%	0.33%	0.65%	1.26%	1.69%					
23	. Харитонов Николай Михайлович	3140	314	176	342	286	78	135	23	122	82	102	17	103	58	60	134	51	32	82	159	65	60	27	48	53	59	17	115	50	173	117					
		23.48%	32.24%	20.37%	32.39%	27.37%	23.71%	28.48%	12.71%	42.51%	21.93%	18.12%	10.37%	31.31%	16.16%	11.47%	36.31%	12.69%	26.45%	21.69%	31.86%	23.13%	37.74%	13.85%	16.27%	9.71%	24.38%	13.49%	19.10%	16.18%	21.82%	21.99%					
																																					
24	Против всех	237	23	22	25	40	4	9	1	8	5	8	1	4	3	6	6	4	1	9	8	7	1	1	3	3	4	0	6	2	11	12					
		1.77%	2.36%	2.55%	2.37%	3.83%	1.22%	1.90%	0.55%	2.79%	1.34%	1.42%	0.61%	1.22%	0.84%	1.15%	1.63%	1.00%	0.83%	2.38%	1.60%	2.49%	0.63%	0.51%	1.02%	0.55%	1.65%	0.00%	1.00%	0.65%	1.39%	2.26%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
