Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Свободненская городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581					
1	"Число избирателей, внесенных в список избирателей"	43260	1026	2175	1980	2496	1887	884	1610	911	1900	2264	1531	2038	1900	1867	1559	1178	1269	1964	2054	2043	1451	1856	1261	2024	2132					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38800	1200	2000	1500	2400	1600	700	1400	800	1700	2100	1400	1900	1700	1600	1400	1200	1100	1800	1800	1800	1200	1600	1100	1900	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23309	968	1108	811	1477	1049	412	919	494	1164	1133	818	1141	1141	1030	903	541	566	1085	1120	962	734	988	494	1226	1025					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2138	45	89	197	90	52	95	57	22	73	144	45	110	175	135	72	88	32	135	74	48	53	55	53	140	59					
6	Число погашенных избирательных бюллетеней	13352	187	802	492	833	499	193	424	284	463	823	537	649	384	435	425	571	502	580	606	790	413	557	553	534	816					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2138	45	89	197	90	52	95	57	22	73	144	45	110	175	135	72	88	32	135	74	48	53	55	53	140	59					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23302	968	1108	811	1477	1049	410	916	494	1164	1133	818	1139	1141	1030	903	541	566	1085	1120	962	734	988	494	1226	1025					
9	Число недействительных избирательных бюллетеней	448	10	37	21	47	19	14	21	10	19	30	7	20	2	12	11	13	4	18	15	38	11	19	6	20	24					
10	Число действительных избирательных бюллетеней	24992	1003	1160	987	1520	1082	491	952	506	1218	1247	856	1229	1314	1153	964	616	594	1202	1179	972	776	1024	541	1346	1060					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	470	50	30	10	30	16	10	15	10	20	30	20	20	23	20	24	10	10	13	19	12	10	15	10	20	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	452	50	29	10	27	16	9	15	9	20	30	19	20	23	20	24	8	10	13	14	12	8	14	10	19	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	390	16	31	8	49	44	28	17	6	34	11	8	7	8	0	7	1	1	12	7	32	40	8	0	10	5					
14	Число погашенных неиспользованных открепительных удостоверений	18	0	1	0	3	0	1	0	1	0	0	1	0	0	0	0	2	0	0	5	0	2	1	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	1	1	1	2	2	0	3	2	1	2	2	2	0	2	3	0	0	1	1	0	0	1	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2735	51	128	88	105	69	57	107	74	166	177	113	176	105	186	118	62	79	141	164	86	67	73	53	161	129					
		10.75%	5.03%	10.69%	8.73%	6.70%	6.27%	11.29%	10.99%	14.34%	13.42%	13.86%	13.09%	14.09%	7.98%	15.97%	12.10%	9.86%	13.21%	11.56%	13.74%	8.51%	8.51%	6.99%	9.69%	11.79%	11.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4768	252	222	217	294	241	119	205	101	185	212	175	193	95	210	174	146	151	181	217	260	150	180	127	235	226					
