Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Свободненская городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591					
1	"Число избирателей, внесенных в списки избирателей"	48267	1392	2470	2024	2806	1826	986	1755	1028	2223	2618	1624	2365	2315	2407	1928	1276	1321	2072	2281	2185	1390	2027	1268	2318	2362					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	45400	1400	2300	1800	2700	1800	900	1700	1000	2000	2600	1500	2300	2100	2100	1800	1100	1300	1900	2200	1900	1300	1900	1200	2300	2300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29600	1123	1177	1032	1672	1070	595	1163	593	1566	1619	1022	1625	1582	1335	1214	713	851	1242	1495	1105	762	1323	867	1473	1381					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3417	133	265	287	138	72	91	110	81	83	197	87	153	223	220	87	165	80	149	89	155	106	96	99	98	153					
6	Число погашенных избирательных бюллетеней	12383	144	858	481	890	658	214	427	326	351	784	391	522	295	545	499	222	369	509	616	640	432	481	234	729	766					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3417	133	265	287	138	72	91	110	81	83	197	87	153	223	220	87	165	80	149	89	155	106	96	99	98	153					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29588	1123	1177	1032	1672	1070	595	1159	593	1566	1619	1022	1622	1582	1334	1210	713	851	1242	1495	1105	762	1323	867	1473	1381					
9	Число недействительных избирательных бюллетеней	258	17	16	3	13	6	10	10	3	15	0	7	21	15	6	10	7	9	12	12	12	7	17	7	17	6					
10	Число действительных избирательных бюллетеней	32747	1239	1426	1316	1797	1136	676	1259	671	1634	1816	1102	1754	1790	1548	1287	871	922	1379	1572	1248	861	1402	959	1554	1528					
