Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Марпосадская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090					
1	"Число избирателей, внесенных в списки"	20116	350	759	1025	945	719	1111	1108	739	723	226	269	163	508	428	545	221	413	132	325	105	984	241	232	828	262	520	578	306	275	499	171	689	207	297	237	72	129	78	706	345	457	225	310	443	211					
2	"Число бюллетеней, полученных участковыми комиссиями"	19804	325	734	977	912	689	1072	1078	694	726	228	265	164	506	418	538	216	416	136	326	103	965	241	230	823	259	508	546	287	271	500	169	670	205	293	233	74	126	77	692	337	450	376	299	445	205					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10407	211	421	567	482	330	604	561	311	409	117	147	106	262	261	223	134	269	48	155	29	576	121	117	274	70	183	320	173	176	269	85	340	108	157	115	46	74	62	371	191	252	215	140	225	100					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1027	16	5	19	16	6	17	29	27	23	24	16	11	40	13	42	9	13	30	18	44	44	29	21	114	57	27	24	16	13	30	13	9	3	18	29	7	34	2	30	23	9	10	14	18	15					
6	Число погашенных бюллетеней	8370	98	308	391	414	353	451	488	356	294	87	102	47	204	144	273	73	134	58	153	30	345	91	92	435	132	298	202	98	82	201	71	321	94	118	89	21	18	13	291	123	189	151	145	202	90					
7	Число бюллетеней в переносных ящиках для голосования	1027	16	5	19	16	6	17	29	27	23	24	16	11	40	13	42	9	13	30	18	44	44	29	21	114	57	27	24	16	13	30	13	9	3	18	29	7	34	2	30	23	9	10	14	18	15					
8	Число бюллетеней в стационарных ящиках для голосования	10405	211	421	567	482	329	603	561	311	409	117	147	106	262	261	223	134	269	48	155	29	576	121	117	274	70	183	320	173	176	269	85	340	108	157	115	46	74	62	371	191	252	215	140	225	100					
9	Число недействительных бюллетеней	534	4	8	14	22	10	11	13	10	9	7	19	12	16	14	14	4	18	2	11	1	24	11	8	16	5	12	13	20	6	17	13	8	6	19	6	0	2	0	18	19	51	8	13	14	6					
10	Число действительных бюллетеней	10898	223	418	572	476	325	609	577	328	423	134	144	105	286	260	251	139	264	76	162	72	596	139	130	372	122	198	331	169	183	282	85	341	105	156	138	53	106	64	383	195	210	217	141	229	109					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	499	7	22	27	22	22	27	27	22	15	7	7	7	15	7	15	7	7	7	7	6	20	7	7	15	7	7	15	7	7	7	7	15	7	7	7	6	6	6	15	7	7	7	7	7	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	164	3	7	10	7	13	11	18	5	4	2	0	0	7	0	4	2	1	3	2	4	3	2	0	3	0	1	4	2	2	5	0	8	1	4	0	2	1	0	3	0	5	4	3	6	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	140	2	1	2	2	9	9	4	5	9	2	1	4	3	4	3	4	3	0	3	4	9	2	0	1	1	2	2	3	3	3	5	2	0	3	1	2	2	3	4	3	5	1	2	4	3					
14	Число погашенных открепительных удостоверений	335	4	15	17	15	9	16	9	17	11	5	7	7	8	7	11	5	6	4	5	2	17	5	7	12	7	6	11	5	5	2	7	7	6	3	7	4	5	6	12	7	2	3	4	1	4					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	360	3	8	9	8	2	12	12	9	11	6	6	1	9	18	12	8	28	2	11	0	19	7	13	6	4	11	8	7	5	14	5	3	2	3	12	1	2	1	12	10	10	6	12	6	6					
		3.14%	1.32%	1.87%	1.53%	1.60%	0.59%	1.93%	2.03%	2.66%	2.54%	4.25%	3.68%	0.85%	2.98%	6.56%	4.52%	5.59%	9.92%	2.56%	6.35%	0.0%	3.06%	4.66%	9.42%	1.54%	3.14%	5.23%	2.32%	3.70%	2.64%	4.68%	5.10%	0.85%	1.80%	1.71%	8.33%	1.88%	1.85%	1.56%	2.99%	4.67%	3.83%	2.66%	7.79%	2.46%	5.21%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	206	1	15	14	6	5	18	11	11	8	1	3	2	3	1	3	0	3	0	4	0	34	2	2	3	2	1	1	3	1	13	1	9	0	1	3	0	0	0	7	2	7	0	2	3	0					
		1.80%	0.44%	3.52%	2.38%	1.20%	1.49%	2.90%	1.86%	3.25%	1.85%	0.70%	1.84%	1.70%	0.99%	0.36%	1.13%	0.0%	1.06%	0.0%	2.31%	0.0%	5.48%	1.33%	1.44%	0.77%	1.57%	0.47%	0.29%	1.58%	0.52%	4.34%	1.02%	2.57%	0.0%	0.57%	2.08%	0.0%	0.0%	0.0%	1.74%	0.93%	2.68%	0.0%	1.29%	1.23%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	194	8	7	15	5	11	6	7	4	9	6	2	8	7	0	2	2	4	1	3	1	5	4	0	8	4	1	4	6	5	5	0	7	1	3	2	1	1	0	4	7	3	5	5	4	1					
		1.69%	3.52%	1.64%	2.55%	1.00%	3.28%	0.96%	1.18%	1.18%	2.08%	4.25%	1.22%	6.83%	2.31%	0.0%	0.75%	1.39%	1.41%	1.28%	1.73%	1.36%	0.80%	2.66%	0.0%	2.06%	3.14%	0.47%	1.16%	3.17%	2.64%	1.67%	0.0%	2.00%	0.90%	1.71%	1.38%	1.88%	0.92%	0.0%	0.99%	3.27%	1.14%	2.22%	3.24%	1.64%	0.86%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	201	4	9	17	15	13	22	9	5	7	3	4	3	3	2	2	1	2	2	3	0	5	4	0	7	1	4	4	5	3	2	0	8	1	2	1	0	0	0	11	2	6	2	3	3	1					
		1.75%	1.76%	2.11%	2.90%	3.01%	3.88%	3.54%	1.52%	1.47%	1.62%	2.12%	2.45%	2.56%	0.99%	0.72%	0.75%	0.69%	0.70%	2.56%	1.73%	0.0%	0.80%	2.66%	0.0%	1.80%	0.78%	1.90%	1.16%	2.64%	1.58%	0.66%	0.0%	2.29%	0.90%	1.14%	0.69%	0.0%	0.0%	0.0%	2.74%	0.93%	2.29%	0.88%	1.94%	1.23%	0.86%					
22	"5. ""За Русь Святую"""	70	1	1	4	8	3	7	3	0	1	2	0	2	2	3	0	1	0	0	1	0	1	0	1	9	0	2	2	0	0	0	3	3	1	2	0	0	0	0	1	2	2	0	2	0	0					
		0.61%	0.44%	0.23%	0.68%	1.60%	0.89%	1.12%	0.50%	0.0%	0.23%	1.41%	0.0%	1.70%	0.66%	1.09%	0.0%	0.69%	0.0%	0.0%	0.57%	0.0%	0.16%	0.0%	0.72%	2.31%	0.0%	0.95%	0.58%	0.0%	0.0%	0.0%	3.06%	0.85%	0.90%	1.14%	0.0%	0.0%	0.0%	0.0%	0.24%	0.93%	0.76%	0.0%	1.29%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	32	1	0	3	1	2	0	1	0	1	0	0	1	1	0	0	0	2	0	0	0	2	0	2	2	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	2	1	3	1	0					
		0.27%	0.44%	0.0%	0.51%	0.20%	0.59%	0.0%	0.16%	0.0%	0.23%	0.0%	0.0%	0.85%	0.33%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.32%	0.0%	1.44%	0.51%	0.0%	0.47%	0.29%	0.0%	0.0%	0.0%	1.02%	0.28%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.76%	0.44%	1.94%	0.41%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	50	0	2	2	4	0	6	4	2	1	1	0	2	3	0	0	0	1	0	4	0	4	0	2	1	0	0	0	0	0	0	0	4	2	1	0	0	0	0	1	0	1	1	0	1	0					
		0.43%	0.0%	0.46%	0.34%	0.80%	0.0%	0.96%	0.67%	0.59%	0.23%	0.70%	0.0%	1.70%	0.99%	0.0%	0.0%	0.0%	0.35%	0.0%	2.31%	0.0%	0.64%	0.0%	1.44%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.14%	1.80%	0.57%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.38%	0.44%	0.0%	0.41%	0.0%					
25	"8. ""Народно-республиканская партия России"""	44	1	2	1	0	1	1	0	0	2	2	1	0	0	1	5	1	1	1	2	1	4	1	1	1	0	0	1	0	0	3	1	3	0	0	0	0	0	0	4	0	0	0	1	1	0					
		0.38%	0.44%	0.46%	0.17%	0.0%	0.29%	0.16%	0.0%	0.0%	0.46%	1.41%	0.61%	0.0%	0.0%	0.36%	1.88%	0.69%	0.35%	1.28%	1.15%	1.36%	0.64%	0.66%	0.72%	0.25%	0.0%	0.0%	0.29%	0.0%	0.0%	1.00%	1.02%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.64%	0.41%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	0	1	1	2	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2					
		0.16%	0.0%	0.23%	0.17%	0.40%	0.0%	0.16%	0.0%	0.29%	0.0%	0.70%	0.0%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	1.36%	0.16%	0.0%	0.0%	0.0%	0.78%	0.47%	0.0%	0.0%	0.0%	0.33%	1.02%	0.28%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.73%					
27	"10. ""Аграрная партия России"""	724	7	16	17	25	18	21	44	12	37	7	10	6	37	23	9	3	13	9	13	1	42	1	6	31	12	21	22	18	15	8	6	22	10	17	20	1	4	2	37	16	22	29	5	19	10					
		6.33%	3.08%	3.75%	2.90%	5.02%	5.37%	3.38%	7.45%	3.55%	8.56%	4.96%	6.13%	5.12%	12.25%	8.39%	3.39%	2.09%	4.60%	11.53%	7.51%	1.36%	6.77%	0.66%	4.34%	7.98%	9.44%	10.0%	6.39%	9.52%	7.93%	2.67%	6.12%	6.30%	9.00%	9.71%	13.88%	1.88%	3.70%	3.12%	9.22%	7.47%	8.42%	12.88%	3.24%	7.81%	8.69%					
28	"11. ""Истинные патриоты России"""	30	1	0	0	0	0	3	1	0	1	1	1	0	0	0	0	1	2	0	0	0	1	0	0	1	2	2	1	2	0	3	0	0	1	1	0	0	0	0	0	0	2	0	0	2	1					
		0.26%	0.44%	0.0%	0.0%	0.0%	0.0%	0.48%	0.16%	0.0%	0.23%	0.70%	0.61%	0.0%	0.0%	0.0%	0.0%	0.69%	0.70%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.25%	1.57%	0.95%	0.29%	1.05%	0.0%	1.00%	0.0%	0.0%	0.90%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.82%	0.86%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	233	3	8	7	8	7	15	24	7	10	3	3	1	1	10	5	2	13	2	0	0	15	2	4	10	4	4	5	4	0	4	1	15	2	5	2	0	0	0	5	4	5	3	1	8	1					
		2.03%	1.32%	1.87%	1.19%	1.60%	2.08%	2.41%	4.06%	2.07%	2.31%	2.12%	1.84%	0.85%	0.33%	3.64%	1.88%	1.39%	4.60%	2.56%	0.0%	0.0%	2.41%	1.33%	2.89%	2.57%	3.14%	1.90%	1.45%	2.11%	0.0%	1.33%	1.02%	4.29%	1.80%	2.85%	1.38%	0.0%	0.0%	0.0%	1.24%	1.86%	1.91%	1.33%	0.64%	3.29%	0.86%					
30	"13. ""Демократическая партия России"""	27	0	1	3	1	0	2	0	0	2	0	0	1	0	0	1	1	0	0	0	0	2	0	1	0	1	0	2	0	0	0	0	1	1	2	0	0	0	0	3	0	1	1	0	0	0					
		0.23%	0.0%	0.23%	0.51%	0.20%	0.0%	0.32%	0.0%	0.0%	0.46%	0.0%	0.0%	0.85%	0.0%	0.0%	0.37%	0.69%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.72%	0.0%	0.78%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.28%	0.90%	1.14%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.38%	0.44%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	0	1	2	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0					
		0.17%	0.0%	0.23%	0.34%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.33%	0.36%	0.0%	0.69%	0.35%	1.28%	0.0%	0.0%	0.0%	0.66%	0.0%	0.25%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	1.94%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	24	0	0	1	1	1	2	2	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	2	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0					
		0.20%	0.0%	0.0%	0.17%	0.20%	0.29%	0.32%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.39%	0.35%	0.0%	0.0%	1.36%	0.16%	0.0%	1.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.02%	0.28%	0.90%	0.57%	0.0%	1.88%	0.0%	0.0%	0.24%	0.46%	0.38%	0.44%	0.0%	0.41%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	443	24	13	36	33	19	28	24	21	21	3	1	4	4	2	12	3	5	0	11	2	24	5	4	10	2	9	10	8	6	4	4	20	5	11	1	1	3	3	11	8	6	4	5	12	1					
		3.87%	10.57%	3.05%	6.14%	6.62%	5.67%	4.51%	4.06%	6.21%	4.86%	2.12%	0.61%	3.41%	1.32%	0.72%	4.52%	2.09%	1.77%	0.0%	6.35%	2.73%	3.87%	3.33%	2.89%	2.57%	1.57%	4.28%	2.90%	4.23%	3.17%	1.33%	4.08%	5.73%	4.50%	6.28%	0.69%	1.88%	2.77%	4.68%	2.74%	3.73%	2.29%	1.77%	3.24%	4.93%	0.86%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	57	2	1	1	0	1	1	0	4	3	0	0	3	3	1	0	1	4	1	3	1	1	0	2	3	0	1	4	2	2	0	0	2	1	2	1	0	0	0	2	1	0	1	0	2	0					
		0.49%	0.88%	0.23%	0.17%	0.0%	0.29%	0.16%	0.0%	1.18%	0.69%	0.0%	0.0%	2.56%	0.99%	0.36%	0.0%	0.69%	1.41%	1.28%	1.73%	1.36%	0.16%	0.0%	1.44%	0.77%	0.0%	0.47%	1.16%	1.05%	1.05%	0.0%	0.0%	0.57%	0.90%	1.14%	0.69%	0.0%	0.0%	0.0%	0.49%	0.46%	0.0%	0.44%	0.0%	0.82%	0.0%					
35	"18. ""ЛДПР"""	973	19	47	76	50	31	56	44	44	70	10	20	15	19	19	23	2	22	5	13	5	55	14	12	32	9	11	24	19	11	15	2	40	8	20	12	0	2	0	24	7	11	21	14	13	7					
		8.51%	8.37%	11.03%	12.96%	10.04%	9.25%	9.03%	7.45%	13.01%	16.20%	7.09%	12.26%	12.82%	6.29%	6.93%	8.67%	1.39%	7.80%	6.41%	7.51%	6.84%	8.87%	9.33%	8.69%	8.24%	7.08%	5.23%	6.97%	10.05%	5.82%	5.01%	2.04%	11.46%	7.20%	11.42%	8.33%	0.0%	1.85%	0.0%	5.98%	3.27%	4.21%	9.33%	9.09%	5.34%	6.08%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	202	1	7	13	14	2	7	8	10	5	5	2	1	3	7	2	2	4	1	6	1	14	1	1	14	0	3	3	3	1	2	3	12	1	4	3	0	2	1	7	6	5	5	3	6	1					
		1.76%	0.44%	1.64%	2.21%	2.81%	0.59%	1.12%	1.35%	2.95%	1.15%	3.54%	1.22%	0.85%	0.99%	2.55%	0.75%	1.39%	1.41%	1.28%	3.46%	1.36%	2.25%	0.66%	0.72%	3.60%	0.0%	1.42%	0.87%	1.58%	0.52%	0.66%	3.06%	3.43%	0.90%	2.28%	2.08%	0.0%	1.85%	1.56%	1.74%	2.80%	1.91%	2.22%	1.94%	2.46%	0.86%					
37	"20. ""Политическая партия ""Единая Россия"""	4570	108	178	188	169	108	248	232	114	167	52	72	40	120	127	142	85	125	41	53	52	232	65	46	111	56	93	159	54	84	127	36	106	24	47	63	45	81	43	157	86	104	109	63	110	48					
		39.97%	47.57%	41.78%	32.08%	33.93%	32.23%	40.0%	39.32%	33.72%	38.65%	36.87%	44.17%	34.18%	39.73%	46.35%	53.58%	59.44%	44.32%	52.56%	30.63%	71.23%	37.41%	43.33%	33.33%	28.60%	44.09%	44.28%	46.22%	28.57%	44.44%	42.47%	36.73%	30.37%	21.62%	26.85%	43.75%	84.90%	75.0%	67.18%	39.15%	40.18%	39.84%	48.44%	40.90%	45.26%	41.73%					
38	"21. ""Российская Конституционно-демократическая партия"""	39	0	1	3	1	2	0	0	2	1	1	0	0	1	0	2	0	1	0	1	0	1	1	2	1	0	0	2	0	0	3	1	2	1	0	0	0	1	0	1	1	3	0	2	0	1					
		0.34%	0.0%	0.23%	0.51%	0.20%	0.59%	0.0%	0.0%	0.59%	0.23%	0.70%	0.0%	0.0%	0.33%	0.0%	0.75%	0.0%	0.35%	0.0%	0.57%	0.0%	0.16%	0.66%	1.44%	0.25%	0.0%	0.0%	0.58%	0.0%	0.0%	1.00%	1.02%	0.57%	0.90%	0.0%	0.0%	0.0%	0.92%	0.0%	0.24%	0.46%	1.14%	0.0%	1.29%	0.0%	0.86%					
39	"22. ""Развитие предпринимательства"""	37	0	0	0	2	4	3	1	1	0	1	0	0	1	0	1	1	2	0	0	0	2	1	1	0	0	0	1	1	2	3	0	1	0	0	0	1	0	0	1	0	1	1	3	1	0					
		0.32%	0.0%	0.0%	0.0%	0.40%	1.19%	0.48%	0.16%	0.29%	0.0%	0.70%	0.0%	0.0%	0.33%	0.0%	0.37%	0.69%	0.70%	0.0%	0.0%	0.0%	0.32%	0.66%	0.72%	0.0%	0.0%	0.0%	0.29%	0.52%	1.05%	1.00%	0.0%	0.28%	0.0%	0.0%	0.0%	1.88%	0.0%	0.0%	0.24%	0.0%	0.38%	0.44%	1.94%	0.41%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2022	33	78	135	105	81	127	118	75	49	26	17	12	65	43	25	15	23	8	32	3	119	22	18	105	14	29	71	28	44	72	19	70	36	31	14	1	10	13	86	39	18	23	11	32	27					
		17.68%	14.53%	18.30%	23.03%	21.08%	24.17%	20.48%	20.0%	22.18%	11.34%	18.43%	10.42%	10.25%	21.52%	15.69%	9.43%	10.48%	8.15%	10.25%	18.49%	4.10%	19.19%	14.66%	13.04%	27.06%	11.02%	13.80%	20.63%	14.81%	23.28%	24.08%	19.38%	20.05%	32.43%	17.71%	9.72%	1.88%	9.25%	20.31%	21.44%	18.22%	6.89%	10.22%	7.14%	13.16%	23.47%					
																																																				
41	Против всех	321	6	22	24	18	14	22	32	6	17	2	2	2	3	2	5	7	7	2	1	3	12	8	10	16	10	4	6	7	4	3	0	10	7	1	3	1	0	1	7	1	0	4	3	4	2					
		2.80%	2.64%	5.16%	4.09%	3.61%	4.17%	3.54%	5.42%	1.77%	3.93%	1.41%	1.22%	1.70%	0.99%	0.72%	1.88%	4.89%	2.48%	2.56%	0.57%	4.10%	1.93%	5.33%	7.24%	4.12%	7.87%	1.90%	1.74%	3.70%	2.11%	1.00%	0.0%	2.86%	6.30%	0.57%	2.08%	1.88%	0.0%	1.56%	1.74%	0.46%	0.0%	1.77%	1.94%	1.64%	1.73%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
