Выборы Президента Российской Федерации																			
																			
Наименование Избирательной комиссии:    Сасовская городская																			
																			
Итоги голосования 																			
																			
		Сумма	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837					
1	"Число избирателей, внесенных в список"	27086	2747	1418	2809	2771	2486	2583	2603	2734	2819	1299	1355	1462					
2	Число полученных избирательных бюллетеней	26776	2738	1411	2768	2636	2460	2569	2579	2696	2818	1296	1339	1466					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13388	1160	746	1160	1326	1298	1346	1316	1522	1364	707	544	899					
5	"Число избирательных бюллетеней, выданных вне помещения"	386	48	32	53	46	20	15	14	35	38	14	27	44					
6	Число погашенных избирательных бюллетеней	13002	1530	633	1555	1264	1142	1208	1249	1139	1416	575	768	523					
7	Число избирательных бюллетеней в переносных ящиках	386	48	32	53	46	20	15	14	35	38	14	27	44					
8	Число бюллетеней в стационарных ящиках для голосования	13381	1160	745	1160	1325	1297	1346	1314	1522	1363	707	543	899					
9	Число недействительных избирательных бюллетеней	116	9	6	13	20	6	13	5	10	5	9	14	6					
10	Число действительных избирательных бюллетеней	13651	1199	771	1200	1351	1311	1348	1323	1547	1396	712	556	937					
11	Число полученных открепительных  удостоверений	262	27	14	27	27	24	25	25	26	28	12	13	14					
12	Число выданных открепительных удостоверений	102	9	5	4	1	15	15	6	15	16	3	4	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	50	7	1	10	1	3	3	6	5	3	3	3	5					
14	Число неиспользованных открепительных удостоверений	160	18	9	23	26	9	10	19	11	12	9	9	5					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	1	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																			
18	. Глазьев Сергей Юрьевич	629	44	31	55	49	58	72	65	77	87	34	21	36					
		4.57%	3.64%	3.99%	4.53%	3.57%	4.40%	5.29%	4.89%	4.95%	6.21%	4.72%	3.68%	3.82%					
19	. Малышкин Олег Александрович	275	21	18	32	18	35	30	27	36	18	15	9	16					
		2.00%	1.74%	2.32%	2.64%	1.31%	2.66%	2.20%	2.03%	2.31%	1.28%	2.08%	1.58%	1.70%					
20	. Миронов Сергей Михайлович	66	2	4	8	9	5	6	9	8	5	4	1	5					
		0.48%	0.17%	0.51%	0.66%	0.66%	0.38%	0.44%	0.68%	0.51%	0.36%	0.55%	0.18%	0.53%					
21	. Путин Владимир Владимирович	9715	858	541	822	959	928	984	975	1102	1028	495	385	638					
		70.57%	71.03%	69.63%	67.77%	69.95%	70.46%	72.30%	73.42%	70.78%	73.38%	68.65%	67.54%	67.66%					
22	. Хакамада Ирина Муцуовна	219	14	13	23	13	27	16	34	32	20	10	10	7					
		1.59%	1.16%	1.67%	1.90%	0.95%	2.05%	1.18%	2.56%	2.06%	1.43%	1.39%	1.75%	0.74%					
23	. Харитонов Николай Михайлович	2374	229	148	234	263	217	206	178	249	201	124	121	204					
		17.24%	18.96%	19.05%	19.29%	19.18%	16.48%	15.14%	13.40%	15.99%	14.35%	17.20%	21.23%	21.63%					
																			
24	Против всех	373	31	16	26	40	41	34	35	43	37	30	9	31					
		2.71%	2.57%	2.06%	2.14%	2.92%	3.11%	2.50%	2.64%	2.76%	2.64%	4.16%	1.58%	3.29%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
