Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Георгиевская городская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298					
1	"Число избирателей, внесенных в список"	46544	2102	1725	1815	1840	1585	1698	1534	1844	1829	2313	1868	1686	1928	1965	1674	1729	1744	1782	1817	1888	1510	2232	1931	2068	2293	144					
2	Число полученных избирательных бюллетеней	47110	2090	1700	1920	1790	1570	1800	1570	1860	1820	2210	1810	1660	2030	1980	1770	1870	1780	1780	1840	1830	1740	2170	1940	2000	2280	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	24419	981	832	930	872	930	919	872	914	932	1197	898	787	936	991	885	938	1053	997	945	845	980	1222	1067	1094	1289	113					
5	"Число избирательных бюллетеней, выданных вне помещения"	2223	84	128	126	154	59	76	70	111	72	216	89	65	154	140	66	50	63	51	82	108	37	51	45	52	43	31					
6	Число погашенных избирательных бюллетеней	20468	1025	740	864	764	581	805	628	835	816	797	823	808	940	849	819	882	664	732	813	877	723	897	828	854	948	156					
7	Число избирательных бюллетеней в переносных ящиках	2223	84	128	126	154	59	76	70	111	72	216	89	65	154	140	66	50	63	51	82	108	37	51	45	52	43	31					
8	Число бюллетеней в стационарных ящиках для голосования	24414	981	832	930	872	930	919	872	912	932	1197	897	786	936	991	885	938	1053	996	945	845	980	1222	1067	1094	1289	113					
9	Число недействительных избирательных бюллетеней	163	13	4	3	14	12	4	6	1	2	15	11	5	8	5	2	7	5	7	2	3	12	10	0	4	7	1					
10	Число действительных избирательных бюллетеней	26474	1052	956	1053	1012	977	991	936	1022	1002	1398	975	846	1082	1126	949	981	1111	1040	1025	950	1005	1263	1112	1142	1325	143					
11	Число полученных открепительных  удостоверений	625	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0					
12	Число выданных открепительных удостоверений	290	10	13	12	12	15	15	18	8	9	6	5	8	7	9	12	11	12	12	7	6	6	20	22	11	24	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	291	5	10	9	5	4	17	10	2	12	4	3	2	9	3	11	3	5	6	5	5	2	5	3	5	2	144					
14	Число неиспользованных открепительных удостоверений	335	15	12	13	13	10	10	7	17	16	19	20	17	18	16	13	14	13	13	18	19	19	5	3	14	1	0					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	2	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																	
18	. Глазьев Сергей Юрьевич	1167	26	41	32	29	38	47	41	52	40	49	47	33	43	50	47	66	58	36	47	38	50	67	55	56	77	2					
		4.38%	2.44%	4.27%	3.03%	2.83%	3.84%	4.72%	4.35%	5.08%	3.98%	3.47%	4.77%	3.88%	3.94%	4.42%	4.94%	6.68%	5.20%	3.44%	4.58%	3.99%	4.92%	5.26%	4.95%	4.89%	5.78%	1.39%					
19	. Малышкин Олег Александрович	605	30	14	26	29	21	20	11	42	12	33	29	17	28	25	25	29	35	21	26	14	23	20	33	14	24	4					
		2.27%	2.82%	1.46%	2.46%	2.83%	2.12%	2.01%	1.17%	4.11%	1.20%	2.34%	2.94%	2.00%	2.57%	2.21%	2.63%	2.94%	3.14%	2.01%	2.53%	1.47%	2.26%	1.57%	2.97%	1.22%	1.80%	2.78%					
20	. Миронов Сергей Михайлович	193	4	6	13	11	10	8	9	6	8	8	5	3	10	5	4	6	11	11	10	7	8	6	10	6	8	0					
		0.72%	0.38%	0.62%	1.23%	1.07%	1.01%	0.80%	0.96%	0.59%	0.80%	0.57%	0.51%	0.35%	0.92%	0.44%	0.42%	0.61%	0.99%	1.05%	0.97%	0.73%	0.79%	0.47%	0.90%	0.52%	0.60%	0.00%					
21	. Путин Владимир Владимирович	17748	740	641	686	662	697	686	613	659	671	990	637	602	692	729	590	653	713	691	647	675	647	902	731	770	922	102					
		66.63%	69.48%	66.77%	64.96%	64.52%	70.48%	68.94%	65.07%	64.42%	66.83%	70.06%	64.60%	70.74%	63.49%	64.46%	62.04%	66.09%	63.89%	66.00%	63.00%	70.83%	63.62%	70.86%	65.74%	67.19%	69.22%	70.83%					
22	. Хакамада Ирина Муцуовна	661	29	21	22	21	24	20	20	25	21	35	17	15	32	26	21	28	29	24	24	28	17	32	41	34	52	3					
		2.48%	2.72%	2.19%	2.08%	2.05%	2.43%	2.01%	2.12%	2.44%	2.09%	2.48%	1.72%	1.76%	2.94%	2.30%	2.21%	2.83%	2.60%	2.29%	2.34%	2.94%	1.67%	2.51%	3.69%	2.97%	3.90%	2.08%					
23	. Харитонов Николай Михайлович	5196	186	203	242	227	156	187	215	213	221	246	202	158	259	238	229	163	231	216	233	156	224	186	206	213	167	19					
		19.51%	17.46%	21.15%	22.92%	22.12%	15.77%	18.79%	22.82%	20.82%	22.01%	17.41%	20.49%	18.57%	23.76%	21.04%	24.08%	16.50%	20.70%	20.63%	22.69%	16.37%	22.03%	14.61%	18.53%	18.59%	12.54%	13.19%					
																																	
24	Против всех	904	37	30	32	33	31	23	27	25	29	37	38	18	18	53	33	36	34	41	38	32	36	50	36	49	75	13					
		3.39%	3.47%	3.12%	3.03%	3.22%	3.13%	2.31%	2.87%	2.44%	2.89%	2.62%	3.85%	2.12%	1.65%	4.69%	3.47%	3.64%	3.05%	3.92%	3.70%	3.36%	3.54%	3.93%	3.24%	4.28%	5.63%	9.03%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
