Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Прохладненская городская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241					
1	"Число избирателей, внесенных в списки"	41975	1939	2163	2425	2390	2140	2127	1900	1933	1785	2879	1721	1947	2356	2080	2400	2101	1996	1986	2092	1467	148					
2	"Число бюллетеней, полученных участковыми комиссиями"	41650	1920	2170	2350	2380	2040	2100	1930	1960	1740	2870	1680	1950	2340	2140	2350	2100	1940	2000	2100	1420	170					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30498	1414	1804	1873	2057	1364	1722	1221	1706	1370	2037	1217	1523	1650	1294	1291	1620	1398	1407	1387	1011	132					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1861	198	47	108	113	80	64	30	105	59	178	48	27	118	99	149	76	36	121	101	100	4					
6	Число погашенных бюллетеней	9291	308	319	369	210	596	314	679	149	311	655	415	400	572	747	910	404	506	472	612	309	34					
7	Число бюллетеней в переносных ящиках для голосования	1861	198	47	108	113	80	64	30	105	59	178	48	27	118	99	149	76	36	121	101	100	4					
8	Число бюллетеней в стационарных ящиках для голосования	30479	1414	1804	1873	2057	1364	1722	1221	1706	1370	2026	1212	1523	1650	1294	1291	1620	1398	1407	1387	1009	131					
9	Число недействительных бюллетеней	342	17	30	9	24	4	29	8	15	14	33	15	19	15	5	18	26	19	8	29	0	5					
10	Число действительных бюллетеней	31998	1595	1821	1972	2146	1440	1757	1243	1796	1415	2171	1245	1531	1753	1388	1422	1670	1415	1520	1459	1109	130					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	245	10	10	10	10	10	10	10	10	10	50	10	10	10	10	10	10	10	10	10	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	108	3	3	2	4	10	4	1	4	7	42	2	3	8	8	2	2	0	2	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	0	5	0	1	1	0	0	0	2	4	0	0	6	1	0	4	0	0	0	0	2					
14	Число погашенных открепительных удостоверений	137	7	7	8	6	0	6	9	6	3	8	8	7	2	2	8	8	10	8	9	10	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	200	10	14	7	10	6	17	10	6	5	28	3	9	4	1	22	9	9	7	10	11	2					
		0.61%	0.62%	0.75%	0.35%	0.46%	0.41%	0.95%	0.79%	0.33%	0.34%	1.27%	0.23%	0.58%	0.22%	0.07%	1.52%	0.53%	0.62%	0.45%	0.67%	0.99%	1.48%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	276	8	12	7	23	0	15	16	1	9	59	15	16	19	5	9	16	17	10	10	7	2					
		0.85%	0.49%	0.64%	0.35%	1.05%	0.0%	0.83%	1.27%	0.05%	0.62%	2.67%	1.19%	1.03%	1.07%	0.35%	0.62%	0.94%	1.18%	0.65%	0.67%	0.63%	1.48%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	583	29	40	39	29	0	22	31	5	33	35	26	27	42	21	42	49	28	21	45	16	3					
		1.80%	1.79%	2.16%	1.96%	1.33%	0.0%	1.23%	2.47%	0.27%	2.30%	1.58%	2.06%	1.74%	2.37%	1.50%	2.91%	2.88%	1.95%	1.37%	3.02%	1.44%	2.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	375	16	24	22	15	0	13	36	13	17	24	26	21	29	15	27	20	12	20	13	9	3					
		1.15%	0.99%	1.29%	1.11%	0.69%	0.0%	0.72%	2.87%	0.71%	1.18%	1.08%	2.06%	1.35%	1.64%	1.07%	1.87%	1.17%	0.83%	1.30%	0.87%	0.81%	2.22%					
22	"5. ""За Русь Святую"""	156	6	8	11	11	0	9	6	7	14	15	14	8	7	3	7	9	3	5	11	2	0					
		0.48%	0.37%	0.43%	0.55%	0.50%	0.0%	0.50%	0.47%	0.38%	0.97%	0.68%	1.11%	0.51%	0.39%	0.21%	0.48%	0.53%	0.20%	0.32%	0.73%	0.18%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	55	4	2	4	3	5	1	0	0	1	6	1	2	4	6	3	2	3	2	2	2	2					
		0.17%	0.24%	0.10%	0.20%	0.13%	0.34%	0.05%	0.0%	0.0%	0.06%	0.27%	0.07%	0.12%	0.22%	0.43%	0.20%	0.11%	0.20%	0.13%	0.13%	0.18%	1.48%					
24	"7. ""Новый курс - Автомобильная Россия"""	211	7	11	16	7	0	9	10	6	9	54	5	7	11	7	10	10	2	5	18	7	0					
		0.65%	0.43%	0.59%	0.80%	0.32%	0.0%	0.50%	0.79%	0.33%	0.62%	2.45%	0.39%	0.45%	0.62%	0.50%	0.69%	0.58%	0.13%	0.32%	1.20%	0.63%	0.0%					
25	"8. ""Народно-республиканская партия России"""	30	0	1	2	1	5	0	2	0	0	2	0	1	2	2	2	1	1	2	2	4	0					
		0.09%	0.0%	0.05%	0.10%	0.04%	0.34%	0.0%	0.15%	0.0%	0.0%	0.09%	0.0%	0.06%	0.11%	0.14%	0.13%	0.05%	0.06%	0.13%	0.13%	0.36%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	83	4	5	2	21	2	1	6	3	3	12	3	1	6	1	5	3	3	0	2	0	0					
		0.25%	0.24%	0.27%	0.10%	0.96%	0.13%	0.05%	0.47%	0.16%	0.20%	0.54%	0.23%	0.06%	0.33%	0.07%	0.34%	0.17%	0.20%	0.0%	0.13%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	560	10	16	69	37	23	20	33	10	22	28	31	34	36	11	31	26	24	36	38	24	1					
		1.73%	0.62%	0.86%	3.48%	1.70%	1.59%	1.11%	2.63%	0.55%	1.53%	1.27%	2.46%	2.19%	2.03%	0.78%	2.15%	1.53%	1.67%	2.35%	2.55%	2.16%	0.74%					
