Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Саяногорская городская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	50261	2362	2051	1757	1906	1937	2157	1924	1828	1747	1915	2571	2315	2126	1780	1933	2023	1659	1952	2954	2144	2248	192	2097	2222	2272	189									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37643	1800	1500	1300	1400	1400	1600	1400	1400	1300	1400	2000	1700	1600	1300	1500	1500	1200	1500	2200	1600	1700	193	1500	1700	1700	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	20696	828	778	532	814	755	952	773	736	762	793	1217	1011	947	832	807	805	735	828	1079	785	852	52	981	986	968	88									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	541	18	6	14	34	27	15	35	19	11	15	9	11	9	28	11	21	8	41	31	28	41	11	16	14	22	46									
6	Число погашенных избирательных бюллетеней	16406	954	716	754	552	618	633	592	645	527	592	774	678	644	440	682	674	457	631	1090	787	807	130	503	700	710	116									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	540	18	6	14	34	27	15	35	19	11	15	9	11	9	28	11	21	8	41	31	28	40	11	16	14	22	46									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	20668	824	778	532	814	754	952	772	736	749	790	1217	1011	947	832	807	805	733	828	1079	785	852	52	981	982	968	88									
9	Число недействительных избирательных бюллетеней	588	22	11	24	18	16	18	22	20	19	26	72	21	26	21	18	26	13	23	24	24	20	2	37	32	29	4									
10	Число действительных избирательных бюллетеней	20620	820	773	522	830	765	949	785	735	741	779	1154	1001	930	839	800	800	728	846	1086	789	872	61	960	964	961	130									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	854	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	10	35	39	35	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	513	27	14	20	17	35	26	20	17	12	14	35	26	16	12	21	12	13	22	23	35	19	6	15	39	17	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	346	10	16	12	9	26	12	13	13	9	13	14	24	18	9	11	12	13	13	13	5	10	8	8	12	11	32									
14	Число погашенных неиспользованных открепительных удостоверений	341	8	21	15	18	0	9	15	18	23	21	0	9	19	23	14	23	22	13	12	0	16	4	20	0	18	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	145	3	8	4	10	7	4	9	10	3	5	3	17	11	7	6	5	6	4	7	2	6	0	2	2	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	366	14	15	10	18	14	8	15	14	12	9	28	18	12	13	21	10	16	15	29	7	12	1	23	12	19	1									
		1.73%	1.66%	1.91%	1.83%	2.12%	1.79%	0.83%	1.86%	1.85%	1.58%	1.12%	2.28%	1.76%	1.26%	1.51%	2.57%	1.21%	2.16%	1.73%	2.61%	0.86%	1.35%	1.59%	2.31%	1.20%	1.92%	0.75%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	586	16	29	12	14	26	20	26	29	19	29	21	28	26	16	23	30	12	26	43	17	25	2	23	38	28	8									
		2.76%	1.90%	3.70%	2.20%	1.65%	3.33%	2.07%	3.22%	3.84%	2.50%	3.60%	1.71%	2.74%	2.72%	1.86%	2.81%	3.63%	1.62%	2.99%	3.87%	2.09%	2.80%	3.17%	2.31%	3.82%	2.83%	5.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	473	15	21	15	16	19	27	16	20	20	19	14	24	25	27	20	29	18	22	21	14	16	1	16	22	13	3									
