Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Тужинская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159					
1	"Число избирателей, внесенных в списки избирателей"	7493	1185	199	158	387	183	184	341	454	389	306	253	148	195	1534	1577					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7405	1110	228	187	400	204	203	348	470	375	306	270	174	215	1498	1417					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4735	685	118	86	221	111	121	216	320	258	188	160	107	126	939	1079					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	930	137	61	48	88	56	26	69	52	53	24	60	18	26	133	79					
6	Число погашенных избирательных бюллетеней	1740	288	49	53	91	37	56	63	98	64	94	50	49	63	426	259					
7	Число избирательных бюллетеней в переносных ящиках для голосования	929	136	61	48	88	56	26	69	52	53	24	60	18	26	133	79					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4735	685	118	86	221	111	121	216	320	258	188	160	107	126	939	1079					
9	Число недействительных избирательных бюллетеней	48	8	0	2	3	0	0	3	3	1	2	2	0	4	11	9					
10	Число действительных избирательных бюллетеней	5616	813	179	132	306	167	147	282	369	310	210	218	125	148	1061	1149					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	266	19	16	20	18	21	18	20	29	21	12	14	14	19	8	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	265	19	16	19	18	21	18	20	29	21	12	14	14	19	8	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	68	11	0	2	2	0	1	20	5	0	1	0	3	1	12	10					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	3	0	5	2	0	1	1	2	1	2	1	0	0	5	11					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	771	61	16	11	74	20	12	13	123	54	80	16	57	12	127	95					
		13.61%	7.43%	8.94%	8.21%	23.95%	11.98%	8.16%	4.56%	33.06%	17.36%	37.74%	7.27%	45.60%	7.89%	11.85%	8.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	19	2	0	0	1	1	0	0	3	0	0	0	0	0	6	6					
		0.34%	0.24%	0.00%	0.00%	0.32%	0.60%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.52%					
20	3.Политическая партия «Демократическая партия России»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	399	72	8	5	12	23	7	12	7	29	9	9	4	18	84	100					
		7.04%	8.77%	4.47%	3.73%	3.88%	13.77%	4.76%	4.21%	1.88%	9.32%	4.25%	4.09%	3.20%	11.84%	7.84%	8.64%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	7	1	0	1	0	0	1	0	2	0	0	0	0	5	10					
		0.48%	0.85%	0.56%	0.00%	0.32%	0.00%	0.00%	0.35%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.47%	0.86%					
23	6.Политическая партия «Партия социальной справедливости»	15	4	0	0	1	0	1	0	1	0	2	1	0	0	1	4					
		0.26%	0.49%	0.00%	0.00%	0.32%	0.00%	0.68%	0.00%	0.27%	0.00%	0.94%	0.45%	0.00%	0.00%	0.09%	0.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	545	101	25	12	23	13	17	24	17	30	15	14	4	9	109	132					
		9.62%	12.30%	13.97%	8.96%	7.44%	7.78%	11.56%	8.42%	4.57%	9.65%	7.08%	6.36%	3.20%	5.92%	10.17%	11.40%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	274	52	5	8	12	5	9	8	7	22	11	7	5	3	56	64					
		4.84%	6.33%	2.79%	5.97%	3.88%	2.99%	6.12%	2.81%	1.88%	7.07%	5.19%	3.18%	4.00%	1.97%	5.22%	5.53%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	79	11	1	2	3	0	3	2	22	3	6	1	0	1	12	12					
		1.39%	1.34%	0.56%	1.49%	0.97%	0.00%	2.04%	0.70%	5.91%	0.96%	2.83%	0.45%	0.00%	0.66%	1.12%	1.04%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3463	501	121	94	179	105	97	222	184	170	86	169	55	105	654	721					
		61.14%	61.02%	67.60%	70.15%	57.93%	62.87%	65.99%	77.89%	49.46%	54.66%	40.57%	76.82%	44.00%	69.08%	61.01%	62.26%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	2	2	0	0	0	1	0	5	0	1	1	0	0	7	4					
		0.41%	0.24%	1.12%	0.00%	0.00%	0.00%	0.68%	0.00%	1.34%	0.00%	0.47%	0.45%	0.00%	0.00%	0.65%	0.35%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
