Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Яковлевская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12188	1802	707	731	385	91	383	279	378	109	134	289	74	81	75	999	851	301	1140	465	1661	315	162	577	199									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11770	1800	700	700	360	80	380	270	370	100	100	290	70	70	70	1000	800	300	1100	450	1600	300	160	550	150									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4669	717	227	264	245	37	147	101	133	48	53	124	43	38	29	325	244	84	275	139	667	91	76	464	98									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	229	14	3	3	0	0	2	12	4	4	6	15	4	3	0	20	20	7	40	6	46	13	6	0	1									
6	Число погашенных избирательных бюллетеней	6872	1069	470	433	115	43	231	157	233	48	41	151	23	29	41	655	536	209	785	305	887	196	78	86	51									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	229	14	3	3	0	0	2	12	4	4	6	15	4	3	0	20	20	7	40	6	46	13	6	0	1									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4669	717	227	264	245	37	147	101	133	48	53	124	43	38	29	325	244	84	275	139	667	91	76	464	98									
9	Число недействительных избирательных бюллетеней	149	26	6	7	9	0	8	1	7	2	0	1	1	4	1	20	7	1	5	3	28	0	0	10	2									
10	Число действительных избирательных бюллетеней	4749	705	224	260	236	37	141	112	130	50	59	138	46	37	28	325	257	90	310	142	685	104	82	454	97									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	476	73	28	28	14	4	16	11	15	5	6	12	3	3	3	41	35	12	45	19	67	13	6	10	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	75	16	2	6	9	0	2	0	1	0	0	1	0	0	0	2	4	0	2	2	23	0	0	5	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	93	6	7	1	2	5	1	2	2	3	1	3	4	3	3	2	4	4	2	0	23	3	2	5	5									
14	Число погашенных неиспользованных открепительных удостоверений	401	57	26	22	5	4	14	11	14	5	6	11	3	3	3	39	31	12	43	17	44	13	6	5	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	5	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	1	1	30	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
