Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Севская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12771	383	177	345	184	241	419	178	176	218	122	296	383	277	443	260	209	162	84	168	254	351	180	374	351	2634	2433	1085	384									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13150	405	195	355	195	255	440	190	190	235	185	310	400	295	465	270	220	170	85	170	270	360	195	395	355	2675	2380	1095	395									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7441	162	54	169	133	162	258	130	133	141	109	218	303	155	216	198	128	98	52	108	143	215	106	205	247	1349	1376	655	218									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1204	100	76	94	7	15	38	12	12	24	13	15	4	73	32	0	20	6	5	17	28	80	22	77	0	143	192	71	28									
6	Число погашенных избирательных бюллетеней	4505	143	65	92	55	78	144	48	45	70	63	77	93	67	217	72	72	66	28	45	99	65	67	113	108	1183	812	369	149									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1204	100	76	94	7	15	38	12	12	24	13	15	4	73	32	0	20	6	5	17	28	80	22	77	0	143	192	71	28									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7441	162	54	169	133	162	258	130	133	141	109	218	303	155	216	198	128	98	52	108	143	215	106	205	247	1349	1376	655	218									
9	Число недействительных избирательных бюллетеней	140	3	0	0	1	0	6	0	1	0	4	2	9	1	3	0	2	1	1	0	1	5	3	17	1	18	53	8	0									
10	Число действительных избирательных бюллетеней	8505	259	130	263	139	177	290	142	144	165	118	231	298	227	245	198	146	103	56	125	170	290	125	265	246	1474	1515	718	246									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	169	4	3	4	3	3	4	3	3	4	2	2	4	2	4	3	3	3	2	3	4	4	3	4	4	29	40	19	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	85	4	3	0	3	3	2	3	3	2	2	2	4	2	4	0	3	3	0	1	0	2	3	4	4	10	9	7	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	40	0	0	0	0	2	1	0	1	0	0	0	0	0	2	0	0	0	2	2	1	1	1	0	2	5	14	6	0									
14	Число погашенных неиспользованных открепительных удостоверений	84	0	0	4	0	0	2	0	0	2	0	0	0	0	0	3	0	0	2	2	4	2	0	0	0	19	31	12	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	81	0	0	2	1	3	3	0	1	1	1	1	2	0	3	4	0	4	0	0	0	3	1	6	1	12	25	6	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	86	2	0	6	0	1	1	1	3	0	2	1	1	3	1	3	0	1	0	0	2	3	0	0	4	18	22	7	4									
		0.99%	0.76%	0.00%	2.28%	0.00%	0.56%	0.34%	0.70%	2.07%	0.00%	1.64%	0.43%	0.33%	1.32%	0.40%	1.52%	0.00%	0.96%	0.00%	0.00%	1.17%	1.02%	0.00%	0.00%	1.62%	1.21%	1.40%	0.96%	1.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	151	5	1	2	2	4	5	0	1	2	2	17	7	0	4	4	8	2	0	3	0	6	10	0	1	28	25	10	2									
		1.75%	1.91%	0.77%	0.76%	1.43%	2.26%	1.69%	0.00%	0.69%	1.21%	1.64%	7.30%	2.28%	0.00%	1.61%	2.02%	5.41%	1.92%	0.00%	2.40%	0.00%	2.03%	7.81%	0.00%	0.40%	1.88%	1.59%	1.38%	0.81%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	128	5	0	2	2	2	3	1	0	0	4	7	4	0	4	0	2	0	4	1	3	1	1	6	4	35	28	6	3									
		1.48%	1.91%	0.00%	0.76%	1.43%	1.13%	1.01%	0.70%	0.00%	0.00%	3.28%	3.00%	1.30%	0.00%	1.61%	0.00%	1.35%	0.00%	7.02%	0.80%	1.75%	0.34%	0.78%	2.13%	1.62%	2.35%	1.79%	0.83%	1.22%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5876	188	104	200	103	112	203	99	123	117	75	149	218	172	140	152	100	75	31	94	120	223	70	199	176	873	1069	511	180									
		67.97%	71.76%	80.00%	76.05%	73.57%	63.28%	68.58%	69.72%	84.83%	70.91%	61.48%	63.95%	71.01%	75.44%	56.45%	76.77%	67.57%	72.12%	54.39%	75.20%	70.18%	75.59%	54.69%	70.57%	71.26%	58.51%	68.18%	70.39%	73.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	44	1	0	2	0	0	0	0	1	2	0	1	2	0	1	0	0	0	0	0	1	0	1	1	1	7	18	3	2									
		0.51%	0.38%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.69%	1.21%	0.00%	0.43%	0.65%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.78%	0.35%	0.40%	0.47%	1.15%	0.41%	0.81%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.88%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	995	28	5	25	12	27	37	21	11	16	15	16	30	16	39	14	11	11	12	15	19	25	10	38	29	217	202	75	19									
		11.51%	10.69%	3.85%	9.51%	8.57%	15.25%	12.50%	14.79%	7.59%	9.70%	12.30%	6.87%	9.77%	7.02%	15.73%	7.07%	7.43%	10.58%	21.05%	12.00%	11.11%	8.47%	7.81%	13.48%	11.74%	14.54%	12.88%	10.33%	7.72%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	4	11	3	0									
		0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.27%	0.70%	0.41%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	1	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	4	13	1	0									
		0.29%	0.38%	0.00%	0.38%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.40%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.83%	0.14%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	1	0	3	0	0	0	0	0	0	1	0	1	10	0	1	1	0	0	0	0	0	0	1	3	6	6	0	0									
		0.39%	0.38%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.33%	4.39%	0.00%	0.51%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	1.21%	0.40%	0.38%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	944	25	18	19	17	26	32	16	5	21	17	31	30	9	48	21	23	13	9	10	21	23	31	13	22	232	92	87	33									
		10.92%	9.54%	13.85%	7.22%	12.14%	14.69%	10.81%	11.27%	3.45%	12.73%	13.93%	13.30%	9.77%	3.95%	19.35%	10.61%	15.54%	12.50%	15.79%	8.00%	12.28%	7.80%	24.22%	4.61%	8.91%	15.55%	5.87%	11.98%	13.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	0	0	2	2	0	1	0	0	3	0	2	1	0	1	0	0	0	0	0	3	0	0	0	0	4	3	1	2									
		0.29%	0.00%	0.00%	0.76%	1.43%	0.00%	0.34%	0.00%	0.00%	1.82%	0.00%	0.86%	0.33%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	0.27%	0.19%	0.14%	0.81%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	154	3	2	1	0	5	4	4	0	3	2	3	4	15	5	1	0	0	0	2	1	9	2	6	6	41	20	14	1									
		1.78%	1.15%	1.54%	0.38%	0.00%	2.82%	1.35%	2.82%	0.00%	1.82%	1.64%	1.29%	1.30%	6.58%	2.02%	0.51%	0.00%	0.00%	0.00%	1.60%	0.58%	3.05%	1.56%	2.13%	2.43%	2.75%	1.28%	1.93%	0.41%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
