Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Волховская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120					
1	"Число избирателей, внесенных в список избирателей"	71395	1635	1882	1093	2478	2177	2398	2537	2283	2628	1313	300	2853	2395	1555	1483	2161	1631	2172	2472	2638	1091	1864	2196	2213	758	653	188	679	778	447	120	133	951	232	1927	430	994	1068	807	773	932	1483	689	1298	1442	1485	1224	1306	1367	47	506	310	411	509					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	64420	1600	1500	1000	2000	2000	2000	2000	2000	2500	1300	300	2000	2000	1500	1400	2000	1500	2000	2000	2000	1000	1800	2000	2000	700	620	180	600	700	440	110	130	900	230	1900	400	900	1000	700	800	900	1500	700	1300	1400	1400	1200	1300	1300	50	500	310	400	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	34306	654	1039	533	1113	1185	1163	1181	1040	1340	400	136	1264	1254	755	761	1075	918	1098	1345	1351	436	802	1066	1025	395	302	112	293	251	192	40	52	535	119	795	119	494	445	352	372	417	737	279	685	738	848	589	606	602	41	219	287	194	262					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2651	164	102	156	25	47	32	22	23	24	88	38	44	27	29	36	24	13	37	15	25	63	14	32	17	65	63	13	65	127	82	40	50	47	16	98	54	56	240	103	40	125	17	54	26	24	29	11	25	15	0	22	0	12	35					
6	Число погашенных избирательных бюллетеней	27460	782	359	311	862	768	805	797	937	1136	812	126	692	719	716	602	901	569	865	640	624	501	984	902	958	238	255	55	242	322	166	30	28	318	95	1007	227	350	315	245	388	358	746	367	589	638	523	600	669	683	9	259	23	194	153					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2651	164	102	156	25	47	32	22	23	24	88	38	44	27	29	36	24	13	37	15	25	63	14	32	17	65	63	13	65	127	82	40	50	47	16	98	54	56	240	103	40	125	17	54	26	24	29	11	25	15	0	22	0	12	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34275	654	1039	533	1113	1185	1163	1181	1040	1340	400	136	1264	1227	755	761	1075	918	1098	1341	1351	436	802	1066	1025	395	302	112	293	251	192	40	52	535	119	795	119	494	445	352	372	417	737	279	685	738	848	589	606	602	41	219	287	194	262					
9	Число недействительных избирательных бюллетеней	857	24	10	12	22	26	10	28	27	40	9	2	34	20	10	20	25	21	26	19	37	13	21	27	45	5	7	3	3	16	5	0	2	14	7	26	6	15	17	11	16	9	10	4	20	16	18	16	13	21	1	5	29	6	8					
10	Число действительных избирательных бюллетеней	36069	794	1131	677	1116	1206	1185	1175	1036	1324	479	172	1274	1234	774	777	1074	910	1109	1337	1339	486	795	1071	997	455	358	122	355	362	269	80	100	568	128	867	167	535	668	444	396	533	744	329	691	746	859	584	618	596	40	236	258	200	289					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1255	20	20	20	28	30	30	30	32	37	20	20	40	50	20	25	35	20	33	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	25	20	20	20	35	20	45	20	30	20	20	20	20	20	20	20	0	20	0	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	853	16	16	14	28	30	25	30	31	33	2	0	36	44	16	25	29	12	30	16	26	7	7	10	9	20	4	3	18	8	2	1	8	17	23	13	1	11	35	4	45	20	30	9	16	11	13	14	10	10	0	6	0	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	498	8	16	11	14	29	8	19	19	2	7	2	36	12	5	0	7	7	19	17	4	4	11	6	6	5	14	2	3	9	8	3	7	13	10	12	11	12	2	7	5	5	8	6	8	7	15	9	6	17	2	5	0	4	14					
14	Число погашенных неиспользованных открепительных удостоверений	402	4	4	6	0	0	5	0	1	4	18	20	4	6	4	0	6	8	3	4	4	13	13	10	11	0	16	17	2	12	18	19	12	3	2	7	19	9	0	16	0	0	0	11	4	9	7	6	10	10	0	14	0	16	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9486	163	246	161	301	358	314	286	288	352	105	42	376	383	242	206	292	241	305	398	397	109	173	281	283	96	76	21	76	76	51	36	15	134	30	212	28	115	114	69	80	125	235	93	226	242	272	198	175	160	15	60	40	64	50					
		25.69%	19.93%	21.56%	23.37%	26.45%	29.06%	26.28%	23.77%	27.09%	25.81%	21.52%	24.14%	28.75%	30.54%	30.87%	25.85%	26.57%	25.89%	26.87%	29.35%	28.85%	21.84%	21.20%	25.59%	27.16%	20.87%	20.82%	16.80%	21.23%	20.11%	18.61%	45.00%	14.71%	23.02%	22.22%	23.74%	16.18%	20.91%	16.64%	15.16%	19.42%	23.06%	31.17%	27.93%	31.79%	31.76%	31.01%	33.00%	27.73%	25.93%	36.59%	24.90%	13.94%	31.07%	16.84%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5997	106	190	129	232	177	232	195	196	221	89	31	185	164	111	113	143	116	170	199	206	113	193	216	215	83	61	27	59	78	53	9	7	120	28	130	18	106	137	83	73	113	111	50	86	97	107	72	84	88	4	35	22	43	71					
		16.24%	12.96%	16.65%	18.72%	20.39%	14.37%	19.41%	16.21%	18.44%	16.20%	18.24%	17.82%	14.14%	13.08%	14.16%	14.18%	13.01%	12.46%	14.98%	14.68%	14.97%	22.65%	23.65%	19.67%	20.63%	18.04%	16.71%	21.60%	16.48%	20.63%	19.34%	11.25%	6.86%	20.62%	20.74%	14.56%	10.40%	19.27%	20.00%	18.24%	17.72%	20.85%	14.72%	15.02%	12.10%	12.73%	12.20%	12.00%	13.31%	14.26%	9.76%	14.52%	7.67%	20.87%	23.91%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	484	11	18	12	10	17	20	19	11	20	17	2	10	11	7	4	24	18	19	14	14	5	8	21	19	5	7	1	4	5	1	0	1	11	3	6	2	12	9	4	2	4	7	7	7	14	7	0	13	10	0	1	5	2	3					
