Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Волховская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130					
1	"Число избирателей, внесенных в списки избирателей"	72310	1481	1777	961	2653	2311	2414	2637	2354	2658	1215	348	2817	2672	1651	1584	2264	1766	2227	2556	2734	116	1079	1857	2161	2223	573	723	169	685	137	449	138	603	1186	175	1746	428	855	1005	763	753	932	1485	623	1347	1512	1311	1293	1593	967	351	69	458	287	417	299	462					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	63251	1300	1500	800	2300	2000	2100	2300	2100	2300	1000	300	2500	2300	1400	1400	2000	1500	2000	2300	2400	118	930	1600	2000	2000	450	600	155	600	133	370	141	500	1000	164	1500	350	750	850	650	700	850	1300	550	1200	1300	1200	1100	1400	800	300	200	400	287	300	303	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	38432	760	1127	554	1173	1270	1179	1330	1093	1439	299	158	1370	1411	908	846	1192	1044	1283	1538	1482	92	455	897	1181	1183	323	337	108	419	67	253	59	309	736	108	1016	227	568	531	467	443	484	783	227	711	806	759	618	807	443	186	69	217	285	241	264	297					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3441	115	216	221	34	37	45	37	26	23	210	40	35	43	33	36	46	17	63	24	26	2	82	37	70	50	65	95	34	117	47	102	76	71	69	27	114	28	82	275	116	58	151	16	88	34	19	25	27	16	9	6	0	27	0	17	0	62					
6	Число погашенных избирательных бюллетеней	21366	425	157	25	1093	693	876	933	981	838	491	102	1095	846	459	518	762	439	654	738	892	24	383	666	749	767	62	168	13	64	19	15	6	120	195	29	369	95	100	44	67	199	215	501	235	455	474	416	455	577	348	108	131	156	2	42	39	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3451	115	216	221	34	37	45	37	26	23	210	40	35	43	33	36	46	17	63	24	26	2	92	37	70	50	65	95	34	117	47	102	76	71	69	27	114	28	82	275	116	58	151	16	88	34	19	25	27	16	9	6	0	27	0	17	0	62					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38429	760	1127	554	1173	1270	1179	1330	1093	1439	299	158	1369	1411	908	846	1190	1044	1283	1538	1482	92	455	897	1181	1183	323	337	108	419	67	253	59	309	736	108	1016	227	568	531	467	443	484	783	227	711	806	759	618	807	443	186	69	217	285	241	264	297					
9	Число недействительных избирательных бюллетеней	362	5	6	5	19	8	7	14	9	6	4	0	15	11	13	5	5	15	7	11	15	0	4	12	7	6	3	4	0	4	1	0	0	4	5	0	8	0	2	3	6	3	8	8	1	6	12	9	6	17	7	3	1	0	21	5	4	2					
10	Число действительных избирательных бюллетеней	41518	870	1337	770	1188	1299	1217	1353	1110	1456	505	198	1389	1443	928	877	1231	1046	1339	1551	1493	94	543	922	1244	1227	385	428	142	532	113	355	135	376	800	135	1122	255	648	803	577	498	627	791	314	739	813	775	639	806	445	189	68	244	264	253	260	357					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1339	30	20	40	30	36	35	45	30	36	30	3	30	30	15	28	30	30	32	38	30	0	25	30	40	40	15	20	5	25	5	10	5	15	25	15	35	10	10	20	10	52	15	30	20	40	30	30	30	30	30	20	0	20	0	15	0	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1051	19	20	34	17	34	32	28	30	36	9	1	29	29	13	28	27	18	32	38	29	0	16	30	39	20	15	20	3	25	1	7	5	14	22	14	29	7	10	20	10	52	15	14	16	36	20	14	17	11	13	8	0	2	0	4	0	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	677	14	11	10	12	39	7	22	21	17	12	7	18	31	17	6	8	11	14	15	6	0	11	19	5	8	8	15	11	10	5	7	6	4	38	19	18	18	8	6	6	11	6	10	7	9	5	24	10	10	11	8	23	11	0	7	0	5					
14	Число погашенных неиспользованных открепительных удостоверений	288	11	0	6	13	2	3	17	0	0	21	2	1	1	2	0	3	12	0	0	1	0	9	0	1	20	0	0	2	0	4	3	0	1	3	1	6	3	0	0	0	0	0	16	4	4	10	16	13	19	17	12	0	18	0	11	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	2	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	891	19	42	17	22	26	28	29	28	20	9	2	27	29	27	17	21	24	25	38	30	1	5	13	26	26	6	12	3	9	2	8	3	4	24	1	26	12	36	38	12	7	10	21	5	15	16	8	13	7	14	4	1	7	6	1	5	4					
		2.13%	2.17%	3.13%	2.19%	1.82%	1.99%	2.29%	2.12%	2.50%	1.37%	1.77%	1.01%	1.92%	1.99%	2.87%	1.93%	1.70%	2.26%	1.86%	2.43%	1.99%	1.06%	0.91%	1.39%	2.08%	2.11%	1.55%	2.78%	2.11%	1.68%	1.75%	2.25%	2.22%	1.05%	2.98%	0.74%	2.30%	4.71%	5.54%	4.71%	2.06%	1.40%	1.57%	2.63%	1.59%	2.01%	1.94%	1.02%	2.02%	0.85%	3.10%	2.08%	1.45%	2.87%	2.11%	0.39%	1.89%	1.11%					
