Выборы Президента Российской Федерации																																																																																																					
Дата голосования: 04.03.2012																																																																																																					
																																																																																																					
Наименование Избирательной комиссии:    Борская																																																																																																					
																																																																																																					
Сводная таблица итогов голосования																																																																																																					
																																																																																																					
	Число участковых избирательных комиссий	90																																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	90																																																																																																			
																																																																																																					
		Сумма	УИК №191	УИК №246	УИК №247	УИК №293	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №403	УИК №774	УИК №806	УИК №807	УИК №808	УИК №963	УИК №964	УИК №2501									
1	Число избирателей, включенных в список избирателей	99477	1310	1007	1254	1234	1464	1349	1387	1402	1477	1582	1549	1518	1389	1303	1325	1235	1149	1124	1383	1375	1234	1253	1309	1293	1380	925	1302	1520	1299	1231	1154	1133	1381	250	430	1211	1331	1123	1450	1333	998	1265	1704	1047	675	909	1085	1144	1084	729	279	968	963	921	1229	1477	1203	941	567	1014	1018	1243	1474	505	593	1661	1715	275	964	696	690	312	624	1506	1736	1227	502	418	510	670	719	1370	991	994	1210	1096	1425	1061	1135	577									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	94400	1200	950	1200	1100	1400	1300	1300	1350	1400	1500	1450	1450	1300	1300	1250	1150	1050	950	1300	1300	1100	1200	1200	1200	1300	850	1250	1450	1200	1150	1050	1100	1350	250	450	1100	1100	1000	1450	1250	950	1200	1650	950	650	900	1000	1000	1100	700	300	950	950	900	1100	1350	1100	900	550	1000	1000	1200	1400	500	550	1550	1600	250	950	750	750	300	700	1400	1650	1200	500	400	550	650	700	1300	900	950	1100	1000	1350	1000	1100	750									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	53518	779	613	803	895	922	745	940	826	830	1039	841	918	769	646	777	596	601	527	885	793	931	686	862	717	791	516	781	977	790	730	660	590	830	137	295	738	567	458	1037	819	654	578	930	564	224	154	463	557	474	190	91	441	489	421	454	743	301	494	282	404	291	497	738	263	282	758	752	112	501	287	365	167	363	1013	959	536	168	137	268	302	443	657	658	455	821	590	707	645	646	572									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	14916	69	135	78	151	80	211	60	75	60	100	63	142	145	340	126	120	264	284	112	128	150	205	66	176	164	164	158	107	73	130	184	162	118	113	104	103	154	64	125	66	55	141	268	213	215	601	181	275	213	278	123	205	198	276	202	193	428	245	139	215	289	238	425	80	42	306	355	125	148	254	152	87	42	96	117	383	201	207	156	67	63	155	40	109	146	120	131	162	222	5									
6	Число погашенных избирательных бюллетеней	25966	352	202	319	54	398	344	300	449	510	361	546	390	386	314	347	434	185	139	303	379	19	309	272	307	345	170	311	366	337	290	206	348	402	0	51	259	379	478	288	365	241	481	452	173	211	145	356	168	413	232	86	304	263	203	444	414	371	161	129	381	420	465	237	157	226	486	493	13	301	209	233	46	295	291	574	281	131	56	126	281	194	488	202	386	133	290	512	193	232	173									
