Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Губахинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925					
1	"Число избирателей, внесенных в список избирателей"	30483	1619	1976	1286	1322	1625	1592	2157	2204	2104	2295	408	1604	1934	1990	600	920	1807	378	832	306	170	280	733	275	66					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31370	1560	1920	1280	1310	1610	1610	2100	2150	2150	2320	420	1620	2100	2350	700	950	2060	420	850	320	120	370	750	270	60					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14617	613	951	488	611	761	770	996	1135	1007	1155	206	791	1080	1218	200	340	934	139	271	153	96	160	403	103	36					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1420	105	121	62	74	69	55	116	43	42	45	46	43	71	41	82	55	150	43	55	15	6	7	51	18	5					
6	Число погашенных избирательных бюллетеней	15333	842	848	730	625	780	785	988	972	1101	1120	168	786	949	1091	418	555	976	238	524	152	18	203	296	149	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1420	105	121	62	74	69	55	116	43	42	45	46	43	71	41	82	55	150	43	55	15	6	7	51	18	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14613	613	951	488	610	761	770	996	1135	1007	1154	206	791	1080	1217	200	340	934	139	271	152	96	160	403	103	36					
9	Число недействительных избирательных бюллетеней	315	17	17	13	10	25	23	17	17	19	21	4	12	32	23	4	9	17	2	10	6	3	3	9	2	0					
10	Число действительных избирательных бюллетеней	15718	701	1055	537	674	805	802	1095	1161	1030	1178	248	822	1119	1235	278	386	1067	180	316	161	99	164	445	119	41					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	676	35	40	25	30	35	35	45	40	45	48	10	35	45	50	15	20	45	10	20	8	5	10	15	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	333	5	22	12	13	8	9	13	33	20	30	3	24	25	28	9	14	22	3	3	4	0	10	15	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	242	5	9	6	8	4	13	5	16	0	6	3	4	1	10	5	6	6	3	5	10	46	54	12	2	3					
