Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Усть-Куломская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679					
1	"Число избирателей, внесенных в списки"	21882	231	647	502	312	372	487	1408	148	399	1906	1020	1093	1003	657	256	352	175	195	1367	270	552	592	113	104	167	107	205	460	369	906	531	309	297	153	518	500	213	1312	449	396	200	378	251					
2	"Число бюллетеней, полученных участковыми комиссиями"	22466	220	640	490	310	380	490	1370	220	420	1900	1000	1080	1000	1240	250	350	176	193	1330	260	530	580	112	105	168	111	370	450	360	930	520	300	290	154	510	500	210	1300	450	390	197	380	230					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	108	0	3	0	0	0	0	0	0	45	0	0	4	0	0	0	10	5	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10905	144	313	204	190	168	183	596	137	181	798	480	446	405	573	142	212	104	95	567	164	289	357	79	64	95	53	196	237	209	447	215	151	175	90	237	258	146	570	226	235	131	180	163					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1264	15	74	68	9	41	41	22	11	9	23	4	18	112	84	6	14	15	27	70	18	22	16	0	2	2	2	9	49	11	17	70	20	21	13	58	58	7	132	33	15	7	10	9					
6	Число погашенных бюллетеней	10189	61	250	218	111	171	266	752	72	185	1079	516	612	483	583	102	114	52	71	655	78	219	207	33	39	71	56	165	164	140	466	235	129	94	51	215	184	57	598	191	137	59	190	58					
7	Число бюллетеней в переносных ящиках для голосования	1372	15	77	68	9	41	41	22	11	54	23	4	22	112	84	6	24	20	27	108	18	22	16	0	2	2	2	9	49	11	17	70	20	21	13	58	58	7	132	33	18	7	10	9					
8	Число бюллетеней в стационарных ящиках для голосования	10905	144	313	204	190	168	183	596	137	181	798	480	446	405	573	142	212	104	95	567	164	289	357	79	64	95	53	196	237	209	447	215	151	175	90	237	258	146	570	226	235	131	180	163					
9	Число недействительных бюллетеней	278	5	8	7	3	3	9	9	9	4	10	16	7	19	12	2	5	6	5	21	3	4	21	4	3	2	0	2	4	8	14	7	1	6	1	3	4	6	5	6	0	6	6	2					
10	Число действительных бюллетеней	11999	154	382	265	196	206	215	609	139	231	811	468	461	498	645	146	231	118	117	654	179	307	352	75	63	95	55	203	282	212	450	278	170	190	102	292	312	147	697	253	253	132	184	170					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	216	2	2	2	2	2	3	10	2	2	25	20	20	6	6	4	2	2	2	6	3	3	4	2	2	2	2	8	4	3	6	4	2	3	3	5	3	2	15	3	3	3	8	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	94	0	2	0	0	1	1	5	0	2	22	7	7	1	6	0	2	0	0	5	0	0	3	1	0	0	1	4	0	0	4	2	0	0	0	0	0	0	9	0	0	1	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	83	0	0	2	1	1	0	8	3	3	2	8	0	1	3	1	1	1	1	2	2	1	3	3	1	1	0	2	1	4	3	4	1	4	1	0	1	0	6	0	1	2	1	3					
