Выборы Президента Российской Федерации																																																								
																																																								
"Наименование Избирательной комиссии:    Ижевск, Ленинская"																																																								
																																																								
Итоги голосования 																																																								
																																																								
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249					
1	"Число избирателей, внесенных в список"	90208	1431	2234	2657	2762	2379	2897	2094	1020	1811	1968	2524	1648	2714	1914	2898	2502	1099	1939	1688	2372	2197	1937	2108	1962	1441	2134	2692	2272	2151	2762	292	2567	2617	1769	1039	2653	2917	75	93	80	112	913	327	1982	2447	2232	1814	1250	822					
2	Число полученных избирательных бюллетеней	76562	1000	2000	2500	2500	2000	2500	1500	800	1500	1500	2000	1500	2500	1500	2500	2000	1000	1500	1500	2000	2000	1500	1600	1500	1200	2000	2500	2000	2000	2500	260	2000	2000	1500	800	2500	2500	70	100	100	112	900	320	1500	2000	2000	1500	1000	800					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	52631	955	1280	1484	1442	1340	1655	1231	502	1006	1075	1447	982	1357	1066	1547	1426	564	1244	1061	1351	1289	1277	1265	1259	924	1412	1731	1353	1205	1707	134	1249	1577	1027	532	1360	1739	34	93	80	112	460	320	1181	1602	1447	1043	746	458					
5	"Число избирательных бюллетеней, выданных вне помещения"	1283	15	43	47	26	29	34	57	29	20	54	51	56	27	22	46	43	53	26	9	21	25	33	19	14	17	28	16	15	19	16	26	14	29	25	22	36	19	23	0	0	0	40	0	51	13	9	15	14	37					
6	Число погашенных избирательных бюллетеней	22648	30	677	969	1032	631	811	212	269	474	371	502	462	1116	412	907	531	383	230	430	628	686	190	316	227	259	560	753	632	776	777	100	737	394	448	246	1104	742	13	7	20	0	400	0	268	385	544	442	240	305					
7	Число избирательных бюллетеней в переносных ящиках	1283	15	43	47	26	29	34	57	29	20	54	51	56	27	22	46	43	53	26	9	21	25	33	19	14	17	28	16	15	19	16	26	14	29	25	22	36	19	23	0	0	0	40	0	51	13	9	15	14	37					
8	Число бюллетеней в стационарных ящиках для голосования	52624	955	1278	1484	1442	1340	1655	1231	502	1006	1075	1447	982	1357	1066	1547	1426	564	1244	1061	1351	1289	1277	1265	1259	922	1412	1731	1353	1205	1704	134	1249	1577	1027	532	1360	1739	34	93	80	112	460	320	1181	1602	1447	1043	746	458					
9	Число недействительных избирательных бюллетеней	585	6	11	0	23	13	20	25	6	11	21	21	2	23	6	19	11	2	17	17	7	26	19	15	13	7	17	6	11	13	8	0	18	14	19	5	19	23	1	2	2	0	7	10	6	11	19	11	12	10					
10	Число действительных избирательных бюллетеней	53322	964	1310	1531	1445	1356	1669	1263	525	1015	1108	1477	1036	1361	1082	1574	1458	615	1253	1053	1365	1288	1291	1269	1260	932	1423	1741	1357	1211	1712	160	1245	1592	1033	549	1377	1735	56	91	78	112	493	310	1226	1604	1437	1047	748	485					
