Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Пристенского района																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901					
1	"Число избирателей, внесенных в списки избирателей"	15159	733	142	433	307	217	269	155	518	302	402	314	204	473	370	237	322	519	187	598	412	252	337	224	211	1517	1016	1411	1826	1251					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13883	682	132	410	284	197	248	138	459	285	375	282	184	377	340	212	298	483	168	551	374	257	326	207	196	1378	919	1292	1678	1151					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7529	430	94	198	142	140	142	81	207	171	142	147	90	231	239	150	226	229	114	273	195	143	147	119	110	618	458	690	951	652					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2148	92	17	72	95	43	77	45	107	77	119	104	42	76	84	35	41	91	32	151	81	59	62	56	59	137	102	62	88	42					
6	Число погашенных избирательных бюллетеней	4206	160	21	140	47	14	29	12	145	37	114	31	52	70	17	27	31	163	22	127	98	55	117	32	27	623	359	540	639	457					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2148	92	17	72	95	43	77	45	107	77	119	104	42	76	84	35	41	91	32	151	81	59	62	56	59	137	102	62	88	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7529	430	94	198	142	140	142	81	207	171	142	147	90	231	239	150	226	229	114	273	195	143	147	119	110	618	458	690	951	652					
9	Число недействительных избирательных бюллетеней	69	1	1	1	1	0	4	0	4	2	2	0	0	2	4	4	4	4	0	3	3	1	4	0	0	5	3	4	7	5					
10	Число действительных избирательных бюллетеней	9608	521	110	269	236	183	215	126	310	246	259	251	132	305	319	181	263	316	146	421	273	201	205	175	169	750	557	748	1032	689					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	361	14	2	6	10	2	3	3	5	10	11	3	2	19	4	2	6	15	2	6	4	38	24	2	11	25	20	34	55	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	302	14	0	4	9	0	3	1	5	10	11	0	1	13	4	1	6	15	1	6	1	35	19	1	9	12	20	27	55	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	93	4	1	2	5	2	2	6	4	4	1	0	1	1	2	5	3	2	1	2	2	3	3	1	3	5	2	4	14	8					
14	Число погашенных неиспользованных открепительных удостоверений	59	0	2	2	1	2	0	2	0	0	0	3	1	6	0	1	0	0	1	0	3	3	5	1	2	13	0	7	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	172	7	1	11	5	0	7	9	14	3	2	1	4	3	1	4	2	2	2	4	4	9	5	1	0	12	7	16	22	14					
		1.78%	1.34%	0.90%	4.07%	2.11%	0.00%	3.20%	7.14%	4.46%	1.21%	0.77%	0.40%	3.03%	0.98%	0.31%	2.16%	0.75%	0.63%	1.37%	0.94%	1.45%	4.46%	2.39%	0.57%	0.00%	1.59%	1.25%	2.13%	2.12%	2.02%					
19	2.Всероссийская политическая партия «Гражданская Сила»	29	1	1	1	1	0	0	1	5	0	0	0	0	3	1	1	0	0	1	0	3	0	0	0	0	1	0	1	1	7					
		0.30%	0.19%	0.90%	0.37%	0.42%	0.00%	0.00%	0.79%	1.59%	0.00%	0.00%	0.00%	0.00%	0.98%	0.31%	0.54%	0.00%	0.00%	0.68%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.13%	0.10%	1.01%					
20	3.Политическая партия «Демократическая партия России»	17	1	0	2	1	0	0	0	0	4	0	0	0	0	1	0	3	1	0	0	0	0	1	0	0	0	1	0	2	0					
		0.18%	0.19%	0.00%	0.74%	0.42%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	1.12%	0.31%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.18%	0.00%	0.19%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	792	72	4	22	10	25	10	12	30	28	13	13	13	21	9	7	17	28	8	22	21	12	13	8	9	72	55	59	120	59					
		8.18%	13.79%	3.60%	8.15%	4.22%	13.66%	4.57%	9.52%	9.55%	11.29%	4.98%	5.18%	9.85%	6.84%	2.79%	3.78%	6.37%	8.75%	5.48%	5.19%	7.61%	5.94%	6.22%	4.57%	5.33%	9.54%	9.82%	7.85%	11.55%	8.50%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	1	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	5	1					
		0.18%	0.19%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.13%	0.00%	0.13%	0.48%	0.14%					
23	6.Политическая партия «Партия социальной справедливости»	26	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	2	0	0	1	0	0	1	0	12	2	3					
		0.27%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.37%	0.00%	0.68%	0.47%	0.00%	0.00%	0.48%	0.00%	0.00%	0.13%	0.00%	1.60%	0.19%	0.43%					
24	7.Политическая партия «Либерально-демократическая партия России»	671	32	6	27	19	11	9	3	14	13	11	21	7	35	19	8	16	22	7	25	19	17	8	10	17	55	27	58	88	67					
		6.93%	6.13%	5.41%	10.00%	8.02%	6.01%	4.11%	2.38%	4.46%	5.24%	4.21%	8.37%	5.30%	11.40%	5.88%	4.32%	5.99%	6.88%	4.79%	5.90%	6.88%	8.42%	3.83%	5.71%	10.06%	7.28%	4.82%	7.71%	8.47%	9.65%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1051	59	12	45	43	10	17	16	31	29	25	76	7	27	19	16	20	44	8	31	22	21	13	13	7	102	61	41	144	92					
		10.86%	11.30%	10.81%	16.67%	18.14%	5.46%	7.76%	12.70%	9.87%	11.69%	9.58%	30.28%	5.30%	8.79%	5.88%	8.65%	7.49%	13.75%	5.48%	7.31%	7.97%	10.40%	6.22%	7.43%	4.14%	13.51%	10.89%	5.45%	13.86%	13.26%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	46	5	0	0	2	0	1	0	1	0	2	1	1	2	4	0	0	3	0	3	1	1	0	0	1	1	2	1	5	9					
		0.48%	0.96%	0.00%	0.00%	0.84%	0.00%	0.46%	0.00%	0.32%	0.00%	0.77%	0.40%	0.76%	0.65%	1.24%	0.00%	0.00%	0.94%	0.00%	0.71%	0.36%	0.50%	0.00%	0.00%	0.59%	0.13%	0.36%	0.13%	0.48%	1.30%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6760	341	86	157	154	137	170	84	214	167	203	139	99	214	264	145	204	216	119	333	201	137	163	143	133	502	402	558	638	437					
		69.86%	65.33%	77.48%	58.15%	64.98%	74.86%	77.63%	66.67%	68.15%	67.34%	77.78%	55.38%	75.00%	69.71%	81.73%	78.38%	76.40%	67.50%	81.51%	78.54%	72.83%	67.82%	77.99%	81.71%	78.70%	66.49%	71.79%	74.20%	61.41%	62.97%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	27	1	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	2	2	1	0	2	3	2	1	5	0					
		0.28%	0.19%	0.00%	0.37%	0.42%	0.00%	0.46%	0.79%	0.00%	0.40%	0.38%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.24%	0.72%	0.99%	0.48%	0.00%	1.18%	0.40%	0.36%	0.13%	0.48%	0.00%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
