Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Кунгурская городская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	48302	1797	1413	1250	261	1792	2045	1327	1289	1633	2522	1883	1651	1460	1187	1629	1055	1451	1520	1566	1387	1566	1473	1721	835	1246	1105	1305	1471	1163	1217	755	1841	2124	362									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	48510	1820	1430	1270	260	1810	2050	1340	1290	1640	2570	1900	1680	1480	1200	1660	1070	1450	1520	1580	1400	1580	1490	1740	730	1250	1090	1330	1460	1170	1230	720	1860	2070	370									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	17880	669	569	502	101	573	866	370	477	525	1117	806	638	610	491	466	451	470	534	663	499	491	567	646	243	387	461	480	572	386	411	258	511	924	146									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	581	9	6	6	3	36	15	11	7	9	40	20	18	19	14	18	16	13	13	18	9	16	8	7	104	14	18	18	28	4	8	9	18	26	3									
6	Число погашенных избирательных бюллетеней	30049	1142	855	762	156	1201	1169	959	806	1106	1413	1074	1024	851	695	1176	603	967	973	899	892	1073	915	1087	383	849	611	832	860	780	811	453	1331	1120	221									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	581	9	6	6	3	36	15	11	7	9	40	20	18	19	14	18	16	13	13	18	9	16	8	7	104	14	18	18	28	4	8	9	18	26	3									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	17877	669	569	502	101	573	866	370	477	525	1117	805	638	610	491	466	449	470	534	663	499	491	567	646	243	387	461	480	572	386	411	258	511	924	146									
9	Число недействительных избирательных бюллетеней	789	44	21	33	10	34	35	17	15	22	37	48	34	24	18	20	13	31	13	38	22	18	33	18	7	13	17	28	17	15	19	6	19	41	9									
10	Число действительных избирательных бюллетеней	17669	634	554	475	94	575	846	364	469	512	1120	777	622	605	487	464	452	452	534	643	486	489	542	635	340	388	462	470	583	375	400	261	510	909	140									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1000	40	30	25	10	35	45	30	25	35	50	35	35	25	20	35	20	30	35	35	25	35	30	40	15	25	20	25	30	20	25	15	40	45	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	600	18	27	21	0	25	29	16	16	19	42	32	31	25	14	14	18	13	8	23	19	18	17	20	7	14	12	21	17	12	11	6	13	18	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	364	10	25	7	6	14	9	2	17	7	8	17	7	7	7	4	8	13	9	17	3	8	10	19	7	16	6	4	24	8	4	36	9	12	4									
14	Число погашенных неиспользованных открепительных удостоверений	400	22	3	4	10	10	16	14	9	16	8	3	4	0	6	21	2	17	27	12	6	17	13	20	8	11	8	4	13	8	14	9	27	27	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	1	0	1	0	0	1	0	2	1	1	4	4	1	2	2	1	1	2	1	0	1	6	0	1	5	2	2	1	2	4	1	0	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	203	14	5	9	1	4	7	6	3	9	12	6	5	5	5	4	3	11	6	15	7	5	3	3	11	5	6	4	7	4	3	4	5	6	0									
		1.10%	2.06%	0.87%	1.77%	0.96%	0.66%	0.79%	1.57%	0.62%	1.69%	1.04%	0.73%	0.76%	0.79%	0.99%	0.83%	0.65%	2.28%	1.10%	2.20%	1.38%	0.99%	0.52%	0.46%	3.17%	1.25%	1.25%	0.80%	1.17%	1.03%	0.72%	1.50%	0.95%	0.63%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	499	28	14	12	1	16	33	6	12	5	26	24	11	19	13	9	11	14	13	21	13	10	17	16	13	10	15	15	17	18	13	5	11	33	5									
		2.70%	4.13%	2.43%	2.36%	0.96%	2.63%	3.75%	1.57%	2.48%	0.94%	2.25%	2.91%	1.68%	3.02%	2.57%	1.86%	2.37%	2.90%	2.38%	3.08%	2.56%	1.97%	2.96%	2.45%	3.75%	2.49%	3.13%	3.01%	2.83%	4.62%	3.10%	1.87%	2.08%	3.47%	3.36%									
