Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Большеулуйская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №736	УИК №737	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №2268					
1	"Число избирателей, внесенных в список избирателей"	6389	267	109	1931	422	153	428	111	200	164	139	514	144	277	119	71	72	197	64	921	86					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6366	269	106	1922	435	153	428	110	197	160	140	521	149	274	117	70	69	198	61	897	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3720	178	79	1098	242	103	215	78	118	76	94	295	73	146	86	31	55	124	45	517	67					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	446	8	1	65	30	20	24	7	14	40	6	26	27	39	1	15	4	23	9	85	2					
6	Число погашенных избирательных бюллетеней	2200	83	26	759	163	30	189	25	65	44	40	200	49	89	30	24	10	51	7	295	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	446	8	1	65	30	20	24	7	14	40	6	26	27	39	1	15	4	23	9	85	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3720	178	79	1098	242	103	215	78	118	76	94	295	73	146	86	31	55	124	45	517	67					
9	Число недействительных избирательных бюллетеней	79	2	2	31	4	1	7	2	0	5	1	4	4	2	1	2	1	2	0	6	2					
10	Число действительных избирательных бюллетеней	4087	184	78	1132	268	122	232	83	132	111	99	317	96	183	86	44	58	145	54	596	67					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	132	5	6	35	8	3	8	2	3	3	3	5	3	4	3	2	2	3	2	30	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	59	3	4	19	8	0	0	2	0	1	1	5	0	1	0	0	0	2	0	12	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	2	3	8	2	3	0	4	5	2	3	3	3	3	4	3	2	4	3	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	73	2	2	16	0	3	8	0	3	2	2	0	3	3	3	2	2	1	2	18	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	895	35	14	282	58	9	52	20	31	30	14	55	27	43	14	6	12	35	6	136	16					
		21.48%	18.82%	17.50%	24.25%	21.32%	7.32%	21.76%	23.53%	23.48%	25.86%	14.00%	17.13%	27.00%	23.24%	16.09%	13.04%	20.34%	23.81%	11.11%	22.59%	23.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	657	25	6	162	36	9	34	9	19	21	13	69	19	34	21	10	22	33	1	100	14					
		15.77%	13.44%	7.50%	13.93%	13.24%	7.32%	14.23%	10.59%	14.39%	18.10%	13.00%	21.50%	19.00%	18.38%	24.14%	21.74%	37.29%	22.45%	1.85%	16.61%	20.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	1	1	9	4	3	0	0	0	2	2	4	1	2	2	0	1	1	0	10	1					
		1.06%	0.54%	1.25%	0.77%	1.47%	2.44%	0.00%	0.00%	0.00%	1.72%	2.00%	1.25%	1.00%	1.08%	2.30%	0.00%	1.69%	0.68%	0.00%	1.66%	1.45%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	836	46	20	219	55	36	57	6	32	10	29	97	23	33	15	6	5	23	4	107	13					
		20.07%	24.73%	25.00%	18.83%	20.22%	29.27%	23.85%	7.06%	24.24%	8.62%	29.00%	30.22%	23.00%	17.84%	17.24%	13.04%	8.47%	15.65%	7.41%	17.77%	18.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	2	0	18	5	1	4	1	1	0	0	0	1	5	1	1	1	0	0	5	2					
		1.15%	1.08%	0.00%	1.55%	1.84%	0.81%	1.67%	1.18%	0.76%	0.00%	0.00%	0.00%	1.00%	2.70%	1.15%	2.17%	1.69%	0.00%	0.00%	0.83%	2.90%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1577	73	36	430	109	64	84	47	47	47	40	90	24	66	33	21	16	53	42	234	21					
		37.85%	39.25%	45.00%	36.97%	40.07%	52.03%	35.15%	55.29%	35.61%	40.52%	40.00%	28.04%	24.00%	35.68%	37.93%	45.65%	27.12%	36.05%	77.78%	38.87%	30.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	30	2	1	12	1	0	1	0	2	1	1	2	1	0	0	0	1	0	1	4	0					
		0.72%	1.08%	1.25%	1.03%	0.37%	0.00%	0.42%	0.00%	1.52%	0.86%	1.00%	0.62%	1.00%	0.00%	0.00%	0.00%	1.69%	0.00%	1.85%	0.66%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
