Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Троснянская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695					
1	"Число избирателей, внесенных в списки"	9369	2053	122	182	124	513	127	769	253	346	128	387	270	164	130	446	467	492	177	737	242	381	92	444	323					
2	"Число бюллетеней, полученных участковыми комиссиями"	9477	2055	126	188	130	511	121	775	253	357	135	392	270	168	131	453	486	519	183	731	242	385	95	447	324					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8097	1566	119	149	117	423	121	511	242	291	118	365	258	144	107	417	446	442	176	687	241	371	77	410	299					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	418	60	2	28	4	65	0	70	5	36	6	12	0	6	13	5	13	41	0	23	0	0	0	29	0					
6	Число погашенных бюллетеней	962	429	5	11	9	23	0	194	6	30	11	15	12	18	11	31	27	36	7	21	1	14	18	8	25					
7	Число бюллетеней в переносных ящиках для голосования	418	60	2	28	4	65	0	70	5	36	6	12	0	6	13	5	13	41	0	23	0	0	0	29	0					
8	Число бюллетеней в стационарных ящиках для голосования	8097	1566	119	149	117	423	121	511	242	291	118	365	258	144	107	417	446	442	176	687	241	371	77	410	299					
9	Число недействительных бюллетеней	135	12	4	0	0	18	8	5	2	0	0	3	0	0	1	0	1	19	6	3	4	12	0	34	3					
10	Число действительных бюллетеней	8380	1614	117	177	121	470	113	576	245	327	124	374	258	150	119	422	458	464	170	707	237	359	77	405	296					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	47	3	4	4	6	2	8	4	4	2	5	5	3	2	7	7	7	3	8	3	5	2	5	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	75	43	0	0	1	2	0	1	1	0	1	1	2	3	1	2	6	3	1	1	2	3	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	71	24	5	3	0	1	1	3	2	1	0	2	1	2	2	3	4	4	2	4	1	1	2	1	2					
