Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Вяземская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №801	УИК №802	УИК №803	УИК №804									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18378	123	195	540	132	111	435	265	563	663	311	645	462	186	1234	414	120	313	167	1355	764	863	606	769	765	469	252	828	1370	403	842	1385	828									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18782	119	233	554	129	195	445	289	581	685	330	656	479	191	1239	429	118	320	178	1366	778	849	613	784	768	476	261	836	1392	401	858	1393	837									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6897	81	101	239	69	105	169	109	283	286	175	211	174	96	407	213	35	115	132	397	212	274	226	348	227	135	115	405	614	94	245	367	238									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	565	5	14	14	3	6	11	7	19	20	8	19	11	5	59	15	0	16	7	54	29	41	15	12	22	10	4	19	30	11	18	26	35									
6	Число погашенных избирательных бюллетеней	11320	33	118	301	57	84	265	173	279	379	147	426	294	90	773	201	83	189	39	915	537	534	372	424	519	331	142	412	748	296	595	1000	564									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	565	5	14	14	3	6	11	7	19	20	8	19	11	5	59	15	0	16	7	54	29	41	15	12	22	10	4	19	30	11	18	26	35									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6897	81	101	239	69	105	169	109	283	286	175	211	174	96	407	213	35	115	132	397	212	274	226	348	227	135	115	405	614	94	245	367	238									
9	Число недействительных избирательных бюллетеней	215	3	3	4	1	4	5	2	6	18	5	3	4	4	16	2	1	0	7	11	2	4	3	9	12	3	2	14	23	4	7	16	17									
10	Число действительных избирательных бюллетеней	7247	83	112	249	71	107	175	114	296	288	178	227	181	97	450	226	34	131	132	440	239	311	238	351	237	142	117	410	621	101	256	377	256									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	615	15	40	20	15	15	20	15	20	20	20	20	20	15	20	20	15	15	20	20	20	20	15	15	20	20	20	20	20	20	20	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	278	2	40	8	3	6	20	15	14	20	15	8	4	15	2	20	1	9	20	1	1	3	6	7	0	0	5	3	14	2	3	3	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	108	3	2	2	2	7	4	3	1	5	1	1	2	7	4	0	3	4	3	2	1	4	3	6	1	1	3	15	6	2	6	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	337	13	0	12	12	9	0	0	6	0	5	12	16	0	18	0	14	6	0	19	19	17	9	8	20	20	15	17	6	18	17	17	12									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	60	1	0	2	0	0	0	0	1	1	2	0	2	2	1	0	0	0	1	2	5	4	0	4	4	1	4	7	8	2	3	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	64	0	0	0	1	0	0	0	1	5	1	4	0	0	3	2	0	2	1	8	8	4	0	4	4	0	0	2	7	0	2	2	3									
		0.86%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	0.33%	1.63%	0.55%	1.74%	0.00%	0.00%	0.64%	0.88%	0.00%	1.53%	0.72%	1.77%	3.32%	1.27%	0.00%	1.11%	1.61%	0.00%	0.00%	0.47%	1.09%	0.00%	0.76%	0.51%	1.10%									
