Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Ленинградская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	49934	1900	1679	1562	2531	2387	2141	1279	1279	1904	1108	1888	1346	2500	1906	2024	2086	527	287	264	838	2511	970	1021	451	1401	1391	1846	842	1556	1282	140	1261	1337	1479	1010									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44820	1700	1500	1400	2200	2100	1700	1100	1100	1700	1000	1700	1200	2200	1700	1700	1750	500	280	270	800	2300	950	1000	440	1300	1300	1650	800	1400	1200	130	1150	1250	1400	950									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	22050	730	678	565	1239	1211	899	496	460	940	515	824	542	811	1023	942	935	343	151	122	417	1049	522	485	199	571	500	671	527	553	470	69	807	642	662	480									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3761	149	104	104	182	75	109	130	88	198	58	67	78	116	49	66	160	66	27	55	91	434	60	52	59	137	93	153	76	155	143	22	40	121	133	111									
6	Число погашенных избирательных бюллетеней	19009	821	718	731	779	814	692	474	552	562	427	809	580	1273	628	692	655	91	102	93	292	817	368	463	182	592	707	826	197	692	587	39	303	487	605	359									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3761	149	104	104	182	75	109	130	88	198	58	67	78	116	49	66	160	66	27	55	91	434	60	52	59	137	93	153	76	155	143	22	40	121	133	111									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	22048	730	678	565	1239	1211	899	496	460	940	515	824	542	811	1023	942	935	343	151	122	417	1049	522	485	199	571	500	671	527	553	470	69	807	642	662	478									
9	Число недействительных избирательных бюллетеней	421	17	11	12	14	28	25	0	9	15	4	18	12	34	18	15	15	8	2	2	14	37	15	7	3	8	9	13	10	10	9	0	3	2	13	9									
10	Число действительных избирательных бюллетеней	25388	862	771	657	1407	1258	983	626	539	1123	569	873	608	893	1054	993	1080	401	176	175	494	1446	567	530	255	700	584	811	593	698	604	91	844	761	782	580									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	555	20	20	10	20	25	15	10	10	15	15	25	10	15	15	20	15	2	10	10	10	20	35	10	5	20	20	30	20	15	15	10	10	20	18	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	487	20	15	8	13	21	15	7	10	15	13	22	7	14	15	20	12	0	10	10	7	20	35	10	5	19	20	30	20	15	15	10	10	10	14	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	200	17	6	6	4	7	4	15	7	5	11	7	4	7	6	9	13	3	5	0	2	5	2	3	3	3	7	7	5	5	5	3	5	1	3	5									
14	Число погашенных неиспользованных открепительных удостоверений	68	0	5	2	7	4	0	3	0	0	2	3	3	1	0	0	3	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	10	4	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	141	8	12	4	4	2	1	2	5	1	6	10	5	2	7	2	12	0	0	0	6	4	3	3	0	5	2	5	4	3	5	0	1	8	2	7									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
