Выборы Президента Российской Федерации																																													
Дата голосования: 02.03.2008																																													
																																													
Наименование Избирательной комиссии:    Кузнецкая городская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
	Число участковых избирательных комиссий	38																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	38																																											
																																													
		Сумма	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267					
1	"Число избирателей, включенных в списки избирателей"	72974	2226	1919	2516	2130	2101	2668	2644	1906	2466	1891	1387	2163	2620	2858	1919	2005	2104	2123	1689	254	1741	1872	1174	2347	2024	1852	2178	1188	1307	2470	2102	1470	1822	2457	786	1583	1453	1559					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	72430	2210	1900	2500	2100	2100	2630	2650	1900	2500	1900	1350	2130	2640	2820	1920	2000	2030	2120	1700	350	1700	1850	1150	2250	1920	1660	2200	1150	1200	2620	2170	1400	1750	2450	800	1610	1500	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	35814	887	920	879	921	968	1385	1406	1207	1109	838	592	1083	1393	1297	764	966	1298	1078	870	123	782	916	520	1169	988	973	959	601	431	1127	979	571	712	957	409	1273	1175	1288					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3824	95	108	212	136	145	64	69	65	145	56	33	75	39	58	132	122	156	67	85	126	113	139	223	213	76	87	135	99	122	113	84	76	138	82	46	60	20	10					
6	Число погашенных избирательных бюллетеней	32792	1228	872	1409	1043	987	1181	1175	628	1246	1006	725	972	1208	1465	1024	912	576	975	745	101	805	795	407	868	856	600	1106	450	647	1380	1107	753	900	1411	345	277	305	302					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3824	95	108	212	136	145	64	69	65	145	56	33	75	39	58	132	122	156	67	85	126	113	139	223	213	76	87	135	99	122	113	84	76	138	82	46	60	20	10					
8	Число бюллетеней в стационарных ящиках для голосования	35799	887	920	879	921	968	1384	1406	1207	1109	837	592	1083	1393	1297	764	963	1298	1070	870	123	782	916	520	1169	988	973	959	601	431	1127	979	571	712	957	409	1271	1175	1288					
9	Число недействительных избирательных бюллетеней	967	13	4	5	9	9	12	17	128	9	3	3	68	21	12	10	44	294	38	6	3	52	11	3	25	12	10	10	2	5	10	11	2	10	10	19	26	17	24					
10	Число действительных избирательных бюллетеней	38656	969	1024	1086	1048	1104	1436	1458	1144	1245	890	622	1090	1411	1343	886	1041	1160	1099	949	246	843	1044	740	1357	1052	1050	1084	698	548	1230	1052	645	840	1029	436	1305	1178	1274					
11	Число полученных открепительных  удостоверений	976	15	20	17	25	22	29	23	25	15	18	18	18	36	30	13	24	25	31	20	0	17	25	10	23	15	10	30	13	10	24	27	11	11	21	5	50	100	150					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	877	10	8	17	20	20	23	23	24	15	16	12	14	36	29	10	20	23	30	14	0	14	24	7	22	11	10	25	9	6	20	21	9	11	19	5	50	100	150					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	664	6	6	5	11	23	9	11	10	10	5	4	10	23	16	11	13	11	8	9	4	13	16	4	32	93	159	14	14	47	5	9	6	6	12	2	6	9	12					
14	Число неиспользованных открепительных удостоверений	99	5	12	0	5	2	6	0	1	0	2	6	4	0	1	3	4	2	1	6	0	3	1	3	1	4	0	5	4	4	4	6	2	0	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	24	0	0	0	1	0	0	1	1	0	3	2	0	1	3	0	0	1	0	0	0	2	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	Богданов Андрей Владимирович	388	7	5	15	10	14	19	17	12	12	15	4	10	12	19	4	10	21	12	7	3	11	11	0	10	9	11	12	7	5	17	14	2	5	5	7	13	12	9					
		0.98%	0.71%	0.49%	1.37%	0.95%	1.26%	1.31%	1.15%	0.94%	0.96%	1.68%	0.64%	0.86%	0.84%	1.40%	0.45%	0.92%	1.44%	1.06%	0.73%	1.20%	1.23%	1.04%	0.00%	0.72%	0.85%	1.04%	1.10%	1.00%	0.90%	1.37%	1.32%	0.31%	0.59%	0.48%	1.54%	0.98%	1.00%	0.69%					
19	Жириновский Владимир Вольфович	3574	77	73	96	99	83	126	104	107	123	86	59	105	129	143	62	119	143	86	71	26	71	76	50	183	91	111	93	60	42	97	107	67	72	85	48	211	105	88					
		9.02%	7.84%	7.10%	8.80%	9.37%	7.46%	8.70%	7.05%	8.41%	9.81%	9.63%	9.44%	9.07%	9.01%	10.55%	6.92%	10.97%	9.83%	7.56%	7.43%	10.44%	7.93%	7.20%	6.73%	13.24%	8.55%	10.47%	8.50%	8.57%	7.59%	7.82%	10.07%	10.36%	8.47%	8.18%	10.55%	15.85%	8.79%	6.78%					
20	Зюганов Геннадий Андреевич	8851	93	289	257	278	334	274	475	252	235	246	198	265	213	203	246	270	105	266	278	76	220	184	176	383	289	280	339	162	101	383	298	167	245	300	96	131	115	129					
		22.34%	9.47%	28.11%	23.56%	26.30%	30.01%	18.92%	32.20%	19.81%	18.74%	27.55%	31.68%	22.88%	14.87%	14.98%	27.46%	24.88%	7.22%	23.39%	29.11%	30.52%	24.58%	17.44%	23.69%	27.71%	27.16%	26.42%	30.99%	23.14%	18.26%	30.89%	28.03%	25.81%	28.82%	28.87%	21.10%	9.84%	9.62%	9.94%					
21	Медведев Дмитрий Анатольевич	25843	792	657	718	661	673	1017	862	773	875	543	361	710	1057	978	574	642	891	735	593	141	541	773	514	781	663	648	640	469	400	733	633	409	518	639	285	950	946	1048					
		65.22%	80.65%	63.91%	65.81%	62.54%	60.47%	70.23%	58.44%	60.77%	69.78%	60.81%	57.76%	61.31%	73.81%	72.18%	64.06%	59.17%	61.28%	64.64%	62.09%	56.63%	60.45%	73.27%	69.18%	56.51%	62.31%	61.13%	58.50%	67.00%	72.33%	59.11%	59.55%	63.21%	60.94%	61.50%	62.64%	71.37%	79.16%	80.74%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
