Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Алатырская городская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53					
1	"Число избирателей, внесенных в списки"	32616	833	802	1244	1090	1607	1236	1222	1413	2178	1638	1102	2538	1344	686	901	1323	818	1393	793	1510	1349	2443	2134	844	175					
2	"Число бюллетеней, полученных участковыми комиссиями"	28970	762	719	1090	950	1430	1099	1081	1281	1938	1443	984	2238	1232	595	807	1220	786	1167	687	1338	1203	2149	1870	724	177					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18711	423	370	690	604	978	635	743	877	1228	1007	622	1497	909	387	489	773	478	751	416	907	724	1426	1149	490	138					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	999	59	63	69	19	32	39	24	47	28	39	26	60	15	28	38	32	25	65	51	73	59	27	52	29	0					
6	Число погашенных бюллетеней	9260	280	286	331	327	420	425	314	357	682	397	336	681	308	180	280	415	283	351	220	358	420	696	669	205	39					
7	Число бюллетеней в переносных ящиках для голосования	999	59	63	69	19	32	39	24	47	28	39	26	60	15	28	38	32	25	65	51	73	59	27	52	29	0					
8	Число бюллетеней в стационарных ящиках для голосования	18710	423	370	690	604	978	635	743	877	1228	1007	622	1497	908	387	489	773	478	751	416	907	724	1426	1149	490	138					
9	Число недействительных бюллетеней	317	8	9	11	9	10	10	8	25	28	6	11	22	16	4	16	17	3	12	3	29	13	12	27	6	2					
10	Число действительных бюллетеней	19392	474	424	748	614	1000	664	759	899	1228	1040	637	1535	907	411	511	788	500	804	464	951	770	1441	1174	513	136					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	878	30	30	30	30	40	30	30	30	62	40	30	62	30	30	30	30	30	30	30	40	30	62	62	30	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	469	6	10	18	12	37	16	19	18	32	27	18	34	26	15	9	20	9	26	12	16	16	50	19	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	369	7	8	10	14	13	4	2	10	12	9	5	19	21	8	4	5	4	22	4	20	6	11	22	1	128					
14	Число погашенных открепительных удостоверений	409	24	20	12	18	3	14	11	12	30	13	12	28	4	15	21	10	21	4	18	24	14	12	43	26	0					
15	Число открепительных удостоверений выданных ТИК	22	0	1	0	0	0	0	0	2	0	3	0	3	2	0	1	2	2	0	0	0	0	4	1	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	245	5	7	8	6	6	8	9	10	12	14	5	14	10	1	7	10	9	8	6	8	18	33	21	9	1					
		1.24%	1.03%	1.61%	1.05%	0.96%	0.59%	1.18%	1.17%	1.08%	0.95%	1.33%	0.77%	0.89%	1.08%	0.24%	1.32%	1.24%	1.78%	0.98%	1.28%	0.81%	2.29%	2.27%	1.74%	1.73%	0.72%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	394	2	0	19	10	24	8	12	14	28	25	13	28	13	12	15	7	7	19	11	15	21	28	31	30	2					
		1.99%	0.41%	0.0%	2.50%	1.60%	2.37%	1.18%	1.56%	1.51%	2.22%	2.39%	2.00%	1.79%	1.40%	2.89%	2.84%	0.86%	1.39%	2.32%	2.35%	1.53%	2.68%	1.92%	2.58%	5.78%	1.44%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	358	3	10	11	3	22	15	17	35	24	20	13	24	12	5	17	8	8	21	8	20	19	13	16	10	4					
		1.81%	0.62%	2.30%	1.44%	0.48%	2.17%	2.22%	2.21%	3.78%	1.91%	1.91%	2.00%	1.54%	1.30%	1.20%	3.22%	0.99%	1.59%	2.57%	1.71%	2.04%	2.42%	0.89%	1.33%	1.92%	2.89%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	505	6	5	14	19	40	9	29	34	36	43	23	35	35	15	8	15	11	16	15	19	17	35	19	7	0					
		2.56%	1.24%	1.15%	1.84%	3.04%	3.96%	1.33%	3.78%	3.67%	2.86%	4.11%	3.54%	2.24%	3.79%	3.61%	1.51%	1.86%	2.18%	1.96%	3.21%	1.93%	2.17%	2.40%	1.58%	1.34%	0.0%					
22	"5. ""За Русь Святую"""	97	4	4	4	1	6	4	2	7	7	3	3	12	3	2	1	4	0	3	6	3	5	4	5	3	1					
		0.49%	0.82%	0.92%	0.52%	0.16%	0.59%	0.59%	0.26%	0.75%	0.55%	0.28%	0.46%	0.77%	0.32%	0.48%	0.18%	0.49%	0.0%	0.36%	1.28%	0.30%	0.63%	0.27%	0.41%	0.57%	0.72%					
23	"6. ""Объединенная Российская партия ""Русь"""	39	0	0	3	1	2	0	0	0	3	1	0	2	6	0	0	2	1	3	0	3	3	1	5	3	0					
		0.19%	0.0%	0.0%	0.39%	0.16%	0.19%	0.0%	0.0%	0.0%	0.23%	0.09%	0.0%	0.12%	0.65%	0.0%	0.0%	0.24%	0.19%	0.36%	0.0%	0.30%	0.38%	0.06%	0.41%	0.57%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	76	0	4	2	4	2	5	6	6	3	5	2	3	3	2	2	4	3	2	2	1	3	8	3	1	0					
		0.38%	0.0%	0.92%	0.26%	0.64%	0.19%	0.74%	0.78%	0.64%	0.23%	0.47%	0.30%	0.19%	0.32%	0.48%	0.37%	0.49%	0.59%	0.24%	0.42%	0.10%	0.38%	0.55%	0.24%	0.19%	0.0%					
25	"8. ""Народно-республиканская партия России"""	33	1	1	1	0	0	2	0	2	2	3	2	2	1	0	0	1	0	0	1	3	0	5	4	0	2					
		0.16%	0.20%	0.23%	0.13%	0.0%	0.0%	0.29%	0.0%	0.21%	0.15%	0.28%	0.30%	0.12%	0.10%	0.0%	0.0%	0.12%	0.0%	0.0%	0.21%	0.30%	0.0%	0.34%	0.33%	0.0%	1.44%					
26	"9. ""Российская экологическая партия ""Зеленые"""	26	0	0	0	0	3	0	1	1	2	1	0	2	1	1	0	1	1	0	2	1	1	4	2	2	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.13%	0.10%	0.15%	0.09%	0.0%	0.12%	0.10%	0.24%	0.0%	0.12%	0.19%	0.0%	0.42%	0.10%	0.12%	0.27%	0.16%	0.38%	0.0%					
27	"10. ""Аграрная партия России"""	368	9	7	12	11	21	10	9	20	19	16	15	17	14	9	9	11	8	22	6	27	19	44	24	7	2					
		1.86%	1.86%	1.61%	1.58%	1.76%	2.07%	1.48%	1.17%	2.16%	1.51%	1.52%	2.31%	1.09%	1.51%	2.16%	1.70%	1.36%	1.59%	2.69%	1.28%	2.75%	2.42%	3.02%	1.99%	1.34%	1.44%					
28	"11. ""Истинные патриоты России"""	13	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0	0	0	2	0	1	0	2	1	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.10%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.10%	0.0%	0.13%	0.08%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	260	10	5	11	17	13	5	5	12	24	12	9	19	22	1	9	8	12	8	4	11	8	13	11	8	3					
		1.31%	2.07%	1.15%	1.44%	2.72%	1.28%	0.74%	0.65%	1.29%	1.91%	1.14%	1.38%	1.22%	2.38%	0.24%	1.70%	0.99%	2.38%	0.98%	0.85%	1.12%	1.02%	0.89%	0.91%	1.54%	2.17%					
30	"13. ""Демократическая партия России"""	34	0	0	1	0	1	2	3	1	1	3	3	1	1	0	2	0	1	4	3	1	2	1	2	1	0					
		0.17%	0.0%	0.0%	0.13%	0.0%	0.09%	0.29%	0.39%	0.10%	0.07%	0.28%	0.46%	0.06%	0.10%	0.0%	0.37%	0.0%	0.19%	0.49%	0.64%	0.10%	0.25%	0.06%	0.16%	0.19%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	38	1	1	1	0	1	3	4	7	0	1	4	2	0	2	1	1	2	1	0	1	2	1	1	0	1					
