Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    ЗАТО город Фокино																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193					
1	"Число избирателей, внесенных в список"	25280	2502	2162	1645	2212	2325	2550	925	2532	833	854	2638	1617	2485					
2	Число полученных избирательных бюллетеней	24798	2520	2100	1700	2240	2300	2400	950	2400	700	800	2600	1620	2468					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15132	1436	1201	1012	1264	1397	1609	746	1738	508	439	1384	956	1442					
5	"Число избирательных бюллетеней, выданных вне помещения"	360	16	28	24	31	26	16	13	10	118	35	18	16	9					
6	Число погашенных избирательных бюллетеней	9306	1068	871	664	945	877	775	191	652	74	326	1198	648	1017					
7	Число избирательных бюллетеней в переносных ящиках	360	16	28	24	31	26	16	13	10	118	35	18	16	9					
8	Число бюллетеней в стационарных ящиках для голосования	15127	1434	1200	1012	1264	1396	1609	746	1738	507	439	1384	956	1442					
9	Число недействительных избирательных бюллетеней	173	14	23	10	13	13	9	1	19	0	9	38	13	11					
10	Число действительных избирательных бюллетеней	15314	1436	1205	1026	1282	1409	1616	758	1729	625	465	1364	959	1440					
11	Число полученных открепительных  удостоверений	585	37	35	35	38	39	60	72	67	89	5	27	45	36					
12	Число выданных открепительных удостоверений	438	31	30	22	32	29	44	54	60	67	5	15	27	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	251	19	22	28	24	26	16	10	25	34	3	3	4	37					
14	Число неиспользованных открепительных удостоверений	147	6	5	13	6	10	16	18	7	22	0	12	18	14					
15	"Число открепительных удостоверений, выданных в ТИК"	25	4	1	3	2	5	7	1	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	612	69	48	51	68	55	72	4	58	9	26	60	28	64					
		3.95%	4.76%	3.91%	4.92%	5.25%	3.87%	4.43%	0.53%	3.32%	1.44%	5.49%	4.28%	2.88%	4.41%					
19	. Малышкин Олег Александрович	638	83	76	43	36	44	76	23	51	19	36	58	31	62					
		4.12%	5.72%	6.19%	4.15%	2.78%	3.09%	4.68%	3.03%	2.92%	3.04%	7.59%	4.14%	3.19%	4.27%					
20	. Миронов Сергей Михайлович	115	6	8	9	8	15	10	5	11	5	8	8	15	7					
		0.74%	0.41%	0.65%	0.87%	0.62%	1.05%	0.62%	0.66%	0.63%	0.80%	1.69%	0.57%	1.54%	0.48%					
21	. Путин Владимир Владимирович	10988	994	835	706	905	982	1137	653	1336	521	258	891	766	1004					
		70.95%	68.55%	68.00%	68.15%	69.88%	69.06%	69.97%	86.03%	76.43%	83.36%	54.43%	63.55%	78.81%	69.19%					
22	. Хакамада Ирина Муцуовна	736	78	55	69	79	83	87	23	79	18	33	56	23	53					
		4.75%	5.38%	4.48%	6.66%	6.10%	5.84%	5.35%	3.03%	4.52%	2.88%	6.96%	3.99%	2.37%	3.65%					
23	. Харитонов Николай Михайлович	1228	125	115	67	107	137	120	20	97	27	75	144	58	136					
		7.93%	8.62%	9.36%	6.47%	8.26%	9.63%	7.38%	2.64%	5.55%	4.32%	15.82%	10.27%	5.97%	9.37%					
																				
24	Против всех	997	81	68	81	79	93	114	30	97	26	29	147	38	114					
		6.44%	5.59%	5.54%	7.82%	6.10%	6.54%	7.02%	3.95%	5.55%	4.16%	6.12%	10.49%	3.91%	7.86%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
