Выборы Президента Российской Федерации																											
																											
Наименование Избирательной комиссии:    Биробиджанская																											
																											
Итоги голосования 																											
																											
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124					
1	"Число избирателей, внесенных в список"	8784	1389	895	983	298	347	389	763	157	121	92	191	815	354	211	723	231	164	269	176	216					
2	Число полученных избирательных бюллетеней	8980	1406	872	1014	303	336	426	802	183	124	102	202	864	355	196	732	230	166	267	176	224					
3	"Число избирательных бюллетеней, выданных  досрочно"	40	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	21	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6852	1060	604	684	210	271	307	587	149	103	67	163	692	315	185	559	216	156	219	122	183					
5	"Число избирательных бюллетеней, выданных вне помещения"	699	61	158	56	47	31	52	27	8	7	6	24	54	18	11	75	14	5	9	23	13					
6	Число погашенных избирательных бюллетеней	1389	285	110	274	46	34	67	188	26	14	10	15	118	22	0	98	0	5	18	31	28					
7	Число избирательных бюллетеней в переносных ящиках	739	61	158	56	47	31	52	27	8	7	25	24	54	18	11	75	14	5	30	23	13					
8	Число бюллетеней в стационарных ящиках для голосования	6852	1060	604	684	210	271	307	587	149	103	67	163	692	315	185	559	216	156	219	122	183					
9	Число недействительных избирательных бюллетеней	119	19	7	10	3	6	2	16	2	0	0	3	9	3	8	12	1	0	14	2	2					
10	Число действительных избирательных бюллетеней	7472	1102	755	730	254	296	357	598	155	110	92	184	737	330	188	622	229	161	235	143	194					
11	Число полученных открепительных  удостоверений	430	45	40	50	10	10	20	40	20	10	10	10	55	15	15	20	10	10	10	10	20					
12	Число выданных открепительных удостоверений	311	41	33	36	4	0	20	40	18	0	2	10	50	13	7	9	0	0	2	6	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	98	12	6	13	2	3	6	13	4	1	0	1	6	4	6	2	4	2	3	2	8					
14	Число неиспользованных открепительных удостоверений	119	4	7	14	6	10	0	0	2	10	8	0	5	2	8	11	10	10	8	4	0					
15	"Число открепительных удостоверений, выданных в ТИК"	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																											
18	. Глазьев Сергей Юрьевич	198	29	24	26	7	12	9	21	8	2	1	0	25	8	0	14	0	0	2	6	4					
		2.61%	2.59%	3.15%	3.51%	2.72%	3.97%	2.51%	3.42%	5.10%	1.82%	1.09%	0.00%	3.35%	2.40%	0.00%	2.21%	0.00%	0.00%	0.80%	4.14%	2.04%					
19	. Малышкин Олег Александрович	298	44	17	28	8	14	15	31	11	5	1	6	42	24	4	17	10	0	9	6	6					
		3.93%	3.93%	2.23%	3.78%	3.11%	4.64%	4.18%	5.05%	7.01%	4.55%	1.09%	3.21%	5.63%	7.21%	2.04%	2.68%	4.35%	0.00%	3.61%	4.14%	3.06%					
20	. Миронов Сергей Михайлович	64	9	3	8	3	5	3	5	0	1	0	0	8	2	3	5	1	2	2	3	1					
		0.84%	0.80%	0.39%	1.08%	1.17%	1.66%	0.84%	0.81%	0.00%	0.91%	0.00%	0.00%	1.07%	0.60%	1.53%	0.79%	0.43%	1.24%	0.80%	2.07%	0.51%					
21	. Путин Владимир Владимирович	5403	775	596	531	175	207	280	411	105	88	69	147	529	233	126	392	186	148	170	85	150					
		71.18%	69.13%	78.22%	71.76%	68.09%	68.54%	77.99%	66.94%	66.88%	80.00%	75.00%	78.61%	70.91%	69.97%	64.29%	61.83%	80.87%	91.93%	68.27%	58.62%	76.53%					
22	. Хакамада Ирина Муцуовна	226	67	28	34	12	3	12	17	1	1	0	2	14	9	5	7	0	1	2	7	4					
		2.98%	5.98%	3.67%	4.59%	4.67%	0.99%	3.34%	2.77%	0.64%	0.91%	0.00%	1.07%	1.88%	2.70%	2.55%	1.10%	0.00%	0.62%	0.80%	4.83%	2.04%					
23	. Харитонов Николай Михайлович	1031	136	58	73	31	45	30	90	27	12	16	22	98	46	47	171	23	9	38	35	24					
		13.58%	12.13%	7.61%	9.86%	12.06%	14.90%	8.36%	14.66%	17.20%	10.91%	17.39%	11.76%	13.14%	13.81%	23.98%	26.97%	10.00%	5.59%	15.26%	24.14%	12.24%					
																											
24	Против всех	252	42	29	30	18	10	8	23	3	1	5	7	21	8	3	16	9	1	12	1	5					
		3.32%	3.75%	3.81%	4.05%	7.00%	3.31%	2.23%	3.75%	1.91%	0.91%	5.43%	3.74%	2.82%	2.40%	1.53%	2.52%	3.91%	0.62%	4.82%	0.69%	2.55%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
