Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Безенчукская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195					
1	"Число избирателей, внесенных в список"	32284	2534	2080	2294	2264	2277	2545	2132	2335	294	97	2418	165	164	246	789	1516	318	1034	173	693	403	879	232	1103	429	350	164	623	141	565	204	651	172					
2	Число полученных избирательных бюллетеней	32510	2500	2000	2200	2200	2300	2500	2050	2300	300	90	2450	170	180	260	800	1500	320	1110	200	700	400	1000	240	1200	460	370	180	650	160	600	220	700	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	21108	1557	1194	1442	1287	1317	1477	1263	1487	230	60	1680	152	139	177	568	862	216	792	130	522	301	726	203	792	387	271	127	459	121	448	157	472	92					
5	"Число избирательных бюллетеней, выданных вне помещения"	1809	88	57	96	127	42	36	41	81	12	21	173	12	17	39	57	200	57	95	20	50	21	56	9	51	10	25	13	44	7	81	28	84	59					
6	Число погашенных избирательных бюллетеней	9593	855	749	662	786	941	987	746	732	58	9	597	6	24	44	175	438	47	223	50	128	78	218	28	357	63	74	40	147	32	71	35	144	49					
7	Число избирательных бюллетеней в переносных ящиках	1809	88	57	96	127	42	36	41	81	12	21	173	12	17	39	57	200	57	95	20	50	21	56	9	51	10	25	13	44	7	81	28	84	59					
8	Число бюллетеней в стационарных ящиках для голосования	21098	1557	1194	1442	1287	1317	1472	1261	1485	230	60	1680	152	139	177	568	861	216	792	130	522	301	726	203	792	387	271	127	459	121	448	157	472	92					
9	Число недействительных избирательных бюллетеней	433	28	23	21	18	36	24	26	20	4	1	65	2	0	5	0	32	5	13	5	14	11	14	1	18	13	3	2	14	0	11	0	4	0					
10	Число действительных избирательных бюллетеней	22474	1617	1228	1517	1396	1323	1484	1276	1546	238	80	1788	162	156	211	625	1029	268	874	145	558	311	768	211	825	384	293	138	489	128	518	185	552	151					
11	Число полученных открепительных  удостоверений	730	35	20	35	30	45	40	38	30	13	5	45	10	14	15	25	25	10	80	10	20	5	40	10	42	20	5	5	11	5	10	12	15	5					
12	Число выданных открепительных удостоверений	636	34	19	35	23	33	30	36	17	12	1	41	10	14	15	14	25	8	80	10	15	5	40	10	41	20	0	2	11	4	5	7	15	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	332	37	16	19	11	8	22	21	17	3	6	18	12	2	16	2	32	14	18	3	3	2	7	10	8	3	0	3	3	0	8	5	3	0					
14	Число неиспользованных открепительных удостоверений	94	1	1	0	7	12	10	2	13	1	4	4	0	0	0	11	0	2	0	0	5	0	0	0	1	0	5	3	0	1	5	5	0	1					
15	"Число открепительных удостоверений, выданных в ТИК"	16	1	0	2	1	0	1	1	2	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	793	59	53	74	59	50	61	67	73	9	2	44	7	3	6	25	32	5	12	5	7	12	30	1	23	13	4	1	9	0	16	3	19	9					
		3.46%	3.59%	4.24%	4.81%	4.17%	3.68%	4.05%	5.15%	4.66%	3.72%	2.47%	2.37%	4.27%	1.92%	2.78%	4.00%	3.02%	1.83%	1.35%	3.33%	1.22%	3.73%	3.84%	0.47%	2.73%	3.27%	1.35%	0.71%	1.79%	0.00%	3.02%	1.62%	3.42%	5.96%					
19	. Малышкин Олег Александрович	740	45	38	49	39	44	47	42	56	15	4	59	10	5	7	15	42	11	26	7	12	7	20	10	24	9	10	3	36	6	20	2	12	8					
		3.23%	2.74%	3.04%	3.19%	2.76%	3.24%	3.12%	3.23%	3.58%	6.20%	4.94%	3.18%	6.10%	3.21%	3.24%	2.40%	3.96%	4.03%	2.93%	4.67%	2.10%	2.17%	2.56%	4.72%	2.85%	2.27%	3.38%	2.14%	7.16%	4.69%	3.78%	1.08%	2.16%	5.30%					
20	. Миронов Сергей Михайлович	152	8	12	6	9	12	7	10	11	1	2	6	0	2	3	6	4	2	8	1	5	3	8	2	6	1	3	2	1	1	2	1	3	4					
		0.66%	0.49%	0.96%	0.39%	0.64%	0.88%	0.46%	0.77%	0.70%	0.41%	2.47%	0.32%	0.00%	1.28%	1.39%	0.96%	0.38%	0.73%	0.90%	0.67%	0.87%	0.93%	1.02%	0.94%	0.71%	0.25%	1.01%	1.43%	0.20%	0.78%	0.38%	0.54%	0.54%	2.65%					
21	. Путин Владимир Владимирович	14550	907	722	984	870	827	922	813	864	155	54	1122	108	120	119	410	681	200	663	111	403	134	515	185	607	259	215	101	362	109	341	152	396	119					
		63.52%	55.14%	57.71%	63.98%	61.53%	60.85%	61.14%	62.44%	55.17%	64.05%	66.67%	60.55%	65.85%	76.92%	55.09%	65.60%	64.18%	73.26%	74.75%	74.00%	70.45%	41.61%	65.86%	87.26%	72.00%	65.24%	72.64%	72.14%	71.97%	85.16%	64.46%	82.16%	71.22%	78.81%					
22	. Хакамада Ирина Муцуовна	557	42	35	42	48	40	45	34	32	13	1	50	4	2	1	21	22	5	14	1	7	8	16	6	13	8	4	1	16	2	15	0	8	1					
		2.43%	2.55%	2.80%	2.73%	3.39%	2.94%	2.98%	2.61%	2.04%	5.37%	1.23%	2.70%	2.44%	1.28%	0.46%	3.36%	2.07%	1.83%	1.58%	0.67%	1.22%	2.48%	2.05%	2.83%	1.54%	2.02%	1.35%	0.71%	3.18%	1.56%	2.84%	0.00%	1.44%	0.66%					
23	. Харитонов Николай Михайлович	4676	470	293	272	300	279	331	230	432	36	11	443	30	17	64	106	209	38	138	20	91	134	169	5	124	74	47	27	51	8	107	25	87	8					
		20.41%	28.57%	23.42%	17.69%	21.22%	20.53%	21.95%	17.67%	27.59%	14.88%	13.58%	23.91%	18.29%	10.90%	29.63%	16.96%	19.70%	13.92%	15.56%	13.33%	15.91%	41.61%	21.61%	2.36%	14.71%	18.64%	15.88%	19.29%	10.14%	6.25%	20.23%	13.51%	15.65%	5.30%					
																																								
24	Против всех	1006	86	75	90	71	71	71	80	78	9	6	64	3	7	11	42	39	7	13	0	33	13	10	2	28	20	10	3	14	2	17	2	27	2					
		4.39%	5.23%	6.00%	5.85%	5.02%	5.22%	4.71%	6.14%	4.98%	3.72%	7.41%	3.45%	1.83%	4.49%	5.09%	6.72%	3.68%	2.56%	1.47%	0.00%	5.77%	4.04%	1.28%	0.94%	3.32%	5.04%	3.38%	2.14%	2.78%	1.56%	3.21%	1.08%	4.86%	1.32%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
