Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Морозовская 																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1243	УИК №2539	УИК №2540					
1	"Число избирателей, внесенных в списки"	34558	1386	1665	1686	1202	1685	1564	1512	1561	2058	1535	1501	1589	1618	864	495	545	428	76	976	303	183	414	251	458	326	300	626	103	68	86	522	510	669	327	495	717	244	362	958	419	451	1518	84	218					
2	"Число бюллетеней, полученных участковыми комиссиями"	34087	1362	1642	1656	1194	1652	1564	1512	1552	1777	1516	1489	1628	1566	863	497	547	417	78	984	300	182	415	251	460	329	291	635	105	67	88	523	508	669	322	492	724	246	357	960	420	455	1490	86	216					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20667	495	891	1167	619	770	736	1006	918	1043	656	740	953	718	663	413	390	310	72	488	244	130	344	214	339	254	206	458	90	51	76	351	386	452	244	383	452	163	325	758	338	371	763	75	152					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1976	211	65	69	27	41	58	28	79	139	73	36	3	69	85	0	71	0	0	197	0	36	28	0	42	30	39	32	0	11	3	69	13	75	27	5	89	46	0	65	53	0	28	0	34					
6	Число погашенных бюллетеней	11444	656	686	420	548	841	770	478	555	595	787	713	672	779	115	84	86	107	6	299	56	16	43	37	79	45	46	145	15	5	9	103	109	142	51	104	183	37	32	137	29	84	699	11	30					
7	Число бюллетеней в переносных ящиках для голосования	1976	211	65	69	27	41	58	28	79	139	73	36	3	69	85	0	71	0	0	197	0	36	28	0	42	30	39	32	0	11	3	69	13	75	27	5	89	46	0	65	53	0	28	0	34					
8	Число бюллетеней в стационарных ящиках для голосования	20620	495	891	1167	619	768	736	963	916	1043	656	740	953	718	663	413	390	310	72	488	244	130	344	214	339	254	206	458	90	51	76	351	386	452	244	383	452	163	325	758	338	371	763	75	152					
9	Число недействительных бюллетеней	319	4	12	0	7	10	5	0	7	41	6	7	1	0	15	4	14	1	0	1	1	4	2	0	11	3	6	4	0	0	0	1	1	44	1	13	13	3	0	54	23	0	0	0	0					
10	Число действительных бюллетеней	22277	702	944	1236	639	799	789	991	988	1141	723	769	955	787	733	409	447	309	72	684	243	162	370	214	370	281	239	486	90	62	79	419	398	483	270	375	528	206	325	769	368	371	791	75	186					
