Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Среднеколымская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525					
1	"Число избирателей, внесенных в списки избирателей"	5547	505	1154	1017	357	290	205	438	290	368	407	331	185					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5400	500	1000	970	375	290	220	415	290	370	425	365	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	220	8	22	17	13	5	12	18	11	10	80	20	4					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3939	333	760	680	279	230	146	306	241	280	274	247	163					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	401	23	77	61	32	44	5	27	27	22	31	44	8					
6	Число погашенных избирательных бюллетеней	839	136	141	211	51	11	57	64	11	58	40	54	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	621	31	99	78	45	49	17	45	38	32	111	64	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3939	333	760	680	279	230	146	306	241	280	274	247	163					
9	Число недействительных избирательных бюллетеней	32	7	5	13	0	1	0	3	0	0	2	0	1					
10	Число действительных избирательных бюллетеней	4528	357	854	745	324	278	163	348	279	312	383	311	174					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	270	20	50	50	20	20	10	15	15	20	20	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	87	7	12	7	14	14	2	4	15	2	5	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	44	3	21	4	0	6	2	0	4	0	0	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	183	13	38	43	6	6	8	11	0	18	15	11	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	2	2	0	0	1	2	1	1	0	1	1	3					
16	Число утраченных избирательных бюллетеней	1	0	0	1	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	63	3	12	6	7	1	1	8	6	5	9	3	2					
		1.38%	0.82%	1.40%	0.79%	2.16%	0.36%	0.61%	2.28%	2.15%	1.60%	2.34%	0.96%	1.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	10	1	4	2	0	1	0	0	0	0	2	0	0					
		0.22%	0.27%	0.47%	0.26%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	1	1	0	0	0	0	0	1	0	0	0	0					
		0.07%	0.27%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	273	28	49	47	18	29	7	14	15	11	41	5	9					
		5.99%	7.69%	5.70%	6.20%	5.56%	10.39%	4.29%	3.99%	5.38%	3.53%	10.65%	1.61%	5.14%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	34	2	8	10	1	1	1	2	3	0	4	2	0					
		0.75%	0.55%	0.93%	1.32%	0.31%	0.36%	0.61%	0.57%	1.08%	0.00%	1.04%	0.64%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	2	1	0	0	2	0	0	0	1	0	1	0					
		0.15%	0.55%	0.12%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.32%	0.00%	0.32%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	140	22	38	35	5	7	5	6	5	2	8	4	3					
		3.07%	6.04%	4.42%	4.62%	1.54%	2.51%	3.07%	1.71%	1.79%	0.64%	2.08%	1.29%	1.71%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	465	26	91	80	34	39	2	28	23	15	46	52	29					
		10.20%	7.14%	10.59%	10.55%	10.49%	13.98%	1.23%	7.98%	8.24%	4.81%	11.95%	16.72%	16.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	14	1	2	1	1	2	0	3	0	0	1	3	0					
		0.31%	0.27%	0.23%	0.13%	0.31%	0.72%	0.00%	0.85%	0.00%	0.00%	0.26%	0.96%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3503	267	646	560	256	196	147	286	226	278	269	241	131					
		76.82%	73.35%	75.20%	73.88%	79.01%	70.25%	90.18%	81.48%	81.00%	89.10%	69.87%	77.49%	74.86%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	16	4	2	4	2	0	0	1	0	0	3	0	0					
		0.35%	1.10%	0.23%	0.53%	0.62%	0.00%	0.00%	0.28%	0.00%	0.00%	0.78%	0.00%	0.00%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
