Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
"Наименование Избирательной комиссии:    Волгоград, Советская"																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505					
1	"Число избирателей, внесенных в списки избирателей"	80596	2538	2303	2516	2454	2248	972	2580	2610	2392	1072	1335	2358	428	2136	1704	2762	1591	683	2616	2134	705	2049	2415	2881	2301	2243	1799	1762	1652	928	2403	2092	1482	1421	2523	2572	2662	2909	1237	959	358	766	310	735					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	76000	2400	2300	2400	2400	2100	900	2200	2500	2300	1000	1200	2000	400	2000	1600	2700	1500	600	2600	2000	700	2000	2400	2700	2200	2200	1700	1600	1600	900	2300	2000	1200	1400	2400	2500	2600	2800	1000	800	300	700	250	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	37535	1257	1206	1254	1181	1196	326	1083	1289	1279	406	453	1283	241	985	778	1166	723	292	1258	962	213	1027	1244	1196	992	1108	614	692	767	549	1077	1041	779	751	960	1082	1045	1629	700	462	171	358	143	317					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1774	37	23	23	42	22	15	160	25	28	17	59	4	129	45	42	56	20	16	23	90	15	23	29	43	56	32	24	52	30	258	35	24	22	35	36	34	29	12	29	19	4	12	25	20					
6	Число погашенных избирательных бюллетеней	36691	1106	1071	1123	1177	882	559	957	1186	993	577	688	713	30	970	780	1478	757	292	1319	948	472	950	1127	1461	1152	1060	1062	856	803	93	1188	935	399	614	1404	1384	1526	1159	271	319	125	330	82	313					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1774	37	23	23	42	22	15	160	25	28	17	59	4	129	45	42	56	20	16	23	90	15	23	29	43	56	32	24	52	30	258	35	24	22	35	36	34	29	12	29	19	4	12	25	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37530	1257	1206	1254	1181	1196	326	1083	1289	1279	406	453	1283	241	985	778	1166	723	292	1258	962	213	1026	1244	1196	992	1108	613	692	767	549	1077	1041	777	751	960	1082	1045	1628	700	462	171	358	143	317					
9	Число недействительных избирательных бюллетеней	341	7	12	13	7	7	6	10	10	16	6	1	7	17	10	7	16	5	3	11	13	0	12	9	9	2	6	7	7	21	12	8	4	2	12	7	7	9	14	4	0	1	1	2	1					
10	Число действительных избирательных бюллетеней	38963	1287	1217	1264	1216	1211	335	1233	1304	1291	417	511	1280	353	1020	813	1206	738	305	1270	1039	228	1037	1264	1230	1046	1134	630	737	776	795	1104	1061	797	774	989	1109	1065	1626	725	481	174	369	166	336					
