Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №15																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976					
1	"Число избирателей, внесенных в список избирателей"	35070	1886	1929	1736	1870	1850	2177	1731	1723	2128	2159	2228	2417	1293	1294	2452	2265	2089	1843					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30000	1700	1700	1500	1600	1600	1700	1500	1500	1800	1800	1900	2000	1100	1100	2100	2000	1800	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17641	985	852	810	941	1018	1287	833	781	1090	1145	1075	1329	660	623	1193	1045	979	995					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	458	11	26	43	20	16	48	27	19	35	34	38	22	14	17	25	34	8	21					
6	Число погашенных избирательных бюллетеней	11901	704	822	647	639	566	365	640	700	675	621	787	649	426	460	882	921	813	584					
7	Число избирательных бюллетеней в переносных ящиках для голосования	458	11	26	43	20	16	48	27	19	35	34	38	22	14	17	25	34	8	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17634	983	852	810	941	1018	1284	832	780	1090	1145	1075	1329	660	623	1193	1045	979	995					
9	Число недействительных избирательных бюллетеней	234	22	13	11	14	15	19	11	3	13	20	13	13	8	7	20	13	7	12					
10	Число действительных избирательных бюллетеней	17858	972	865	842	947	1019	1313	848	796	1112	1159	1100	1338	666	633	1198	1066	980	1004					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	650	30	30	30	30	60	50	30	30	30	40	30	60	30	30	50	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	416	21	14	15	12	45	29	23	12	13	32	21	57	11	19	31	16	21	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	223	21	11	21	19	24	5	13	11	7	13	7	16	5	6	18	6	8	12					
14	Число погашенных неиспользованных открепительных удостоверений	234	9	16	15	18	15	21	7	18	17	8	9	3	19	11	19	14	9	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	56	0	0	0	0	52	3	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5298	325	288	272	285	269	301	286	276	363	355	368	366	226	201	311	301	274	231					
		29.28%	32.70%	32.80%	31.89%	29.66%	26.02%	22.60%	33.29%	34.54%	32.27%	30.11%	33.06%	27.09%	33.53%	31.41%	25.53%	27.90%	27.76%	22.74%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3033	157	154	116	178	204	272	142	114	138	174	164	260	114	120	215	157	188	166					
		16.76%	15.79%	17.54%	13.60%	18.52%	19.73%	20.42%	16.53%	14.27%	12.27%	14.76%	14.73%	19.25%	16.91%	18.75%	17.65%	14.55%	19.05%	16.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	216	9	10	10	6	8	22	9	11	15	19	13	17	7	5	15	13	10	17					
		1.19%	0.91%	1.14%	1.17%	0.62%	0.77%	1.65%	1.05%	1.38%	1.33%	1.61%	1.17%	1.26%	1.04%	0.78%	1.23%	1.20%	1.01%	1.67%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2959	140	120	128	167	178	174	154	142	212	184	191	225	104	93	194	176	194	183					
		16.36%	14.08%	13.67%	15.01%	17.38%	17.21%	13.06%	17.93%	17.77%	18.84%	15.61%	17.16%	16.65%	15.43%	14.53%	15.93%	16.31%	19.66%	18.01%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1308	62	53	78	85	53	74	62	51	83	91	77	102	46	52	105	94	81	59					
		7.23%	6.24%	6.04%	9.14%	8.84%	5.13%	5.56%	7.22%	6.38%	7.38%	7.72%	6.92%	7.55%	6.82%	8.13%	8.62%	8.71%	8.21%	5.81%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4897	272	232	234	221	297	455	193	198	291	325	281	360	162	155	342	313	227	339					
		27.07%	27.36%	26.42%	27.43%	22.99%	28.72%	34.16%	22.47%	24.78%	25.87%	27.57%	25.25%	26.65%	24.04%	24.22%	28.08%	29.01%	22.99%	33.37%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	147	7	8	4	5	10	15	2	4	10	11	6	8	7	7	16	12	6	9					
		0.81%	0.70%	0.91%	0.47%	0.52%	0.97%	1.13%	0.23%	0.50%	0.89%	0.93%	0.54%	0.59%	1.04%	1.09%	1.31%	1.11%	0.61%	0.89%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
