Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
"Наименование Избирательной комиссии:    Самара, Октябрьская"																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928					
1	"Число избирателей, внесенных в списки"	95896	2326	2418	2160	2148	2266	2045	2380	2538	2398	2555	2821	2561	2311	2434	2269	2111	2814	2188	2292	2369	2136	2589	2458	2952	2281	2120	2191	2798	2331	2604	2330	2101	1962	1939	2635	2536	2187	2721	2487	3073	31	30					
2	"Число бюллетеней, полученных участковыми комиссиями"	85670	2100	2200	1970	1930	2000	1720	2090	2290	2160	2260	2530	2170	2090	2120	2000	1790	2520	1930	2030	2050	1920	2310	2110	2570	2080	1940	1950	2460	2080	2250	2100	1870	1940	1740	2380	2230	2000	2560	2260	2570	200	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	43911	1229	1235	1222	1147	1286	982	1255	1448	1101	1387	1495	1476	1214	1123	1001	1180	1015	1034	1077	1031	851	1106	1189	1321	916	932	740	1017	953	868	937	934	791	611	1041	942	945	1190	1113	1515	31	30					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1754	63	74	56	52	29	19	47	52	64	48	70	64	64	58	50	44	40	31	37	37	80	41	20	26	25	17	8	34	86	56	39	47	23	31	53	45	46	23	21	34	0	0					
6	Число погашенных бюллетеней	40002	808	890	692	731	683	719	788	790	995	825	965	630	812	939	949	566	1465	865	916	982	989	1163	901	1223	1139	991	1202	1409	1041	1326	1124	889	1126	1098	1286	1243	1009	1347	1126	1021	169	170					
7	Число бюллетеней в переносных ящиках для голосования	1754	63	74	56	52	29	19	47	52	64	48	70	64	64	58	50	44	40	31	37	37	80	41	20	26	25	17	8	34	86	56	39	47	23	31	53	45	46	23	21	34	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	43924	1229	1232	1224	1241	1286	982	1255	1448	1101	1384	1495	1476	1214	1123	1000	1179	1015	1034	1077	1027	851	1106	1189	1320	916	932	740	1015	953	868	936	934	791	611	1041	942	878	1190	1113	1515	31	30					
9	Число недействительных бюллетеней	364	5	4	9	9	8	12	2	5	8	10	4	3	14	6	2	12	6	9	7	9	3	6	8	7	6	0	3	11	10	13	13	5	15	3	17	8	11	16	9	55	0	1					
10	Число действительных бюллетеней	45314	1287	1302	1271	1284	1307	989	1300	1495	1157	1422	1561	1537	1264	1175	1048	1211	1049	1056	1107	1055	928	1141	1201	1339	935	949	745	1038	1029	911	962	976	799	639	1077	979	913	1197	1125	1494	31	29					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	852	20	20	20	20	21	20	20	20	20	20	20	20	20	20	20	26	20	20	20	20	20	20	60	25	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	556	15	16	14	12	21	20	7	14	19	16	14	6	13	7	19	22	14	13	13	15	9	13	58	20	14	10	18	7	6	10	15	10	8	5	4	9	9	9	12	20	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	501	8	13	8	10	8	14	11	13	1	15	8	70	6	4	10	13	4	8	12	6	5	8	11	15	8	8	11	10	38	3	13	11	10	9	7	4	9	6	5	7	31	30					
14	Число погашенных открепительных удостоверений	296	5	4	6	8	0	0	13	6	1	4	6	14	7	13	1	4	6	7	7	5	11	7	2	5	6	10	2	13	14	10	5	10	12	15	16	11	11	11	8	0	0	0					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	340	2	5	9	8	8	7	4	7	8	5	8	9	14	14	7	14	4	7	6	7	4	18	15	5	8	6	8	8	6	8	8	9	8	6	10	9	6	16	7	22	0	0					
		0.74%	0.15%	0.38%	0.70%	0.61%	0.60%	0.69%	0.30%	0.46%	0.68%	0.34%	0.51%	0.58%	1.09%	1.18%	0.66%	1.14%	0.37%	0.65%	0.53%	0.65%	0.42%	1.56%	1.24%	0.37%	0.85%	0.63%	1.06%	0.76%	0.57%	0.86%	0.82%	0.91%	0.98%	0.93%	0.91%	0.91%	0.64%	1.31%	0.61%	1.42%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2993	132	118	116	96	127	87	83	124	80	111	147	130	91	39	68	72	68	49	84	77	40	67	74	102	50	64	37	46	41	47	55	52	47	30	34	47	46	62	58	92	1	2					
		6.55%	10.21%	9.03%	9.06%	7.42%	9.65%	8.69%	6.37%	8.26%	6.86%	7.75%	9.39%	8.44%	7.12%	3.30%	6.47%	5.88%	6.44%	4.60%	7.54%	7.23%	4.29%	5.84%	6.12%	7.57%	5.31%	6.74%	4.94%	4.38%	3.94%	5.08%	5.64%	5.30%	5.77%	4.67%	3.10%	4.76%	4.97%	5.11%	5.11%	5.93%	3.22%	6.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1776	39	65	54	35	53	44	48	47	42	47	63	42	47	34	41	38	26	67	63	55	54	29	22	34	38	45	28	33	57	36	61	33	30	23	58	58	52	40	48	46	1	0					
		3.88%	3.01%	4.97%	4.21%	2.70%	4.03%	4.39%	3.68%	3.13%	3.60%	3.28%	4.02%	2.72%	3.67%	2.87%	3.90%	3.10%	2.46%	6.29%	5.65%	5.16%	5.80%	2.52%	1.81%	2.52%	4.03%	4.74%	3.74%	3.14%	5.48%	3.89%	6.25%	3.36%	3.68%	3.58%	5.30%	5.87%	5.62%	3.29%	4.23%	2.96%	3.22%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3686	138	100	167	138	114	88	128	135	99	150	163	163	122	65	87	79	74	70	82	102	69	76	83	94	79	91	46	61	79	58	65	70	37	40	75	76	61	82	81	92	6	1					
		8.06%	10.68%	7.65%	13.04%	10.67%	8.66%	8.79%	9.83%	9.0%	8.49%	10.47%	10.41%	10.58%	9.54%	5.50%	8.28%	6.45%	7.01%	6.57%	7.36%	9.58%	7.41%	6.62%	6.86%	6.98%	8.39%	9.58%	6.14%	5.81%	7.60%	6.27%	6.66%	7.13%	4.54%	6.23%	6.85%	7.70%	6.60%	6.76%	7.14%	5.93%	19.35%	3.33%					
