Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Озинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756					
1	"Число избирателей, внесенных в списки избирателей"	16400	1019	1531	1090	574	967	1326	57	603	533	551	630	168	1027	729	776	185	531	120	612	823	476	477	539	502	554					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16593	1030	1545	1094	592	972	1335	59	605	542	555	634	172	1032	730	792	188	544	121	622	827	472	510	548	514	558					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9417	592	813	607	376	543	697	50	315	246	300	409	120	592	350	389	126	286	74	374	500	310	303	336	412	297					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1104	44	55	43	37	66	62	7	27	42	18	56	2	32	82	161	11	58	7	76	29	31	24	33	9	92					
6	Число погашенных избирательных бюллетеней	6072	394	677	444	179	363	576	2	263	254	237	169	50	408	298	242	51	200	40	172	298	131	183	179	93	169					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1104	44	55	43	37	66	62	7	27	42	18	56	2	32	82	161	11	58	7	76	29	31	24	33	9	92					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9417	592	813	607	376	543	697	50	315	246	300	409	120	592	350	389	126	286	74	374	500	310	303	336	412	297					
9	Число недействительных избирательных бюллетеней	238	7	20	9	10	13	11	1	10	12	13	3	2	21	33	7	2	6	0	20	10	5	9	4	6	4					
10	Число действительных избирательных бюллетеней	10283	629	848	641	403	596	748	56	332	276	305	462	120	603	399	543	135	338	81	430	519	336	318	365	415	385					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	279	16	16	16	12	14	23	0	12	5	10	12	5	15	12	13	5	10	5	14	12	8	12	12	8	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	174	7	16	13	12	12	20	0	6	1	5	2	1	13	2	10	0	8	1	14	6	2	8	9	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	28	3	2	7	3	2	3	0	1	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	105	9	0	3	0	2	3	0	6	4	5	10	4	2	10	3	5	2	4	0	6	6	4	3	7	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	1	6	3	1	3	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	208	10	11	11	6	12	12	0	3	3	6	7	0	5	12	19	2	6	2	22	3	6	13	17	8	12					
