Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Сковородинская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688					
1	"Число избирателей, внесенных в списки"	23356	723	2335	1273	2302	620	1631	2291	545	238	1836	739	338	402	724	361	782	536	1064	1121	1337	295	112	94	799	254	295	61	248					
2	"Число бюллетеней, полученных участковыми комиссиями"	22090	750	2100	1300	2200	600	1550	2200	500	250	1700	640	300	350	700	350	750	500	950	1000	1220	300	100	90	800	250	300	70	270					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	19	0	16					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10319	253	856	492	992	253	570	933	173	128	960	343	158	185	373	210	384	247	447	490	649	171	81	54	356	117	209	61	174					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	668	41	167	14	28	6	12	23	14	60	40	28	7	11	20	0	6	19	18	19	16	5	0	0	44	42	16	0	12					
6	Число погашенных бюллетеней	11033	456	1077	794	1180	341	968	1244	313	62	700	269	135	154	307	140	360	234	485	491	555	124	19	36	365	91	56	9	68					
7	Число бюллетеней в переносных ящиках для голосования	738	41	167	14	28	6	12	23	14	60	40	28	7	11	20	0	6	19	18	19	16	5	0	0	79	42	35	0	28					
8	Число бюллетеней в стационарных ящиках для голосования	10318	253	856	492	991	253	570	933	173	128	960	343	158	185	373	210	384	247	447	490	649	171	81	54	356	117	209	61	174					
9	Число недействительных бюллетеней	119	1	32	1	8	2	0	10	3	0	7	2	4	1	2	0	2	6	1	4	10	6	0	0	10	0	2	0	5					
10	Число действительных бюллетеней	10937	293	991	505	1011	257	582	946	184	188	993	369	161	195	391	210	388	260	464	505	655	170	81	54	425	159	242	61	197					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	191	5	10	10	10	10	10	15	5	5	10	5	5	5	5	5	5	5	5	10	10	5	4	4	10	5	5	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	51	0	3	3	2	5	0	6	0	2	5	1	0	0	5	1	0	1	2	3	3	1	0	0	6	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	48	0	3	3	2	2	12	1	0	6	4	1	0	1	1	1	5	2	0	0	3	0	1	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	140	5	7	7	8	5	10	9	5	3	5	4	5	5	0	4	5	4	3	7	7	4	4	4	4	3	5	3	5					
