Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Петропавловская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922					
1	"Число избирателей, внесенных в списки"	18929	980	930	542	1175	1321	1998	2520	480	1014	695	700	808	675	303	923	677	471	1023	615	796	98	185					
2	"Число бюллетеней, полученных участковыми комиссиями"	18610	950	900	500	1150	1300	2000	2500	490	1000	700	690	800	650	300	900	650	450	1000	600	800	90	190					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10210	558	548	249	606	688	1024	1414	253	611	402	380	444	413	171	458	371	249	489	305	400	53	124					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1871	107	64	114	173	91	101	96	70	76	65	118	91	69	50	125	107	99	47	73	84	12	39					
6	Число погашенных бюллетеней	6529	285	288	137	371	521	875	990	167	313	233	192	265	168	79	317	172	102	464	222	316	25	27					
7	Число бюллетеней в переносных ящиках для голосования	1871	107	64	114	173	91	101	96	70	76	65	118	91	69	50	125	107	99	47	73	84	12	39					
8	Число бюллетеней в стационарных ящиках для голосования	10210	558	548	249	606	688	1024	1414	253	611	402	380	444	413	171	458	371	249	489	305	400	53	124					
9	Число недействительных бюллетеней	150	9	0	6	0	10	14	4	3	4	6	11	7	10	3	10	11	7	17	5	9	2	2					
10	Число действительных бюллетеней	11931	656	612	357	779	769	1111	1506	320	683	461	487	528	472	218	573	467	341	519	373	475	63	161					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	9	6	5	8	7	15	15	5	7	6	6	7	6	5	5	5	7	6	6	8	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	28	0	0	2	3	1	7	3	0	3	2	2	0	1	0	3	0	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	0	0	1	1	2	3	9	0	1	2	4	0	0	1	2	0	0	3	2	1	1	0					
14	Число погашенных открепительных удостоверений	122	9	6	3	5	6	8	12	5	4	4	4	7	5	5	2	5	7	5	6	8	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	145	12	3	3	8	10	5	13	6	10	8	9	10	4	5	7	2	10	3	4	8	3	2					
		1.20%	1.80%	0.49%	0.82%	1.02%	1.28%	0.44%	0.86%	1.85%	1.45%	1.71%	1.80%	1.86%	0.82%	2.26%	1.20%	0.41%	2.87%	0.55%	1.05%	1.65%	4.61%	1.22%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	73	7	8	2	4	4	8	13	6	2	0	1	2	3	1	3	0	1	3	1	2	0	2					
		0.60%	1.05%	1.30%	0.55%	0.51%	0.51%	0.71%	0.86%	1.85%	0.29%	0.0%	0.20%	0.37%	0.62%	0.45%	0.51%	0.0%	0.28%	0.55%	0.26%	0.41%	0.0%	1.22%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	229	5	14	6	8	8	22	29	16	8	11	6	13	11	8	17	6	2	9	6	21	1	2					
		1.89%	0.75%	2.28%	1.65%	1.02%	1.02%	1.95%	1.92%	4.95%	1.16%	2.35%	1.20%	2.42%	2.28%	3.61%	2.91%	1.25%	0.57%	1.67%	1.58%	4.33%	1.53%	1.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	105	5	8	2	7	5	10	22	3	1	2	2	4	4	2	6	2	4	6	7	3	0	0					
		0.86%	0.75%	1.30%	0.55%	0.89%	0.64%	0.88%	1.45%	0.92%	0.14%	0.42%	0.40%	0.74%	0.82%	0.90%	1.02%	0.41%	1.14%	1.11%	1.85%	0.61%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	61	2	4	1	5	1	7	8	1	0	4	1	3	1	3	4	4	2	2	4	3	0	1					
		0.50%	0.30%	0.65%	0.27%	0.64%	0.12%	0.62%	0.52%	0.30%	0.0%	0.85%	0.20%	0.56%	0.20%	1.35%	0.68%	0.83%	0.57%	0.37%	1.05%	0.61%	0.0%	0.61%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	1	0	1	0	0	4	2	1	1	1	3	1	2	0	3	0	1	0	1	1	0	1					
		0.19%	0.15%	0.0%	0.27%	0.0%	0.0%	0.35%	0.13%	0.30%	0.14%	0.21%	0.60%	0.18%	0.41%	0.0%	0.51%	0.0%	0.28%	0.0%	0.26%	0.20%	0.0%	0.61%					
24	"7. ""Новый курс - Автомобильная Россия"""	107	10	1	7	5	4	16	16	5	4	2	5	3	6	2	1	4	4	4	5	1	0	2					
		0.88%	1.50%	0.16%	1.92%	0.64%	0.51%	1.42%	1.05%	1.54%	0.58%	0.42%	1.00%	0.56%	1.24%	0.90%	0.17%	0.83%	1.14%	0.74%	1.32%	0.20%	0.0%	1.22%					
25	"8. ""Народно-республиканская партия России"""	25	5	2	0	0	0	2	1	0	0	5	2	2	1	0	1	0	0	2	0	0	2	0					
		0.20%	0.75%	0.32%	0.0%	0.0%	0.0%	0.17%	0.06%	0.0%	0.0%	1.07%	0.40%	0.37%	0.20%	0.0%	0.17%	0.0%	0.0%	0.37%	0.0%	0.0%	3.07%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	0	0	0	3	3	1	6	3	0	0	0	1	0	0	2	0	0	0	1	0	0	0					
		0.16%	0.0%	0.0%	0.0%	0.38%	0.38%	0.08%	0.39%	0.92%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%					
