Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Агульская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	6144	126	142	173	460	298	274	335	224	200	734	1426	394	440	349	298	15	178	40	38									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6000	120	130	160	460	290	270	330	220	190	720	1400	390	430	340	290	15	170	40	35									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5678	112	125	149	431	276	247	312	212	184	691	1347	362	407	323	259	11	162	36	32									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	15	0	0	0	0	2	0	1	0	0	4	6	2	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	307	8	5	11	29	12	23	17	8	6	25	47	26	23	17	31	4	8	4	3									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	15	0	0	0	0	2	0	1	0	0	4	6	2	0	0	0	0	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5678	112	125	149	431	276	247	312	212	184	691	1347	362	407	323	259	11	162	36	32									
9	Число недействительных избирательных бюллетеней	37	2	2	3	3	3	1	3	2	2	0	3	4	1	2	3	1	0	1	1									
10	Число действительных избирательных бюллетеней	5656	110	123	146	428	275	246	310	210	182	695	1350	360	406	321	256	10	162	35	31									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	60	2	2	2	3	3	2	3	2	2	10	13	3	3	3	2	1	2	1	1									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	100	19	0	0	22	0	0	0	0	4	5	31	0	17	0	0	2	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	60	2	2	2	3	3	2	3	2	2	10	13	3	3	3	2	1	2	1	1									
