Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Лениногорская городская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825					
1	"Число избирателей, внесенных в списки избирателей"	48478	626	1021	1124	1536	1206	849	1537	2384	2501	2126	2219	2205	2319	2256	2135	2326	2428	2364	2249	2400	2293	2373	2230	1088	2204	479					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48121	614	995	1131	1508	1140	835	1520	2336	2458	2098	2404	2171	2286	2259	2095	2306	2374	2357	2220	2385	2313	2389	2215	1050	2162	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	37363	486	796	828	1223	915	622	1211	1631	1912	1689	2118	1802	1612	1546	1572	1839	1890	1845	1680	1932	1916	1876	1750	858	1335	479					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1323	28	11	60	54	74	24	19	32	78	94	101	33	56	96	72	39	45	42	48	24	34	27	78	30	124	0					
6	Число погашенных избирательных бюллетеней	9435	100	188	243	231	151	189	290	673	468	315	185	336	618	617	451	428	439	470	492	429	363	486	387	162	703	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1323	28	11	60	54	74	24	19	32	78	94	101	33	56	96	72	39	45	42	48	24	34	27	78	30	124	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37363	486	796	828	1223	915	622	1211	1631	1912	1689	2118	1802	1612	1546	1572	1839	1890	1845	1680	1932	1916	1876	1750	858	1335	479					
9	Число недействительных избирательных бюллетеней	584	52	16	6	87	89	0	0	27	9	2	1	2	0	5	9	54	0	2	17	4	21	18	15	0	148	0					
10	Число действительных избирательных бюллетеней	38102	462	791	882	1190	900	646	1230	1636	1981	1781	2218	1833	1668	1637	1635	1824	1935	1885	1711	1952	1929	1885	1813	888	1311	479					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1031	30	30	30	40	30	30	40	35	40	40	50	60	55	40	30	30	70	45	40	40	40	56	60	30	40	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	816	3	8	7	34	24	25	33	32	30	37	45	59	43	37	27	25	59	45	34	33	34	45	52	17	28	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	213	2	4	3	6	4	6	8	11	8	13	14	20	14	15	2	8	12	8	9	13	3	7	6	3	14	0					
14	Число погашенных неиспользованных открепительных удостоверений	215	27	22	23	6	6	5	7	3	10	3	5	1	12	3	3	5	11	0	6	7	6	11	8	13	12	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	0	2	0	0	0	0	1	1	4	3	1	1	0	1	2	2	4	6	1	2	1	1	1	0	6	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	264	0	8	8	3	15	15	14	37	6	7	0	1	0	8	1	5	5	10	17	10	18	38	32	0	6	0					
		0.68%	0.00%	0.99%	0.90%	0.23%	1.52%	2.32%	1.14%	2.22%	0.30%	0.39%	0.00%	0.05%	0.00%	0.49%	0.06%	0.27%	0.26%	0.53%	0.98%	0.51%	0.92%	1.99%	1.75%	0.00%	0.41%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	104	2	3	9	0	2	0	12	7	2	1	0	10	8	7	1	8	2	3	5	2	6	10	3	0	1	0					
		0.27%	0.39%	0.37%	1.01%	0.00%	0.20%	0.00%	0.98%	0.42%	0.10%	0.06%	0.00%	0.54%	0.48%	0.43%	0.06%	0.43%	0.10%	0.16%	0.29%	0.10%	0.31%	0.53%	0.16%	0.00%	0.07%	0.00%					
20	3.Политическая партия «Демократическая партия России»	35	0	0	1	0	1	0	0	3	3	0	1	1	3	0	2	4	0	0	1	1	7	1	0	0	6	0					
		0.09%	0.00%	0.00%	0.11%	0.00%	0.10%	0.00%	0.00%	0.18%	0.15%	0.00%	0.05%	0.05%	0.18%	0.00%	0.12%	0.21%	0.00%	0.00%	0.06%	0.05%	0.36%	0.05%	0.00%	0.00%	0.41%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2098	15	23	5	75	25	32	32	210	176	36	262	81	48	67	64	39	138	70	186	94	57	27	97	37	181	21					
		5.42%	2.92%	2.85%	0.56%	5.87%	2.53%	4.95%	2.60%	12.63%	8.84%	2.02%	11.81%	4.41%	2.88%	4.08%	3.89%	2.08%	7.13%	3.71%	10.76%	4.81%	2.92%	1.42%	5.31%	4.17%	12.41%	4.38%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	100	1	0	4	0	4	3	2	12	3	1	1	0	3	5	2	10	0	6	7	1	17	4	10	0	4	0					
		0.26%	0.19%	0.00%	0.45%	0.00%	0.40%	0.46%	0.16%	0.72%	0.15%	0.06%	0.05%	0.00%	0.18%	0.30%	0.12%	0.53%	0.00%	0.32%	0.41%	0.05%	0.87%	0.21%	0.55%	0.00%	0.27%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	50	0	3	3	0	2	0	5	2	0	2	0	0	1	1	3	4	2	0	2	0	4	7	2	0	7	0					
		0.13%	0.00%	0.37%	0.34%	0.00%	0.20%	0.00%	0.41%	0.12%	0.00%	0.11%	0.00%	0.00%	0.06%	0.06%	0.18%	0.21%	0.10%	0.00%	0.12%	0.00%	0.21%	0.37%	0.11%	0.00%	0.48%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	653	10	12	8	5	7	6	14	72	5	46	8	33	39	21	15	33	11	25	66	65	39	13	54	17	19	10					
		1.69%	1.95%	1.49%	0.90%	0.39%	0.71%	0.93%	1.14%	4.33%	0.25%	2.58%	0.36%	1.80%	2.34%	1.28%	0.91%	1.76%	0.57%	1.32%	3.82%	3.32%	2.00%	0.68%	2.95%	1.91%	1.30%	2.09%					
