Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Лениногорская городская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818					
1	"Число избирателей, внесенных в список избирателей"	49853	1438	1243	1625	1282	984	1694	2444	2525	2199	2314	2581	2205	2230	2126	2322	2736	2558	2700	2444	2643	2732	1877	2550	401					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50750	1430	1247	1638	1292	999	1737	2505	2588	2230	2368	2628	2249	2263	2155	2394	2794	2602	2754	2507	2693	2775	1918	2583	401					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	40419	1345	1023	1381	905	780	1431	2051	2101	1795	1880	2066	1701	1242	1956	1806	2241	1977	2416	2266	2099	2097	1509	1950	401					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1337	27	41	40	141	89	9	29	59	80	97	52	71	70	62	49	34	74	31	18	32	68	31	133	0					
6	Число погашенных избирательных бюллетеней	8994	58	183	217	246	130	297	425	428	355	391	510	477	951	137	539	519	551	307	223	562	610	378	500	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1337	27	41	40	141	89	9	29	59	80	97	52	71	70	62	49	34	74	31	18	32	68	31	133	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	40418	1345	1023	1381	905	780	1431	2051	2101	1795	1879	2066	1701	1242	1956	1806	2241	1977	2416	2266	2099	2097	1509	1950	401					
9	Число недействительных избирательных бюллетеней	434	6	11	79	56	3	13	26	17	23	16	0	0	16	22	29	27	33	18	0	12	11	0	16	0					
10	Число действительных избирательных бюллетеней	41321	1366	1053	1342	990	866	1427	2054	2143	1852	1960	2118	1772	1296	1996	1826	2248	2018	2429	2284	2119	2154	1540	2067	401					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	840	30	30	30	30	30	30	30	60	30	30	60	30	30	30	30	60	30	30	60	30	30	60	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	538	12	5	13	14	13	30	26	34	18	23	41	28	20	16	17	40	23	26	38	22	27	30	22	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	168	2	11	3	0	7	9	2	7	11	7	12	3	15	8	4	6	3	16	12	10	9	4	7	0					
14	Число погашенных неиспользованных открепительных удостоверений	302	18	25	17	16	17	0	4	26	12	7	19	2	10	14	13	20	7	4	22	8	3	30	8	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	0	0	4	1	0	0	3	4	1	3	4	2	2	1	5	5	4	2	1	0	4	3	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
