Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Назрановская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	53690	1483	2002	1579	825	1533	2205	1915	2001	2087	2016	1802	2333	2283	2484	1608	1945	94	1681	2366	2717	2744	1820	1518	2021	1614	1833	1990	1932	1259									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50940	1435	1900	1521	760	1480	2105	1824	1900	1950	1915	1890	2107	2155	2190	1547	1850	94	1613	2230	2546	2540	1738	1466	1919	1553	1750	1890	1839	1233									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	43790	1186	1567	1259	672	1326	1820	1479	1700	1847	1766	1411	1863	1905	2017	1313	1552	84	1373	1899	2060	2174	1480	1331	1892	1302	1466	1538	1499	1009									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	97	0	0	2	11	0	0	61	3	0	0	0	1	3	2	0	9	0	1	0	0	0	2	0	0	0	0	1	0	1									
6	Число погашенных избирательных бюллетеней	7053	249	333	260	77	154	285	284	197	103	149	479	243	247	171	234	289	10	239	331	486	366	256	135	27	251	284	351	340	223									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	97	0	0	2	11	0	0	61	3	0	0	0	1	3	2	0	9	0	1	0	0	0	2	0	0	0	0	1	0	1									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	43790	1186	1567	1259	672	1326	1820	1479	1700	1847	1766	1411	1863	1905	2017	1313	1552	84	1373	1899	2060	2174	1480	1331	1892	1302	1466	1538	1499	1009									
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	43887	1186	1567	1261	683	1326	1820	1540	1703	1847	1766	1411	1864	1908	2019	1313	1561	84	1374	1899	2060	2174	1482	1331	1892	1302	1466	1539	1499	1010									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	232	7	9	7	3	7	9	9	9	9	9	9	9	9	9	7	9	2	7	9	10	10	9	7	9	7	9	9	9	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	26	0	0	0	0	0	1	0	1	0	1	0	2	2	0	2	4	0	0	1	1	3	1	0	2	0	2	3	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	8	0	0	2	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
