Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Заринская городская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385					
1	"Число избирателей, внесенных в списки избирателей"	40645	2967	2881	2183	2354	2584	2174	2287	2253	2811	2549	1625	1901	1817	2336	1220	2612	2933	1158					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40100	2900	2900	2200	2300	2600	2200	2300	2300	2800	2500	1600	1900	1700	2300	1200	2500	2800	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23412	1825	1744	1380	1442	1273	1372	1474	1480	1758	1552	968	1207	860	1117	641	1209	1545	565					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1153	118	99	48	28	65	44	43	28	61	76	34	20	85	97	61	63	85	98					
6	Число погашенных избирательных бюллетеней	15535	957	1057	772	830	1262	784	783	792	981	872	598	673	755	1086	498	1228	1170	437					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1153	118	99	48	28	65	44	43	28	61	76	34	20	85	97	61	63	85	98					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23406	1825	1744	1379	1439	1273	1372	1473	1480	1758	1552	968	1207	860	1117	641	1209	1545	564					
9	Число недействительных избирательных бюллетеней	204	12	12	15	18	6	18	15	16	12	16	9	9	6	10	3	6	16	5					
10	Число действительных избирательных бюллетеней	24355	1931	1831	1412	1449	1332	1398	1501	1492	1807	1612	993	1218	939	1204	699	1266	1614	657					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	21	29	21	25	30	19	25	30	25	30	18	22	9	20	10	17	35	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	374	20	29	19	25	30	18	25	30	23	30	18	18	6	20	7	17	33	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	308	31	19	9	18	10	14	27	13	18	22	14	22	11	16	10	13	33	8					
14	Число погашенных неиспользованных открепительных удостоверений	21	1	0	2	0	0	1	0	0	2	0	0	4	3	0	3	0	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
