Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Ковровская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662					
1	"Число избирателей, внесенных в список"	24873	676	215	230	1830	943	3299	308	187	415	410	834	318	386	1058	177	210	731	356	207	1215	446	182	413	391	646	929	466	646	486	1006	629	1372	1622	1634					
2	Число полученных избирательных бюллетеней	23210	650	200	200	1700	900	3000	300	180	400	400	800	300	270	1000	160	200	700	320	200	1200	400	170	350	360	600	900	450	600	450	1000	600	1250	1500	1500					
3	"Число избирательных бюллетеней, выданных  досрочно"	229	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13948	396	108	153	902	437	2498	142	105	207	211	524	215	237	370	132	88	474	89	56	700	246	43	253	204	385	584	194	198	285	728	403	707	840	834					
5	"Число избирательных бюллетеней, выданных вне помещения"	2347	94	68	14	99	93	19	91	36	88	46	58	0	28	219	15	49	30	138	71	47	44	71	20	73	69	25	120	283	76	35	22	71	92	43					
6	Число погашенных избирательных бюллетеней	6686	160	24	33	699	370	254	67	39	105	143	218	85	5	411	13	63	196	93	73	453	110	56	77	83	146	291	136	119	89	237	175	472	568	623					
7	Число избирательных бюллетеней в переносных ящиках	2576	94	68	14	99	93	248	91	36	88	46	58	0	28	219	15	49	30	138	71	47	44	71	20	73	69	25	120	283	76	35	22	71	92	43					
8	Число бюллетеней в стационарных ящиках для голосования	13946	396	108	153	902	437	2497	142	105	207	211	524	215	237	370	132	88	474	89	56	700	246	43	253	204	385	584	194	198	285	728	403	706	840	834					
9	Число недействительных избирательных бюллетеней	108	9	1	0	4	4	2	1	0	3	5	8	2	1	4	1	0	1	3	1	7	0	0	2	1	8	0	2	0	2	3	2	12	9	10					
10	Число действительных избирательных бюллетеней	16414	481	175	167	997	526	2743	232	141	292	252	574	213	264	585	146	137	503	224	126	740	290	114	271	276	446	609	312	481	359	760	423	765	923	867					
11	Число полученных открепительных  удостоверений	398	6	6	4	6	10	150	6	10	6	4	6	2	4	10	4	4	10	6	6	10	6	4	6	6	6	10	6	6	6	6	6	20	20	20					
12	Число выданных открепительных удостоверений	166	0	0	2	6	3	109	2	8	2	0	0	0	1	5	2	1	3	0	0	4	0	0	3	3	1	1	0	0	0	0	3	4	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	214	3	3	7	7	6	33	2	1	7	8	4	0	46	4	1	10	3	2	0	2	6	2	19	4	4	2	3	5	3	2	1	3	7	4					
14	Число неиспользованных открепительных удостоверений	232	6	6	2	0	7	41	4	2	4	4	6	2	3	5	2	3	7	6	6	6	6	4	3	3	5	9	6	6	6	6	3	16	19	18					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	445	19	1	1	37	17	18	2	3	12	11	15	2	23	13	3	2	12	5	2	39	10	1	4	6	10	22	6	7	3	17	6	43	31	42					
		2.69%	3.88%	0.57%	0.60%	3.70%	3.21%	0.66%	0.86%	2.13%	4.07%	4.28%	2.58%	0.93%	8.68%	2.21%	2.04%	1.46%	2.38%	2.20%	1.57%	5.22%	3.45%	0.88%	1.47%	2.17%	2.20%	3.61%	1.91%	1.46%	0.83%	2.23%	1.41%	5.53%	3.33%	4.79%					
19	. Малышкин Олег Александрович	429	18	3	9	28	9	67	1	5	5	3	13	0	7	17	5	2	11	3	6	25	6	1	4	9	9	29	10	10	11	25	14	16	34	14					
