Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Бокситогорская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44					
1	"Число избирателей, внесенных в списки избирателей"	45632	2414	2539	2133	2705	2425	2438	176	2338	2293	2343	2410	2278	2290	2511	2466	1171	355	1305	401	338	186	811	129	85	480	1380	130	492	578	427	150	101	170	545	86	158	611	267	305	53	43	677	98	341					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44591	2400	2377	2200	2739	2450	2300	180	2320	2280	2280	2380	2230	2140	2240	2430	1110	340	1226	390	350	160	810	120	80	485	1319	135	505	560	430	150	90	170	530	90	155	620	280	330	50	50	675	90	345					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23160	1299	1395	992	1392	1151	1171	72	1303	1294	1356	1256	1262	1116	1279	1298	568	163	655	141	178	88	425	14	29	204	687	41	267	224	188	81	79	52	260	23	92	266	87	163	24	27	325	28	145					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2771	76	61	81	51	51	190	22	68	50	80	44	51	137	34	57	111	43	122	83	76	42	78	72	33	35	42	37	59	61	69	16	9	69	96	46	47	123	75	69	24	13	81	38	49					
6	Число погашенных избирательных бюллетеней	18650	1025	921	1127	1296	1248	939	86	949	936	844	1080	917	887	927	1075	431	134	449	166	96	30	297	34	18	246	590	57	179	275	173	53	2	49	174	21	16	231	118	98	2	10	269	24	151					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2771	76	61	81	51	51	190	22	68	50	80	44	51	137	34	57	111	43	122	83	76	42	78	72	33	35	42	37	59	61	69	16	9	69	96	46	47	123	75	69	24	13	81	38	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23157	1299	1395	992	1392	1151	1171	72	1303	1294	1354	1256	1262	1115	1279	1298	568	163	655	141	178	88	425	14	29	204	687	41	267	224	188	81	79	52	260	23	92	266	87	163	24	27	325	28	145					
9	Число недействительных избирательных бюллетеней	192	27	16	14	16	14	9	0	12	9	8	4	11	9	9	5	1	1	4	0	0	0	1	0	0	0	8	0	1	1	0	0	0	0	1	0	0	3	1	1	0	0	4	0	2					
10	Число действительных избирательных бюллетеней	25736	1348	1440	1059	1427	1188	1352	94	1359	1335	1426	1296	1302	1243	1304	1350	678	205	773	224	254	130	502	86	62	239	721	78	325	284	257	97	88	121	355	69	139	386	161	231	48	40	402	66	192					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	831	40	36	37	40	43	41	5	42	40	42	42	42	40	55	34	21	6	22	7	20	3	20	0	2	8	24	4	10	11	8	3	2	4	11	3	4	11	5	16	2	2	16	3	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	527	20	26	20	27	23	21	1	31	28	24	27	34	27	46	25	8	1	12	2	18	0	18	0	1	1	20	4	10	3	1	0	0	2	3	0	0	6	4	12	0	0	16	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	363	18	5	8	5	14	7	4	11	9	46	12	13	24	7	23	11	6	7	8	0	13	7	6	4	2	7	2	3	6	4	2	2	1	4	2	3	9	6	4	6	1	15	12	4					
14	Число погашенных неиспользованных открепительных удостоверений	304	20	10	17	13	20	20	4	11	12	18	15	8	13	9	9	13	5	10	5	2	3	2	0	1	7	4	0	0	8	7	3	2	2	8	3	4	5	1	4	2	2	0	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	4	0	0	1	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	644	38	38	23	51	35	48	0	32	45	33	29	24	22	33	17	7	8	27	5	12	0	16	0	2	5	18	2	13	4	4	0	0	3	25	1	2	7	0	6	1	0	6	1	1					
		2.48%	2.76%	2.61%	2.14%	3.53%	2.91%	3.53%	0.00%	2.33%	3.35%	2.30%	2.23%	1.83%	1.76%	2.51%	1.25%	1.03%	3.88%	3.47%	2.23%	4.72%	0.00%	3.18%	0.00%	3.23%	2.09%	2.47%	2.56%	3.99%	1.40%	1.56%	0.00%	0.00%	2.48%	7.02%	1.45%	1.44%	1.80%	0.00%	2.59%	2.08%	0.00%	1.48%	1.52%	0.52%					
19	2.Всероссийская политическая партия «Гражданская Сила»	168	13	12	8	13	6	12	0	12	10	5	11	13	11	6	9	2	3	7	1	2	0	1	0	0	1	1	0	2	1	1	0	0	0	1	0	0	2	0	0	0	0	1	0	1					
		0.65%	0.95%	0.82%	0.75%	0.90%	0.50%	0.88%	0.00%	0.88%	0.74%	0.35%	0.85%	0.99%	0.88%	0.46%	0.66%	0.29%	1.46%	0.90%	0.45%	0.79%	0.00%	0.20%	0.00%	0.00%	0.42%	0.14%	0.00%	0.61%	0.35%	0.39%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.52%					
20	3.Политическая партия «Демократическая партия России»	17	3	1	0	0	1	1	0	0	1	1	0	4	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.22%	0.07%	0.00%	0.00%	0.08%	0.07%	0.00%	0.00%	0.07%	0.07%	0.00%	0.30%	0.00%	0.08%	0.15%	0.15%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2162	182	161	123	138	127	160	1	104	107	129	57	98	98	80	92	47	21	69	8	11	16	38	6	1	17	63	4	22	24	19	6	3	10	33	6	7	26	7	1	1	0	23	4	12					
		8.34%	13.24%	11.06%	11.46%	9.56%	10.57%	11.76%	1.06%	7.59%	7.96%	8.99%	4.38%	7.46%	7.83%	6.09%	6.79%	6.92%	10.19%	8.88%	3.57%	4.33%	12.31%	7.55%	6.98%	1.61%	7.11%	8.64%	5.13%	6.75%	8.42%	7.39%	6.19%	3.41%	8.26%	9.27%	8.70%	5.04%	6.68%	4.32%	0.43%	2.08%	0.00%	5.67%	6.06%	6.19%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	203	16	10	14	18	14	18	0	22	15	19	13	7	12	3	9	3	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0					
		0.78%	1.16%	0.69%	1.30%	1.25%	1.16%	1.32%	0.00%	1.60%	1.12%	1.32%	1.00%	0.53%	0.96%	0.23%	0.66%	0.44%	0.00%	0.13%	0.45%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	29	0	1	2	0	4	3	0	3	0	0	2	0	3	2	2	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.11%	0.00%	0.07%	0.19%	0.00%	0.33%	0.22%	0.00%	0.22%	0.00%	0.00%	0.15%	0.00%	0.24%	0.15%	0.15%	0.15%	0.00%	0.13%	0.45%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2278	112	149	85	123	78	116	9	132	138	120	160	130	99	155	142	51	8	45	17	21	8	45	2	2	12	55	9	32	7	14	11	16	6	26	7	18	19	25	12	0	0	41	8	13					
		8.79%	8.15%	10.23%	7.92%	8.52%	6.49%	8.52%	9.57%	9.63%	10.27%	8.37%	12.31%	9.90%	7.91%	11.81%	10.48%	7.51%	3.88%	5.79%	7.59%	8.27%	6.15%	8.95%	2.33%	3.23%	5.02%	7.54%	11.54%	9.82%	2.46%	5.45%	11.34%	18.18%	4.96%	7.30%	10.14%	12.95%	4.88%	15.43%	5.17%	0.00%	0.00%	10.10%	12.12%	6.70%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3676	192	165	160	210	175	196	22	217	259	211	251	243	182	214	223	68	25	84	14	22	11	69	5	5	30	100	5	19	17	20	6	4	4	47	7	26	50	11	10	1	0	67	4	25					
		14.18%	13.96%	11.33%	14.91%	14.55%	14.56%	14.40%	23.40%	15.83%	19.27%	14.71%	19.31%	18.51%	14.54%	16.30%	16.46%	10.01%	12.14%	10.81%	6.25%	8.66%	8.46%	13.72%	5.81%	8.06%	12.55%	13.72%	6.41%	5.83%	5.96%	7.78%	6.19%	4.55%	3.31%	13.20%	10.14%	18.71%	12.85%	6.79%	4.31%	2.08%	0.00%	16.50%	6.06%	12.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	168	4	3	5	14	11	11	1	8	3	15	11	11	8	9	8	6	0	8	0	0	2	1	0	0	4	3	1	1	3	2	2	1	2	1	0	0	2	0	2	2	0	2	0	1					
		0.65%	0.29%	0.21%	0.47%	0.97%	0.92%	0.81%	1.06%	0.58%	0.22%	1.05%	0.85%	0.84%	0.64%	0.69%	0.59%	0.88%	0.00%	1.03%	0.00%	0.00%	1.54%	0.20%	0.00%	0.00%	1.67%	0.41%	1.28%	0.31%	1.05%	0.78%	2.06%	1.14%	1.65%	0.28%	0.00%	0.00%	0.51%	0.00%	0.86%	4.17%	0.00%	0.49%	0.00%	0.52%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16182	772	883	629	846	727	766	60	821	749	883	745	764	796	788	835	491	136	526	173	184	92	327	73	52	170	474	56	234	225	197	71	62	96	222	48	85	280	117	200	43	40	257	49	138					
