Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Выселковская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840					
1	"Число избирателей, внесенных в списки избирателей"	45129	1552	642	481	596	480	1452	1631	1963	438	1245	1007	320	1370	1630	2278	1046	1487	2436	2376	552	369	2128	1642	312	361	799	960	906	1304	1010	193	829	232	578	1901	1342	1426	1617	889	1349					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	45245	1540	630	510	610	500	1490	1630	1890	430	1240	980	320	1780	1600	2080	1060	1460	2390	2370	530	365	2000	1630	300	360	820	1010	890	1310	1010	190	900	240	580	1980	1400	1400	1600	900	1320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32574	1256	527	283	399	385	911	1054	1283	264	890	811	230	1268	971	1661	793	1063	1652	1759	338	215	1581	983	253	283	686	786	706	1042	860	164	537	199	377	1491	989	972	1090	719	843					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3804	109	18	100	96	33	309	104	75	65	162	53	50	102	223	288	77	190	107	138	166	100	31	240	31	24	16	43	23	43	18	10	190	14	100	95	35	88	82	64	92					
6	Число погашенных избирательных бюллетеней	8867	175	85	127	115	82	270	472	532	101	188	116	40	410	406	131	190	207	631	473	26	50	388	407	16	53	118	181	161	225	132	16	173	27	103	394	376	340	428	117	385					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3804	109	18	100	96	33	309	104	75	65	162	53	50	102	223	288	77	190	107	138	166	100	31	240	31	24	16	43	23	43	18	10	190	14	100	95	35	88	82	64	92					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32565	1256	527	283	399	385	911	1054	1283	264	890	811	230	1268	971	1661	793	1063	1652	1759	338	215	1577	978	253	283	686	786	706	1042	860	164	537	199	377	1491	989	972	1090	719	843					
9	Число недействительных избирательных бюллетеней	497	5	1	10	3	0	9	15	24	8	11	4	12	25	29	23	10	11	29	11	5	4	23	18	3	4	14	14	9	17	16	4	0	2	17	22	21	11	24	20	9					
10	Число действительных избирательных бюллетеней	35872	1360	544	373	492	418	1211	1143	1334	321	1041	860	268	1345	1165	1926	860	1242	1730	1886	499	311	1585	1200	281	303	688	815	720	1068	862	170	727	211	460	1564	1003	1049	1148	763	926					
