Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Сосновская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166					
1	"Число избирателей, внесенных в списки избирателей"	44745	141	746	88	223	504	249	698	824	984	2117	2064	2141	908	446	2077	1601	112	310	2156	604	339	373	385	470	507	192	176	1807	349	1828	1991	487	585	1655	415	333	256	231	971	1413	971	342	1389	1395	702	335	2859	1295	618	528	218	337					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40000	130	600	80	200	400	200	600	700	800	2000	2000	2000	780	400	2000	1300	100	300	2000	550	300	300	300	400	450	190	170	1500	300	2000	2000	450	500	1300	400	300	250	200	800	1200	800	300	1300	1200	600	300	2500	1050	500	500	200	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26334	63	467	66	155	319	136	434	482	577	1185	1084	1306	421	275	1166	840	66	192	1262	359	177	202	249	338	271	160	112	1135	187	1220	1315	284	344	1120	296	237	169	154	638	835	423	184	806	825	463	202	1776	579	275	231	88	184					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1405	1	16	1	5	20	19	21	23	35	46	52	54	38	15	61	55	8	0	49	19	38	39	38	11	24	0	0	42	0	15	12	14	9	26	6	6	14	13	34	40	28	23	40	106	24	6	171	14	20	27	2	25					
6	Число погашенных избирательных бюллетеней	12261	66	117	13	40	61	45	145	195	188	769	864	640	321	110	773	405	26	108	689	172	85	59	13	51	155	30	58	323	113	765	673	152	147	154	98	57	67	33	128	325	349	93	454	269	113	92	553	457	205	242	110	91					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1405	1	16	1	5	20	19	21	23	35	46	52	54	38	15	61	55	8	0	49	19	38	39	38	11	24	0	0	42	0	15	12	14	9	26	6	6	14	13	34	40	28	23	40	106	24	6	171	14	20	27	2	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26327	63	467	66	155	318	136	434	482	577	1185	1084	1304	421	275	1166	839	66	192	1262	359	177	202	249	338	271	160	112	1135	187	1219	1315	284	344	1120	296	237	169	154	638	835	423	184	806	823	463	202	1776	579	275	231	88	184					
9	Число недействительных избирательных бюллетеней	330	3	3	0	7	4	2	10	5	5	15	11	10	10	5	5	9	2	2	14	1	0	1	8	6	5	0	1	24	0	13	0	2	6	15	5	4	8	4	7	10	4	24	8	13	10	1	10	7	5	1	1	4					
10	Число действительных избирательных бюллетеней	27402	61	480	67	153	334	153	445	500	607	1216	1125	1348	449	285	1222	885	72	190	1297	377	215	240	279	343	290	160	111	1153	187	1221	1327	296	347	1131	297	239	175	163	665	865	447	183	838	916	477	207	1937	586	290	257	89	205					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1518	3	10	3	5	5	5	16	5	9	78	50	75	25	36	100	40	0	12	26	25	5	5	5	5	20	5	10	35	20	310	209	30	35	56	15	19	10	3	50	10	9	9	40	10	5	5	25	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1386	2	10	1	5	5	5	14	5	9	71	48	67	18	34	89	35	0	12	26	24	5	4	3	5	18	1	6	28	20	297	209	24	23	52	15	13	8	0	50	10	9	9	37	8	5	2	25	9	1	5	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	386	0	6	5	1	3	4	4	16	2	17	5	10	8	7	23	8	4	6	11	4	7	2	1	4	6	2	3	14	5	17	52	0	2	6	4	6	0	5	6	12	7	3	17	8	6	8	19	4	0	5	1	10					
14	Число погашенных неиспользованных открепительных удостоверений	132	1	0	2	0	0	0	2	0	0	7	2	8	7	2	11	5	0	0	0	1	0	1	2	0	2	4	4	7	0	13	0	6	12	4	0	6	2	3	0	0	0	0	3	2	0	3	0	1	4	0	1	4					
