Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Сосновская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2245					
1	"Число избирателей, внесенных в список избирателей"	46990	163	780	128	237	532	258	704	900	1028	2480	2199	2463	947	430	2109	1614	102	119	2215	628	329	430	385	322	533	203	173	1802	359	2285	2061	521	643	1713	435	330	263	235	1024	1480	951	353	1386	1436	698	391	2232	2034	638	581	253	326	149					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46500	150	750	100	250	550	250	750	850	1000	2400	2100	2400	950	400	2150	1650	100	120	2200	600	300	400	400	350	550	200	180	1800	350	2250	2100	550	650	1750	450	350	250	250	1000	1400	950	350	1450	1450	750	350	2100	2000	600	550	250	300	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23348	60	607	87	163	345	130	428	435	550	1100	961	1176	423	210	1169	797	74	54	1153	285	147	225	168	229	255	125	80	821	137	1192	1109	207	295	817	259	227	124	116	558	899	607	160	736	547	333	215	1053	605	204	211	85	289	106					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2170	12	37	1	7	30	31	26	71	24	43	40	43	80	6	83	66	10	18	52	28	62	62	126	9	19	11	21	53	11	25	23	33	8	48	20	20	25	19	48	49	47	32	62	163	35	39	43	271	15	34	13	11	5					
6	Число погашенных избирательных бюллетеней	20972	78	106	12	80	175	89	296	344	426	1257	1099	1181	447	184	898	787	16	48	994	287	91	113	106	112	276	64	79	926	202	1033	968	310	347	885	171	103	101	115	394	452	296	158	652	740	382	96	995	1124	381	305	152	0	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2170	12	37	1	7	30	31	26	71	24	43	40	43	80	6	83	66	10	18	52	28	62	62	126	9	19	11	21	53	11	25	23	33	8	48	20	20	25	19	48	49	47	32	62	163	35	39	43	271	15	34	13	11	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23327	60	607	87	163	345	130	428	435	550	1099	961	1176	423	210	1169	797	74	54	1153	285	147	225	168	229	255	125	80	821	137	1190	1107	207	295	816	259	227	124	116	558	899	607	160	736	547	333	215	1044	605	198	211	85	289	106					
9	Число недействительных избирательных бюллетеней	416	4	6	0	1	4	2	14	6	11	19	23	15	6	4	19	17	0	0	19	4	1	5	7	5	5	4	0	19	3	11	13	3	4	13	7	6	1	8	8	15	10	1	17	26	7	1	21	9	6	4	0	0	2					
10	Число действительных избирательных бюллетеней	25081	68	638	88	169	371	159	440	500	563	1123	978	1204	497	212	1233	846	84	72	1186	309	208	282	287	233	269	132	101	855	145	1204	1117	237	299	851	272	241	148	127	598	933	644	191	781	684	361	253	1066	867	207	241	98	300	109					
