Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Краснобаковская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15512	893	1595	1161	1014	1323	359	1290	1391	1413	321	412	245	925	187	282	651	133	408	412	1097									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14800	800	1500	1000	1000	1200	360	1200	1400	1400	320	430	250	900	180	290	640	130	400	400	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7159	296	700	547	482	764	136	514	446	901	131	215	118	606	110	118	228	56	205	207	379									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1602	87	83	125	75	26	30	27	222	152	57	91	51	13	5	66	171	14	131	83	93									
6	Число погашенных избирательных бюллетеней	6039	417	717	328	443	410	194	659	732	347	132	124	81	281	65	106	241	60	64	110	528									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1602	87	83	125	75	26	30	27	222	152	57	91	51	13	5	66	171	14	131	83	93									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7159	296	700	547	482	764	136	514	446	901	131	215	118	606	110	118	228	56	205	207	379									
9	Число недействительных избирательных бюллетеней	99	11	6	8	4	7	1	13	13	8	3	1	1	13	3	3	1	0	0	1	2									
10	Число действительных избирательных бюллетеней	8662	372	777	664	553	783	165	528	655	1045	185	305	168	606	112	181	398	70	336	289	470									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	335	18	26	26	23	30	10	23	23	24	10	20	12	22	5	15	10	3	8	12	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	266	17	26	26	17	26	4	11	23	24	10	20	12	20	5	15	4	1	0	2	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	155	16	6	5	11	10	4	15	9	4	2	3	2	42	7	3	3	3	3	3	4									
14	Число погашенных неиспользованных открепительных удостоверений	69	1	0	0	6	4	6	12	0	0	0	0	0	2	0	0	6	2	8	10	12									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	2	2	0	1	0	4	0	0	1	0	0	0	3	0	0	1	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	73	5	9	8	3	5	5	6	5	4	4	0	1	4	1	2	6	1	0	0	4									
		0.83%	1.31%	1.15%	1.19%	0.54%	0.63%	3.01%	1.11%	0.75%	0.38%	2.13%	0.00%	0.59%	0.65%	0.87%	1.09%	1.50%	1.43%	0.00%	0.00%	0.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	162	12	21	10	7	16	4	8	9	13	3	2	2	17	3	9	8	0	3	1	14									
		1.85%	3.13%	2.68%	1.49%	1.26%	2.03%	2.41%	1.48%	1.35%	1.23%	1.60%	0.65%	1.18%	2.75%	2.61%	4.89%	2.01%	0.00%	0.89%	0.34%	2.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	159	9	14	11	9	19	3	11	20	19	7	5	3	8	1	3	4	2	3	4	4									
		1.81%	2.35%	1.79%	1.64%	1.62%	2.41%	1.81%	2.03%	2.99%	1.80%	3.72%	1.63%	1.78%	1.29%	0.87%	1.63%	1.00%	2.86%	0.89%	1.38%	0.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5352	188	417	404	373	488	96	242	383	774	106	226	107	299	70	113	234	40	273	229	290									
		61.09%	49.09%	53.26%	60.12%	66.97%	61.77%	57.83%	44.73%	57.34%	73.50%	56.38%	73.86%	63.31%	48.30%	60.87%	61.41%	58.65%	57.14%	81.25%	78.97%	61.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	3	4	5	3	4	0	1	2	1	1	0	0	2	0	0	2	0	2	1	1									
		0.37%	0.78%	0.51%	0.74%	0.54%	0.51%	0.00%	0.18%	0.30%	0.09%	0.53%	0.00%	0.00%	0.32%	0.00%	0.00%	0.50%	0.00%	0.60%	0.34%	0.21%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	1	1	1	1	1	0	3	0	0	1	0	0	1	0	0	0	0	0	0	2									
		0.14%	0.26%	0.13%	0.15%	0.18%	0.13%	0.00%	0.55%	0.00%	0.00%	0.53%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1529	70	150	104	92	134	23	129	124	164	34	37	36	151	18	24	98	17	19	29	76									
		17.45%	18.28%	19.16%	15.48%	16.52%	16.96%	13.86%	23.84%	18.56%	15.57%	18.09%	12.09%	21.30%	24.39%	15.65%	13.04%	24.56%	24.29%	5.65%	10.00%	16.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	1	3	0	0	2	0	5	2	0	0	0	0	4	0	0	0	0	0	0	2									
		0.22%	0.26%	0.38%	0.00%	0.00%	0.25%	0.00%	0.92%	0.30%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	4	6	3	4	4	1	6	3	0	0	3	1	1	0	1	0	0	1	0	2									
		0.46%	1.04%	0.77%	0.45%	0.72%	0.51%	0.60%	1.11%	0.45%	0.00%	0.00%	0.98%	0.59%	0.16%	0.00%	0.54%	0.00%	0.00%	0.30%	0.00%	0.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	2	0	0	1	1	0	2	1	0	1	0	0	3	0	1	1	0	1	1	0									
		0.17%	0.52%	0.00%	0.00%	0.18%	0.13%	0.00%	0.37%	0.15%	0.00%	0.53%	0.00%	0.00%	0.48%	0.00%	0.54%	0.25%	0.00%	0.30%	0.34%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	1	3	1	0	4	0	7	5	2	3	3	1	1	0	1	2	0	0	0	2									
		0.41%	0.26%	0.38%	0.15%	0.00%	0.51%	0.00%	1.29%	0.75%	0.19%	1.60%	0.98%	0.59%	0.16%	0.00%	0.54%	0.50%	0.00%	0.00%	0.00%	0.42%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	878	50	104	88	46	84	28	67	40	44	20	24	15	89	17	23	28	5	24	20	62									
		10.02%	13.05%	13.28%	13.10%	8.26%	10.63%	16.87%	12.38%	5.99%	4.18%	10.64%	7.84%	8.88%	14.38%	14.78%	12.50%	7.02%	7.14%	7.14%	6.90%	13.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	3	1	0	1	2	0	3	18	0	1	2	0	6	2	1	1	2	0	2	3									
		0.55%	0.78%	0.13%	0.00%	0.18%	0.25%	0.00%	0.55%	2.69%	0.00%	0.53%	0.65%	0.00%	0.97%	1.74%	0.54%	0.25%	2.86%	0.00%	0.69%	0.64%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	307	23	44	29	13	19	5	38	43	24	4	3	2	20	0	3	14	3	10	2	8									
		3.50%	6.01%	5.62%	4.32%	2.33%	2.41%	3.01%	7.02%	6.44%	2.28%	2.13%	0.98%	1.18%	3.23%	0.00%	1.63%	3.51%	4.29%	2.98%	0.69%	1.69%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
