Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Матвеево-Курганская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №2446	УИК №2447	УИК №2448	УИК №2486	УИК №2538					
1	"Число избирателей, внесенных в список избирателей"	35511	2252	2344	2645	2483	242	804	2022	1256	540	825	649	544	775	872	684	826	563	746	1124	961	695	1129	1260	1087	383	674	663	983	1282	262	2495	327	666	313	135					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35565	2200	2350	2500	2500	250	800	2000	1200	550	850	700	550	800	900	700	860	600	750	1150	1000	700	1150	1250	1100	400	700	700	1000	1300	250	2400	300	635	350	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18920	1191	1251	1391	1426	122	463	1032	529	260	500	348	293	478	528	340	451	249	372	468	393	295	534	782	552	179	372	478	581	635	122	1440	210	392	197	66					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2857	107	135	264	137	48	47	172	163	83	45	78	32	62	89	48	57	52	54	103	113	53	131	51	97	51	67	51	106	141	34	58	43	35	40	10					
6	Число погашенных избирательных бюллетеней	13788	902	964	845	937	80	290	796	508	207	305	274	225	260	283	312	352	299	324	579	494	352	485	417	451	170	261	171	313	524	94	902	47	208	113	44					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2857	107	135	264	137	48	47	172	163	83	45	78	32	62	89	48	57	52	54	103	113	53	131	51	97	51	67	51	106	141	34	58	43	35	40	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18919	1190	1251	1391	1426	122	463	1032	529	260	500	348	293	478	528	340	451	249	372	468	393	295	534	782	552	179	372	478	581	635	122	1440	210	392	197	66					
9	Число недействительных избирательных бюллетеней	236	20	4	8	18	1	14	9	7	4	2	6	3	6	4	6	5	5	3	6	6	12	13	10	6	10	11	5	7	3	3	1	2	8	4	4					
10	Число действительных избирательных бюллетеней	21540	1277	1382	1647	1545	169	496	1195	685	339	543	420	322	534	613	382	503	296	423	565	500	336	652	823	643	220	428	524	680	773	153	1497	251	419	233	72					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1097	36	46	55	50	15	15	56	25	10	15	55	20	37	20	35	49	48	20	74	30	20	30	35	45	8	25	35	37	33	10	34	28	15	30	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1097	36	46	55	50	15	15	56	25	10	15	55	20	37	20	35	49	48	20	74	30	20	30	35	45	8	25	35	37	33	10	34	28	15	30	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	440	24	30	87	32	5	14	21	6	3	5	12	5	5	8	7	9	10	5	30	5	2	6	18	6	3	6	5	4	2	3	31	7	9	4	11					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	103	5	11	7	15	0	1	7	2	0	3	2	0	0	8	0	4	1	2	1	0	3	2	0	6	0	0	0	6	4	0	9	1	2	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2855	211	220	250	169	15	66	155	78	43	89	43	69	63	75	51	69	33	53	50	59	35	62	118	66	16	59	51	64	90	11	275	47	61	29	10					
		13.11%	16.27%	15.87%	15.11%	10.81%	8.82%	12.94%	12.87%	11.27%	12.54%	16.33%	10.09%	21.23%	11.67%	12.16%	13.14%	13.58%	10.96%	12.44%	8.76%	11.66%	10.06%	9.32%	14.17%	10.17%	6.96%	13.44%	9.64%	9.32%	11.60%	7.05%	18.36%	18.58%	14.29%	12.24%	13.16%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2029	64	64	73	25	15	76	174	71	42	96	38	48	67	39	61	63	27	64	4	77	31	104	146	87	28	61	64	44	124	19	11	38	61	13	10					
		9.32%	4.93%	4.62%	4.41%	1.60%	8.82%	14.90%	14.45%	10.26%	12.24%	17.61%	8.92%	14.77%	12.41%	6.32%	15.72%	12.40%	8.97%	15.02%	0.70%	15.22%	8.91%	15.64%	17.53%	13.41%	12.17%	13.90%	12.10%	6.40%	15.98%	12.18%	0.73%	15.02%	14.29%	5.49%	13.16%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	204	9	13	16	20	1	4	12	10	2	10	5	2	1	4	6	4	2	2	9	4	2	11	3	5	2	4	2	4	7	0	18	3	5	2	0					
		0.94%	0.69%	0.94%	0.97%	1.28%	0.59%	0.78%	0.99%	1.45%	0.58%	1.83%	1.17%	0.62%	0.19%	0.65%	1.55%	0.79%	0.66%	0.47%	1.58%	0.79%	0.57%	1.65%	0.36%	0.77%	0.87%	0.91%	0.38%	0.58%	0.90%	0.00%	1.20%	1.19%	1.17%	0.84%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5316	351	401	539	508	17	125	260	125	76	109	91	61	104	115	113	105	59	106	80	115	92	104	208	184	56	86	59	183	228	41	398	44	116	50	7					
		24.41%	27.06%	28.93%	32.57%	32.50%	10.00%	24.51%	21.59%	18.06%	22.16%	20.00%	21.36%	18.77%	19.26%	18.64%	29.12%	20.67%	19.60%	24.88%	14.01%	22.73%	26.44%	15.64%	24.97%	28.35%	24.35%	19.59%	11.15%	26.64%	29.38%	26.28%	26.57%	17.39%	27.17%	21.10%	9.21%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	205	11	25	24	22	1	3	16	11	1	2	1	0	3	5	0	6	2	2	4	5	1	2	10	3	1	3	2	7	12	1	5	8	1	3	2					
