Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    ТИК Оханского МР																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513					
1	"Число избирателей, внесенных в списки избирателей"	11675	1574	1401	1354	1352	585	540	799	248	529	575	1337	982	399					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12430	1620	1480	1370	1390	700	670	920	250	540	590	1460	1010	430					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5999	739	708	689	759	300	310	451	104	237	286	738	445	233					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1014	54	71	52	59	82	58	25	84	167	119	81	135	27					
6	Число погашенных избирательных бюллетеней	5417	827	701	629	572	318	302	444	62	136	185	641	430	170					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1014	54	71	52	59	82	58	25	84	167	119	81	135	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5996	739	708	686	759	300	310	451	104	237	286	738	445	233					
9	Число недействительных избирательных бюллетеней	43	7	4	1	2	1	3	8	1	1	3	9	1	2					
10	Число действительных избирательных бюллетеней	6967	786	775	737	816	381	365	468	187	403	402	810	579	258					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	225	20	20	20	20	15	15	15	10	15	15	25	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	151	12	20	14	16	15	7	8	6	6	10	25	8	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	71	12	19	8	4	1	1	5	3	2	10	0	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	74	8	0	6	4	0	8	7	4	9	5	0	12	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	3	2	0	1	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	344	31	28	20	40	70	19	37	4	10	11	46	24	4					
		4.91%	3.91%	3.59%	2.71%	4.89%	18.32%	5.16%	7.77%	2.13%	2.48%	2.72%	5.62%	4.14%	1.54%					
19	2.Всероссийская политическая партия «Гражданская Сила»	29	0	3	6	7	0	1	3	0	1	2	4	1	1					
		0.41%	0.00%	0.39%	0.81%	0.86%	0.00%	0.27%	0.63%	0.00%	0.25%	0.49%	0.49%	0.17%	0.38%					
20	3.Политическая партия «Демократическая партия России»	11	1	2	3	1	0	0	0	0	0	1	2	1	0					
		0.16%	0.13%	0.26%	0.41%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.24%	0.17%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	413	50	63	61	71	11	14	10	4	19	32	40	24	14					
		5.89%	6.31%	8.09%	8.27%	8.68%	2.88%	3.80%	2.10%	2.13%	4.70%	7.90%	4.88%	4.14%	5.38%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	51	4	9	7	12	0	3	3	0	2	1	3	2	5					
		0.73%	0.50%	1.16%	0.95%	1.47%	0.00%	0.82%	0.63%	0.00%	0.50%	0.25%	0.37%	0.34%	1.92%					
23	6.Политическая партия «Партия социальной справедливости»	17	1	1	1	6	3	1	0	0	2	1	0	1	0					
		0.24%	0.13%	0.13%	0.14%	0.73%	0.79%	0.27%	0.00%	0.00%	0.50%	0.25%	0.00%	0.17%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	809	111	104	113	111	34	35	32	13	51	47	84	60	14					
		11.54%	13.99%	13.35%	15.31%	13.57%	8.90%	9.51%	6.72%	6.91%	12.62%	11.60%	10.26%	10.34%	5.38%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	778	97	110	96	92	54	22	54	7	57	22	110	27	30					
		11.10%	12.23%	14.12%	13.01%	11.25%	14.14%	5.98%	11.34%	3.72%	14.11%	5.43%	13.43%	4.66%	11.54%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	75	9	11	9	5	2	6	3	1	9	2	8	7	3					
		1.07%	1.13%	1.41%	1.22%	0.61%	0.52%	1.63%	0.63%	0.53%	2.23%	0.49%	0.98%	1.21%	1.15%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4388	475	432	414	463	206	264	325	157	252	281	506	431	182					
		62.60%	59.90%	55.46%	56.10%	56.60%	53.93%	71.74%	68.28%	83.51%	62.38%	69.38%	61.78%	74.31%	70.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	52	7	12	7	8	1	0	1	1	0	2	7	1	5					
		0.74%	0.88%	1.54%	0.95%	0.98%	0.26%	0.00%	0.21%	0.53%	0.00%	0.49%	0.85%	0.17%	1.92%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
