Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Матвеево-Курганская районная																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №2446	УИК №2447	УИК №2448	УИК №2486	УИК №2538					
1	"Число избирателей, внесенных в списки избирателей"	36487	2256	2362	2571	2611	268	816	2075	1232	559	819	690	571	841	903	700	880	600	722	1195	1020	754	1175	1274	1180	388	711	678	1019	1358	270	2423	342	708	371	145					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35789	2200	2300	2500	2500	250	800	2100	1200	550	800	650	550	800	900	700	850	600	700	1150	1000	750	1150	1250	1200	400	700	700	1000	1350	250	2400	350	700	350	139					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17946	1072	1123	1272	1299	153	417	995	540	254	466	329	267	426	430	361	494	307	382	477	328	314	497	726	547	205	364	470	557	627	123	1308	210	341	190	75					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2437	101	110	134	107	27	33	155	101	78	36	79	19	57	91	34	44	32	40	104	157	66	131	51	107	39	68	46	102	127	42	37	24	17	37	4					
6	Число погашенных избирательных бюллетеней	15406	1027	1067	1094	1094	70	350	950	559	218	298	242	264	317	379	305	312	261	278	569	515	370	522	473	546	156	268	184	341	596	85	1055	116	342	123	60					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2437	101	110	134	107	27	33	155	101	78	36	79	19	57	91	34	44	32	40	104	157	66	131	51	107	39	68	46	102	127	42	37	24	17	37	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17944	1072	1123	1272	1298	153	417	995	540	254	466	329	267	426	430	361	494	307	382	476	328	314	497	726	547	205	364	470	557	627	123	1308	210	341	190	75					
9	Число недействительных избирательных бюллетеней	160	15	11	12	11	4	2	10	8	5	6	1	2	2	4	2	1	9	3	3	1	2	4	6	8	1	4	2	5	2	0	7	2	5	0	0					
10	Число действительных избирательных бюллетеней	20221	1158	1222	1394	1394	176	448	1140	633	327	496	407	284	481	517	393	537	330	419	577	484	378	624	771	646	243	428	514	654	752	165	1338	232	353	227	79					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	692	40	50	45	50	5	15	40	25	10	15	15	10	15	15	15	15	15	15	30	10	15	20	20	20	10	15	21	14	25	5	50	10	10	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	362	10	22	22	12	5	5	26	6	0	2	9	10	7	6	15	11	13	10	22	3	14	8	12	9	10	7	21	12	9	2	24	8	4	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	204	6	9	20	17	4	6	7	2	0	2	4	2	5	1	4	4	3	1	66	5	1	4	6	3	2	2	1	2	2	2	4	1	2	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	330	30	28	23	38	0	10	14	19	10	13	6	0	8	9	0	4	2	5	8	7	1	12	8	11	0	8	0	2	16	3	26	2	6	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	1348	45	55	50	43	1	20	51	16	40	76	145	31	39	41	17	56	26	19	7	19	22	34	38	31	8	25	104	60	118	12	79	8	8	1	3					
		6.61%	3.84%	4.46%	3.56%	3.06%	0.56%	4.44%	4.43%	2.50%	12.05%	15.14%	35.54%	10.84%	8.07%	7.87%	4.30%	10.41%	7.67%	4.50%	1.21%	3.92%	5.79%	5.41%	4.89%	4.74%	3.28%	5.79%	20.16%	9.10%	15.65%	7.27%	5.87%	3.42%	2.23%	0.44%	3.80%					
19	2.Всероссийская политическая партия «Гражданская Сила»	79	4	6	8	11	0	1	3	3	2	1	0	2	0	2	2	2	1	0	2	1	4	0	1	3	1	0	1	2	5	0	9	0	1	0	1					
		0.39%	0.34%	0.49%	0.57%	0.78%	0.00%	0.22%	0.26%	0.47%	0.60%	0.20%	0.00%	0.70%	0.00%	0.38%	0.51%	0.37%	0.29%	0.00%	0.34%	0.21%	1.05%	0.00%	0.13%	0.46%	0.41%	0.00%	0.19%	0.30%	0.66%	0.00%	0.67%	0.00%	0.28%	0.00%	1.27%					
20	3.Политическая партия «Демократическая партия России»	14	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	2	0	0	2	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0					
		0.07%	0.00%	0.08%	0.00%	0.00%	0.00%	0.22%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.37%	0.00%	0.00%	0.34%	0.00%	0.53%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2469	171	174	227	200	38	47	136	77	38	80	63	25	49	71	84	47	26	38	57	33	52	67	91	92	31	54	13	37	80	29	159	18	37	23	5					
		12.11%	14.58%	14.11%	16.15%	14.23%	21.11%	10.44%	11.83%	12.01%	11.45%	15.94%	15.44%	8.74%	10.14%	13.63%	21.27%	8.74%	7.67%	9.00%	9.83%	6.80%	13.68%	10.67%	11.71%	14.07%	12.70%	12.50%	2.52%	5.61%	10.61%	17.58%	11.82%	7.69%	10.34%	10.13%	6.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	70	4	7	3	5	0	5	8	0	1	4	1	1	0	0	0	1	0	1	1	3	0	2	0	6	0	3	1	2	3	0	6	0	1	1	0					
		0.34%	0.34%	0.57%	0.21%	0.36%	0.00%	1.11%	0.70%	0.00%	0.30%	0.80%	0.25%	0.35%	0.00%	0.00%	0.00%	0.19%	0.00%	0.24%	0.17%	0.62%	0.00%	0.32%	0.00%	0.92%	0.00%	0.69%	0.19%	0.30%	0.40%	0.00%	0.45%	0.00%	0.28%	0.44%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	35	2	0	1	5	1	0	3	2	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	2	0	0	4	0	4	1	0	1	1	0	0					
		0.17%	0.17%	0.00%	0.07%	0.36%	0.56%	0.00%	0.26%	0.31%	0.30%	0.20%	0.00%	0.00%	0.00%	0.19%	0.25%	0.00%	0.00%	0.24%	0.17%	0.00%	0.26%	0.00%	0.13%	0.31%	0.00%	0.00%	0.78%	0.00%	0.53%	0.61%	0.00%	0.43%	0.28%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1585	82	100	83	100	5	29	113	61	25	46	14	15	36	40	40	50	13	38	51	41	27	48	67	60	42	59	41	47	53	5	97	20	21	13	3					
		7.78%	6.99%	8.11%	5.90%	7.12%	2.78%	6.44%	9.83%	9.52%	7.53%	9.16%	3.43%	5.24%	7.45%	7.68%	10.13%	9.29%	3.83%	9.00%	8.79%	8.45%	7.11%	7.64%	8.62%	9.17%	17.21%	13.66%	7.95%	7.13%	7.03%	3.03%	7.21%	8.55%	5.87%	5.73%	3.80%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1359	94	117	131	102	9	32	75	39	10	43	16	11	27	42	35	33	13	17	20	33	14	26	54	33	10	17	20	53	35	5	147	12	24	7	3					
		6.67%	8.01%	9.49%	9.32%	7.26%	5.00%	7.11%	6.52%	6.08%	3.01%	8.57%	3.92%	3.85%	5.59%	8.06%	8.86%	6.13%	3.83%	4.03%	3.45%	6.80%	3.68%	4.14%	6.95%	5.05%	4.10%	3.94%	3.88%	8.04%	4.64%	3.03%	10.93%	5.13%	6.70%	3.08%	3.80%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	147	10	9	13	8	2	3	1	5	2	9	2	7	4	2	2	5	1	1	5	6	2	1	3	13	1	3	2	2	7	1	10	2	0	2	1					
		0.72%	0.85%	0.73%	0.92%	0.57%	1.11%	0.67%	0.09%	0.78%	0.60%	1.79%	0.49%	2.45%	0.83%	0.38%	0.51%	0.93%	0.29%	0.24%	0.86%	1.24%	0.53%	0.16%	0.39%	1.99%	0.41%	0.69%	0.39%	0.30%	0.93%	0.61%	0.74%	0.85%	0.00%	0.88%	1.27%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13041	743	748	873	916	119	309	744	428	206	235	164	187	325	315	211	340	250	302	429	347	252	444	514	404	149	266	327	446	446	112	819	171	258	179	63					
		63.99%	63.34%	60.67%	62.09%	65.20%	66.11%	68.67%	64.70%	66.77%	62.05%	46.81%	40.20%	65.38%	67.29%	60.46%	53.42%	63.20%	73.75%	71.56%	73.97%	71.55%	66.32%	70.70%	66.15%	61.77%	61.07%	61.57%	63.37%	67.68%	59.15%	67.88%	60.89%	73.08%	72.07%	78.85%	79.75%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	74	3	5	5	4	1	1	5	2	2	1	2	5	1	1	1	1	0	2	2	1	2	2	2	1	1	1	1	5	1	0	10	0	2	1	0					
		0.36%	0.26%	0.41%	0.36%	0.28%	0.56%	0.22%	0.43%	0.31%	0.60%	0.20%	0.49%	1.75%	0.21%	0.19%	0.25%	0.19%	0.00%	0.47%	0.34%	0.21%	0.53%	0.32%	0.26%	0.15%	0.41%	0.23%	0.19%	0.76%	0.13%	0.00%	0.74%	0.00%	0.56%	0.44%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
