Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Богдановичская районная																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277					
1	"Число избирателей, внесенных в списки"	38914	1883	2043	1945	2262	441	2219	92	2265	2123	2432	2120	1132	335	1198	148	942	888	1495	1041	450	1319	2032	849	365	645	139	745	504	641	2110	2111					
2	"Число бюллетеней, полученных участковыми комиссиями"	38240	1900	2020	1920	2200	400	2150	200	2250	2120	2300	2100	1050	300	1180	130	900	900	1500	1000	450	1250	2000	850	350	650	120	700	500	650	2100	2100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15795	831	923	945	972	170	874	86	773	843	865	819	398	136	498	65	368	389	588	405	239	468	756	425	89	265	69	308	222	246	862	898					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1046	13	26	20	33	30	61	6	39	12	44	16	56	15	17	2	72	15	11	38	16	71	69	35	50	31	13	45	34	38	47	71					
6	Число погашенных бюллетеней	21399	1056	1071	955	1195	200	1215	108	1438	1265	1391	1265	596	149	665	63	460	496	901	557	195	711	1175	390	211	354	38	347	244	366	1191	1131					
7	Число бюллетеней в переносных ящиках для голосования	1046	13	26	20	33	30	61	6	39	12	44	16	56	15	17	2	72	15	11	38	16	71	69	35	50	31	13	45	34	38	47	71					
8	Число бюллетеней в стационарных ящиках для голосования	15793	830	923	945	972	170	874	86	773	843	865	819	398	136	498	65	368	389	588	405	239	468	756	425	89	265	69	308	222	246	861	898					
9	Число недействительных бюллетеней	292	8	18	8	8	2	14	2	16	15	6	18	6	0	7	3	3	22	13	9	0	11	4	16	3	13	5	15	7	5	21	14					
10	Число действительных бюллетеней	16547	835	931	957	997	198	921	90	796	840	903	817	448	151	508	64	437	382	586	434	255	528	821	444	136	283	77	338	249	279	887	955					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	397	10	15	15	15	10	15	0	20	15	20	20	15	10	15	5	15	15	10	10	10	15	15	10	10	10	5	10	10	10	22	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	115	10	6	7	6	0	5	0	5	7	6	9	1	0	1	1	1	5	4	0	0	1	0	1	0	3	1	2	1	1	13	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	97	0	11	4	4	2	1	0	2	1	5	2	4	3	0	4	7	4	7	2	0	2	9	3	0	0	0	2	4	1	7	6					
14	Число погашенных открепительных удостоверений	282	0	9	8	9	10	10	0	15	8	14	11	14	10	14	4	14	10	6	10	10	14	15	9	10	7	4	8	9	9	9	2					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	183	9	13	12	1	3	11	3	9	11	6	8	9	1	6	2	5	5	7	4	2	7	12	6	1	4	2	8	4	2	5	5					
		1.08%	1.06%	1.36%	1.24%	0.09%	1.5%	1.17%	3.26%	1.10%	1.28%	0.66%	0.95%	1.98%	0.66%	1.16%	2.98%	1.13%	1.23%	1.16%	0.90%	0.78%	1.29%	1.45%	1.30%	0.71%	1.35%	2.43%	2.26%	1.56%	0.70%	0.55%	0.51%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	447	25	40	30	42	6	22	2	17	27	33	37	9	3	16	1	5	11	8	8	4	10	20	2	2	3	2	3	6	2	26	25					
		2.65%	2.96%	4.21%	3.10%	4.17%	3.0%	2.35%	2.17%	2.09%	3.15%	3.63%	4.43%	1.98%	1.98%	3.10%	1.49%	1.13%	2.72%	1.33%	1.80%	1.56%	1.85%	2.42%	0.43%	1.43%	1.01%	2.43%	0.84%	2.34%	0.70%	2.86%	2.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	833	52	50	66	30	9	33	5	45	42	39	31	21	16	15	4	29	21	32	21	13	27	38	10	2	24	7	29	5	17	44	56					
		4.94%	6.16%	5.26%	6.83%	2.98%	4.5%	3.52%	5.43%	5.54%	4.91%	4.29%	3.71%	4.62%	10.59%	2.91%	5.97%	6.59%	5.19%	5.34%	4.74%	5.09%	5.00%	4.60%	2.17%	1.43%	8.10%	8.53%	8.21%	1.95%	5.98%	4.84%	5.77%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	556	32	38	40	27	6	31	4	33	50	37	40	5	9	10	3	9	6	13	18	5	8	9	5	0	3	0	7	7	8	54	39					
		3.30%	3.79%	4.00%	4.14%	2.68%	3.0%	3.31%	4.34%	4.06%	5.84%	4.07%	4.79%	1.10%	5.96%	1.94%	4.47%	2.04%	1.48%	2.17%	4.06%	1.96%	1.48%	1.09%	1.08%	0.0%	1.01%	0.0%	1.98%	2.73%	2.81%	5.94%	4.02%					
22	"5. ""За Русь Святую"""	81	1	3	4	3	0	3	2	7	2	3	4	2	2	3	0	3	1	2	3	3	3	4	7	0	2	3	1	1	0	3	6					
		0.48%	0.11%	0.31%	0.41%	0.29%	0.0%	0.32%	2.17%	0.86%	0.23%	0.33%	0.47%	0.44%	1.32%	0.58%	0.0%	0.68%	0.24%	0.33%	0.67%	1.17%	0.55%	0.48%	1.52%	0.0%	0.67%	3.65%	0.28%	0.39%	0.0%	0.33%	0.61%					
23	"6. ""Объединенная Российская партия ""Русь"""	46	4	3	3	2	0	2	0	2	4	1	2	1	1	1	0	0	0	4	1	0	1	1	4	0	2	1	1	1	0	3	1					
