Выборы Президента Российской Федерации																																																																																		
Дата голосования: 02.03.2008																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Омск, Октябрьская"																																																																																		
																																																																																		
Сводная таблица результатов выборов																																																																																		
																																																																																		
	Число участковых избирательных комиссий	75																																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	75																																																																																
																																																																																		
		Сумма	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246					
1	"Число избирателей, включенных в списки избирателей"	139187	2129	2365	2543	2070	1188	1557	1796	1830	1744	1600	1591	1077	1975	1869	1914	2196	2291	2091	2099	2479	2428	2225	2000	2356	2390	2282	1944	1850	1803	2196	2003	2141	2042	2218	1549	1665	1571	1349	2265	1340	1231	452	698	1825	1897	1784	1832	1584	1864	2115	1749	1885	2040	1517	1983	1374	1514	2719	2524	2196	2164	2469	2373	2429	1594	1695	1265	1684	2447	1991	1879	1536	2109	427	321					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	116150	1700	1900	2000	2000	1000	1200	1600	1500	1300	1500	1200	900	1600	1500	1500	1700	1800	1700	1700	2000	1900	1800	1600	2200	1900	2000	1600	1600	1700	1700	1600	1700	1800	1900	1400	1600	1500	1200	2100	1200	1000	400	650	1700	1800	1400	1400	1200	1400	1600	1400	1500	1600	1200	1600	1100	1200	2200	2000	1700	1900	2000	1900	2000	1300	1400	1000	1300	2000	1600	1500	1200	1700	1000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	98559	1492	1773	1850	1605	754	1111	1247	1281	1206	1140	1103	803	1410	1327	1421	1625	1608	1456	1395	1774	1794	1635	1453	1576	1737	1624	1429	1383	1351	1595	1475	1533	1491	1625	1230	1215	1134	1022	1669	1047	864	350	584	1332	1361	1295	1308	1105	1254	1495	1252	1259	1312	1021	1175	804	1113	1897	1739	1433	1724	1527	1670	1563	1033	994	967	1218	1803	1273	1246	1038	1424	407	320					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3672	26	47	39	34	128	34	107	105	16	66	30	12	60	51	40	58	74	41	73	62	61	68	90	152	40	74	40	58	26	44	37	71	58	34	32	35	32	13	35	32	25	10	29	43	46	25	29	35	29	38	27	34	62	40	87	25	19	38	39	42	34	29	14	83	98	277	9	41	66	39	42	39	44	0	0					
6	Число погашенных избирательных бюллетеней	13919	182	80	111	361	118	55	246	114	78	294	67	85	130	122	39	17	118	203	232	164	45	97	57	472	123	302	131	159	323	61	88	96	251	241	138	350	334	165	396	121	111	40	37	325	393	80	63	60	117	67	121	207	226	139	338	271	68	265	222	225	142	444	216	354	169	129	24	41	131	288	212	123	232	593	680					
