Выборы Президента Российской Федерации																																																																																				
Дата голосования: 18.03.2018																																																																																				
																																																																																				
"Наименование Избирательной комиссии:    Омск, Октябрьская"																																																																																				
																																																																																				
Сводная таблица итогов голосования																																																																																				
																																																																																				
	Число участковых избирательных комиссий	73																																																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	73																																																																																		
																																																																																				
		Сумма	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254									
1	"Число избирателей, включенных в список избирателей"	133057	2503	2212	2508	1700	2229	1461	1986	1507	1385	2131	2479	2036	2489	2060	2025	1847	2112	1827	1503	1479	1915	1908	1978	2217	1990	2227	2162	1852	1880	2002	1922	1704	2166	2235	2292	2692	1440	1733	1700	1650	1832	2007	2170	1908	1874	1484	1543	1763	1167	2027	1239	1086	550	864	1223	1496	2261	2274	1916	1996	1670	1811	1936	1555	1398	1643	2537	2626	1872	1591	1856	445	293									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	129550	2400	2150	2450	1750	2000	1450	1950	1450	1350	2050	2500	2050	2350	1900	2000	1750	2000	1950	1400	1400	1900	1800	1950	2100	1900	2150	2150	1800	1800	1950	1900	1650	2100	2150	2150	2600	1300	1750	1700	1600	1750	1950	2100	1850	1850	1400	1500	1700	1150	1950	1200	1050	500	800	1200	1450	2300	2250	1900	2000	1600	1750	1900	1550	1350	1600	2500	2500	1900	1600	1850	500	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	76777	1525	1271	1302	892	1371	796	1276	806	689	1098	1587	1110	1559	1150	1156	1071	1140	1130	910	811	1107	1128	1199	1241	1148	1360	1317	988	1117	1157	1108	1097	1270	1322	1178	1572	899	1042	994	1000	938	1148	1188	1152	1141	938	793	1060	675	1088	757	591	275	500	551	889	1378	1412	1181	1290	1067	1090	1246	944	779	793	1328	1407	997	859	869	374	185									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2547	33	21	55	21	45	17	16	88	82	39	20	14	37	42	33	48	75	21	25	20	22	96	52	64	40	50	57	72	52	46	29	27	45	55	11	29	11	39	59	35	11	22	36	51	32	16	20	28	19	19	19	13	6	26	16	6	29	20	20	25	32	26	22	22	16	20	24	23	35	34	39	69	108									
6	Число погашенных избирательных бюллетеней	50226	842	858	1093	837	584	637	658	556	579	913	893	926	754	708	811	631	785	799	465	569	771	576	699	795	712	740	776	740	631	747	763	526	785	773	961	999	390	669	647	565	801	780	876	647	677	446	687	612	456	843	424	446	219	274	633	555	893	818	699	685	501	634	632	584	555	787	1148	1070	868	707	942	57	107									
