Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Баргузинская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36					
1	"Число избирателей, внесенных в списки избирателей"	17716	1148	1318	728	688	181	415	134	1071	230	1210	1011	193	1111	953	89	218	177	134	633	601	161	408	149	330	208	676	225	915	162	108	98	791	298	105	611	228					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17310	1083	1291	683	663	179	373	138	988	185	1136	942	189	1057	886	87	231	180	131	643	616	160	421	155	336	214	690	234	938	165	110	100	808	298	105	650	245					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10087	617	704	383	295	115	242	94	508	168	624	455	132	534	441	57	133	130	99	409	337	97	226	105	221	137	468	152	590	103	84	78	494	237	83	387	148					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1143	83	63	10	18	17	15	20	69	11	46	42	20	44	23	0	24	12	6	43	86	36	38	9	28	14	19	17	118	24	24	12	77	32	0	26	17					
6	Число погашенных избирательных бюллетеней	6070	383	524	290	350	47	116	24	411	6	466	445	37	479	422	22	74	38	26	191	193	27	157	41	87	63	203	65	228	38	2	10	237	29	22	237	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1153	83	63	10	18	17	15	20	69	11	46	42	20	44	23	8	24	12	6	43	86	36	38	9	28	14	19	17	120	24	24	12	77	32	0	26	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10087	617	704	383	295	115	242	94	508	168	624	455	132	534	441	57	133	130	99	409	337	97	226	105	221	137	468	152	590	103	84	78	494	237	83	387	148					
9	Число недействительных избирательных бюллетеней	328	19	5	6	12	0	2	14	17	5	14	57	3	11	10	0	5	7	3	14	7	2	9	7	10	2	20	8	21	4	1	2	10	2	2	7	10					
10	Число действительных избирательных бюллетеней	10912	681	762	387	301	132	255	100	560	174	656	440	149	567	454	65	152	135	102	438	416	131	255	107	239	149	467	161	689	123	107	88	561	267	81	406	155					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	629	43	46	26	24	6	15	4	34	8	43	41	6	44	39	4	7	6	4	22	22	4	12	4	12	7	25	8	33	7	3	3	32	10	4	16	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	204	5	3	2	4	0	2	4	2	4	2	4	6	4	2	0	1	0	2	13	7	1	5	3	2	3	25	5	33	1	3	3	32	0	4	16	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	93	16	4	4	4	1	2	2	0	3	0	6	12	1	11	1	0	1	0	0	0	1	1	2	0	0	3	1	4	1	1	0	6	2	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	425	38	43	24	20	6	13	0	32	4	41	37	0	40	37	4	6	6	2	9	15	3	7	1	10	4	0	3	0	6	0	0	0	10	0	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	132	10	10	2	4	1	1	1	4	1	3	6	0	4	5	0	2	1	0	2	13	1	2	8	1	2	6	1	15	5	0	2	11	3	1	3	1					
		1.17%	1.43%	1.30%	0.51%	1.28%	0.76%	0.39%	0.88%	0.69%	0.56%	0.45%	1.21%	0.00%	0.69%	1.08%	0.00%	1.27%	0.70%	0.00%	0.44%	3.07%	0.75%	0.76%	7.02%	0.40%	1.32%	1.23%	0.59%	2.11%	3.94%	0.00%	2.22%	1.93%	1.12%	1.20%	0.73%	0.61%					
