Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Кирсановская городская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181					
1	"Число избирателей, внесенных в список избирателей"	13032	839	767	666	883	729	858	668	519	578	886	802	1033	1070	558	1078	1098					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12900	800	800	700	900	700	800	600	650	600	900	800	1000	1000	650	1000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9296	473	743	540	673	556	571	478	391	357	684	451	827	560	329	852	811					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	808	52	16	27	35	34	53	70	16	16	101	89	72	96	18	28	85					
6	Число погашенных избирательных бюллетеней	2796	275	41	133	192	110	176	52	243	227	115	260	101	344	303	120	104					
7	Число избирательных бюллетеней в переносных ящиках для голосования	808	52	16	27	35	34	53	70	16	16	101	89	72	96	18	28	85					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9295	473	743	540	673	556	571	478	391	357	684	451	826	560	329	852	811					
9	Число недействительных избирательных бюллетеней	126	1	0	5	6	5	2	3	3	2	5	62	5	15	4	8	0					
10	Число действительных избирательных бюллетеней	9977	524	759	562	702	585	622	545	404	371	780	478	893	641	343	872	896					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	160	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	116	10	7	10	7	4	6	9	6	6	7	8	10	10	5	6	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	109	11	2	2	3	3	2	14	3	3	1	6	4	6	43	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	44	0	3	0	3	6	4	1	4	4	3	2	0	0	5	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	505	7	1	44	22	15	31	41	48	54	8	51	16	78	36	22	31					
		4.99%	1.33%	0.13%	7.76%	3.11%	2.54%	4.97%	7.48%	11.79%	14.48%	1.02%	9.44%	1.78%	11.89%	10.37%	2.50%	3.46%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	465	14	1	46	19	8	21	33	38	36	16	56	8	71	22	40	36					
		4.60%	2.67%	0.13%	8.11%	2.68%	1.36%	3.37%	6.02%	9.34%	9.65%	2.04%	10.37%	0.89%	10.82%	6.34%	4.55%	4.02%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	2	1	2	3	4	6	3	2	3	1	5	6	1	4	0	0					
		0.43%	0.38%	0.13%	0.35%	0.42%	0.68%	0.96%	0.55%	0.49%	0.80%	0.13%	0.93%	0.67%	0.15%	1.15%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1528	104	130	89	85	75	84	63	78	81	111	60	100	120	121	126	101					
		15.12%	19.81%	17.13%	15.70%	12.01%	12.71%	13.46%	11.50%	19.16%	21.72%	14.14%	11.11%	11.14%	18.29%	34.87%	14.32%	11.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	2	1	11	5	2	6	3	0	5	1	6	3	8	5	9	4					
		0.70%	0.38%	0.13%	1.94%	0.71%	0.34%	0.96%	0.55%	0.00%	1.34%	0.13%	1.11%	0.33%	1.22%	1.44%	1.02%	0.45%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7350	394	624	369	566	478	474	401	237	191	642	300	759	363	155	674	723					
		72.75%	75.05%	82.21%	65.08%	79.94%	81.02%	75.96%	73.18%	58.23%	51.21%	81.78%	55.56%	84.52%	55.34%	44.67%	76.59%	80.69%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	15	1	1	1	2	3	0	1	1	1	1	0	1	0	0	1	1					
		0.15%	0.19%	0.13%	0.18%	0.28%	0.51%	0.00%	0.18%	0.25%	0.27%	0.13%	0.00%	0.11%	0.00%	0.00%	0.11%	0.11%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
