Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Кирсановская городская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194					
1	"Число избирателей, внесенных в списки избирателей"	13404	879	793	638	782	860	922	1021	829	819	399	1329	1082	881	660	902	608					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12750	800	750	600	750	800	950	1000	800	700	400	1350	1000	900	600	800	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9939	661	662	528	513	588	722	842	390	573	341	1030	666	799	505	679	440					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1001	45	32	42	60	73	155	45	118	96	13	37	65	63	82	44	31					
6	Число погашенных избирательных бюллетеней	1810	94	56	30	177	139	73	113	292	31	46	283	269	38	13	77	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1001	45	32	42	60	73	155	45	118	96	13	37	65	63	82	44	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9937	661	662	528	513	588	722	842	390	573	339	1030	666	799	505	679	440					
9	Число недействительных избирательных бюллетеней	155	4	0	0	5	5	3	8	5	3	5	99	0	15	2	1	0					
10	Число действительных избирательных бюллетеней	10783	702	694	570	568	656	874	879	503	666	347	968	731	847	585	722	471					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	265	15	20	10	20	10	15	20	10	10	10	55	15	10	10	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	222	10	17	10	19	6	11	19	10	9	10	48	10	9	8	12	14					
