Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Дзержинская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110					
1	"Число избирателей, внесенных в списки избирателей"	45783	2560	278	2365	288	259	230	97	270	263	533	397	90	547	60	2919	1031	173	278	398	509	257	2425	2118	2433	2517	2845	856	1520	995	1723	2278	1984	2391	2005	2098	1150	1008	567	213	492	216	147					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43615	2500	250	2300	250	200	200	100	250	250	500	350	100	450	65	2800	950	150	250	400	450	200	2300	2000	2400	2550	2800	800	1500	950	1700	1900	1900	2300	1900	2100	1100	950	500	200	450	200	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23407	1488	176	1405	143	137	132	29	131	149	348	214	44	321	2	1546	553	85	156	224	299	25	1313	987	1055	1400	1379	324	773	493	860	1122	927	1182	1021	1106	586	571	201	86	255	94	65					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2615	76	11	32	45	23	40	52	67	52	43	45	21	38	40	78	110	39	55	59	59	149	29	127	121	56	52	35	51	55	171	159	78	56	28	49	44	10	190	60	55	27	28					
6	Число погашенных избирательных бюллетеней	17593	936	63	863	62	40	28	19	52	49	109	91	35	91	23	1176	287	26	39	117	92	26	958	886	1224	1094	1369	441	676	402	669	619	895	1062	851	945	470	369	109	54	140	79	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2615	76	11	32	45	23	40	52	67	52	43	45	21	38	40	78	110	39	55	59	59	149	29	127	121	56	52	35	51	55	171	159	78	56	28	49	44	10	190	60	55	27	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23389	1488	176	1405	143	137	132	29	131	149	348	214	44	321	2	1546	553	85	156	224	299	25	1313	987	1055	1392	1379	324	773	493	850	1122	927	1182	1021	1106	586	571	201	86	255	94	65					
9	Число недействительных избирательных бюллетеней	192	23	0	13	1	2	1	0	1	0	3	0	2	0	0	18	4	0	2	2	2	2	8	11	3	10	6	2	2	5	12	10	9	9	14	5	1	3	1	0	5	0	0					
10	Число действительных избирательных бюллетеней	25812	1541	187	1424	187	158	171	81	197	201	388	259	63	359	42	1606	659	124	209	281	356	172	1334	1103	1173	1438	1425	357	822	543	1009	1271	996	1229	1035	1150	629	578	390	146	305	121	93					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	380	15	5	15	12	5	5	5	5	5	5	5	5	5	5	15	10	5	5	5	5	5	15	15	15	15	18	10	10	10	10	10	10	15	10	15	10	10	5	5	5	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	245	15	5	11	10	1	0	0	0	4	1	4	0	4	0	13	3	2	1	4	2	0	11	12	13	12	18	2	10	2	6	9	6	13	10	12	6	2	1	1	1	15	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	204	6	6	6	2	3	5	0	2	2	2	10	0	1	2	10	6	0	3	4	2	1	6	10	7	8	12	5	8	6	18	5	9	5	2	8	1	3	6	0	3	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	135	0	0	4	2	4	5	5	5	1	4	1	5	1	5	2	7	3	4	1	3	5	4	3	2	3	0	8	0	8	4	1	4	2	0	3	4	8	4	4	4	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	705	31	1	37	4	16	8	2	7	7	15	9	0	10	2	89	35	8	7	5	6	8	20	39	22	27	30	1	22	11	25	37	33	29	23	28	13	18	11	1	4	1	3					
		2.71%	1.98%	0.53%	2.57%	2.13%	10.00%	4.65%	2.47%	3.54%	3.48%	3.84%	3.47%	0.00%	2.79%	4.76%	5.48%	5.28%	6.45%	3.32%	1.77%	1.68%	4.60%	1.49%	3.50%	1.87%	1.86%	2.10%	0.28%	2.67%	2.01%	2.45%	2.89%	3.28%	2.34%	2.19%	2.42%	2.06%	3.10%	2.81%	0.68%	1.29%	0.83%	3.23%					
19	2.Всероссийская политическая партия «Гражданская Сила»	140	4	0	9	0	0	0	0	1	0	1	4	0	0	0	13	4	0	0	0	0	1	5	4	11	11	9	1	1	1	7	7	7	12	14	7	4	1	1	0	0	0	0					
		0.54%	0.26%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.26%	1.54%	0.00%	0.00%	0.00%	0.80%	0.60%	0.00%	0.00%	0.00%	0.00%	0.57%	0.37%	0.36%	0.94%	0.76%	0.63%	0.28%	0.12%	0.18%	0.69%	0.55%	0.70%	0.97%	1.33%	0.61%	0.63%	0.17%	0.26%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	22	1	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	2	0	1	2	0	2	0	1	1	0	2	1	2	0	0	1	0	0	0	0					
		0.08%	0.06%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.18%	0.00%	0.07%	0.14%	0.00%	0.24%	0.00%	0.10%	0.08%	0.00%	0.16%	0.10%	0.17%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2500	184	12	156	10	7	5	4	14	14	26	16	2	40	1	170	55	13	16	19	22	13	91	142	123	184	174	36	72	46	110	111	104	100	100	112	90	45	27	6	19	5	4					
