Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Интинская городская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	27632	548	80	167	422	982	1965	830	2132	1735	1263	1464	1722	1497	1522	1505	1511	1648	1408	1952	1031	734	480	971	63									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22755	890	85	180	400	1200	1600	700	1600	1300	1000	1100	1300	1200	1200	1200	1200	1250	1100	1500	800	600	400	800	150									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	458	211	0	33	46	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8931	157	51	71	159	191	620	224	679	605	433	493	605	555	553	524	488	557	415	624	310	217	172	228	0									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	262	0	2	8	23	14	30	4	8	6	5	8	9	6	5	8	9	9	9	14	1	6	13	4	61									
6	Число погашенных избирательных бюллетеней	13104	522	32	68	172	827	950	472	913	689	562	599	686	639	642	668	703	684	676	862	489	377	215	568	89									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	720	211	2	41	69	182	30	4	8	6	5	8	9	6	5	8	9	9	9	14	1	6	13	4	61									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8931	157	51	71	159	191	620	224	679	605	433	493	605	555	553	524	488	557	415	624	310	217	172	228	0									
9	Число недействительных избирательных бюллетеней	334	0	2	5	0	8	26	2	31	26	13	15	24	24	21	18	27	27	8	26	12	2	6	8	3									
10	Число действительных избирательных бюллетеней	9317	368	51	107	228	365	624	226	656	585	425	486	590	537	537	514	470	539	416	612	299	221	179	224	58									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	600	20	10	20	20	20	45	20	45	40	30	30	40	30	25	25	30	30	25	35	20	20	10	10	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	171	20	2	19	20	15	5	1	6	5	9	8	9	6	4	2	5	12	6	10	3	1	0	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	151	47	6	2	3	37	1	2	0	2	2	2	10	0	6	3	10	3	2	2	2	1	6	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	429	0	8	1	0	5	40	19	39	35	21	22	31	24	21	23	25	18	19	25	17	19	10	7	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	107	0	5	0	0	3	3	4	5	4	7	7	7	7	7	9	2	9	7	13	1	2	1	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
