Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Кыштымская городская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138					
1	"Число избирателей, внесенных в списки"	34262	2639	2715	2699	1516	632	100	258	342	2456	2479	2702	2807	2156	430	2749	2595	2522	1194	1271					
2	"Число бюллетеней, полученных участковыми комиссиями"	32900	2500	2600	2600	1450	500	96	250	326	2400	2450	2600	2750	2100	400	2578	2500	2400	1150	1250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16367	1102	1495	1168	536	327	55	102	160	1160	1221	1273	1113	894	248	1354	1496	1336	646	681					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	731	35	30	41	51	37	16	22	4	50	40	24	155	32	14	28	29	38	10	75					
6	Число погашенных бюллетеней	15802	1363	1075	1391	863	136	25	126	162	1190	1189	1303	1482	1174	138	1196	975	1026	494	494					
7	Число бюллетеней в переносных ящиках для голосования	731	35	30	41	51	37	16	22	4	50	40	24	155	32	14	28	29	38	10	75					
8	Число бюллетеней в стационарных ящиках для голосования	16367	1102	1495	1168	536	327	55	102	160	1160	1221	1273	1113	894	248	1354	1496	1336	646	681					
9	Число недействительных бюллетеней	244	7	11	18	19	9	2	6	3	18	20	15	22	28	6	12	19	10	9	10					
10	Число действительных бюллетеней	16854	1130	1514	1191	568	355	69	118	161	1192	1241	1282	1246	898	256	1370	1506	1364	647	746					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	475	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	122	10	7	4	1	3	2	4	1	8	11	14	7	3	0	7	16	20	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	201	3	12	9	2	76	3	12	10	2	7	1	4	5	27	8	12	2	4	2					
14	Число погашенных открепительных удостоверений	353	15	18	21	24	22	23	21	24	17	14	11	18	22	25	18	9	5	23	23					
15	Число открепительных удостоверений выданных ТИК	21	2	2	3	0	0	0	0	0	2	0	1	4	2	0	1	1	2	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
