Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Никольская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630					
1	"Число избирателей, внесенных в списки избирателей"	19008	1125	695	1115	987	996	1291	332	674	430	433	134	183	592	188	94	1051	114	445	333	566	496	144	959	498	750	233	213	330	398	262	202	85	552	101	344	301	114	246	188	540	274					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19072	1000	691	1100	1000	1009	1300	332	677	442	437	132	181	609	191	93	1070	116	453	357	585	488	143	989	503	755	234	213	326	388	270	198	85	561	108	346	306	100	259	195	550	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9266	504	324	502	496	443	517	180	380	299	201	54	85	381	107	38	539	38	202	146	326	213	62	452	198	311	137	123	171	158	168	107	52	283	49	161	154	63	126	99	296	121					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2148	67	18	54	23	28	74	9	52	23	88	44	31	24	10	42	77	36	111	60	41	116	48	58	82	118	38	27	43	88	33	18	12	53	24	125	48	8	85	48	85	79					
6	Число погашенных избирательных бюллетеней	7658	429	349	544	481	538	709	143	245	120	148	34	65	204	74	13	454	42	140	151	218	159	33	479	223	326	59	63	112	142	69	73	21	225	35	60	104	29	48	48	169	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2148	67	18	54	23	28	74	9	52	23	88	44	31	24	10	42	77	36	111	60	41	116	48	58	82	118	38	27	43	88	33	18	12	53	24	125	48	8	85	48	85	79					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9266	504	324	502	496	443	517	180	380	299	201	54	85	381	107	38	539	38	202	146	326	213	62	452	198	311	137	123	171	158	168	107	52	283	49	161	154	63	126	99	296	121					
9	Число недействительных избирательных бюллетеней	73	6	4	2	4	6	3	1	3	2	4	1	0	1	0	0	6	2	0	1	5	0	0	3	1	2	2	0	1	4	1	0	1	2	0	0	0	0	1	1	3	0					
10	Число действительных избирательных бюллетеней	11341	565	338	554	515	465	588	188	429	320	285	97	116	404	117	80	610	72	313	205	362	329	110	507	279	427	173	150	213	242	200	125	63	334	73	286	202	71	210	146	378	200					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	930	30	30	30	30	30	30	30	20	30	20	20	20	20	20	20	30	20	20	20	20	20	20	30	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	104	4	1	3	8	3	2	1	1	0	7	0	1	2	0	0	7	0	10	20	0	0	0	3	2	0	0	0	0	1	2	0	0	0	0	0	0	0	15	7	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	62	4	10	3	3	2	3	0	0	0	1	1	2	1	0	3	0	0	1	1	1	0	1	0	3	3	0	0	1	4	1	2	1	2	0	1	1	0	4	0	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	826	26	29	27	22	27	28	29	19	30	13	20	19	18	20	20	23	20	10	0	20	20	20	27	18	30	20	20	20	19	18	20	20	20	20	20	20	20	5	13	17	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	632	33	23	41	31	16	35	16	20	25	13	2	1	30	9	4	15	5	31	5	11	13	8	43	13	25	4	9	14	12	9	15	0	9	1	10	1	1	4	1	56	18					
		5.54%	5.78%	6.73%	7.37%	5.97%	3.40%	5.92%	8.47%	4.63%	7.76%	4.50%	2.04%	0.86%	7.41%	7.69%	5.00%	2.44%	6.76%	9.90%	2.43%	2.99%	3.95%	7.27%	8.43%	4.64%	5.83%	2.29%	6.00%	6.54%	4.88%	4.48%	12.00%	0.00%	2.68%	1.37%	3.50%	0.50%	1.41%	1.90%	0.68%	14.70%	9.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	4	3	3	3	3	5	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	3	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0					
		0.32%	0.70%	0.88%	0.54%	0.58%	0.64%	0.85%	0.00%	0.46%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.27%	0.00%	0.00%	0.59%	0.00%	0.23%	0.57%	0.67%	0.00%	0.00%	0.50%	0.80%	1.56%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0					
		0.09%	0.00%	0.00%	0.18%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.67%	0.47%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.50%	0.00%	0.00%	0.68%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	874	57	30	67	63	34	64	30	45	20	13	3	12	24	11	3	65	5	11	3	31	10	8	41	23	41	5	9	12	14	9	11	10	23	2	11	9	3	8	4	27	3					
		7.66%	9.98%	8.77%	12.05%	12.14%	7.22%	10.83%	15.87%	10.42%	6.21%	4.50%	3.06%	10.34%	5.93%	9.40%	3.75%	10.55%	6.76%	3.51%	1.46%	8.45%	3.04%	7.27%	8.04%	8.21%	9.56%	2.86%	6.00%	5.61%	5.69%	4.48%	8.80%	15.63%	6.85%	2.74%	3.85%	4.46%	4.23%	3.79%	2.72%	7.09%	1.50%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	28	1	3	4	9	1	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0					
		0.25%	0.18%	0.88%	0.72%	1.73%	0.21%	0.34%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0					
		0.11%	0.35%	0.29%	0.18%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.52%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1063	69	50	66	65	70	68	23	26	24	17	8	10	25	5	6	61	13	22	21	27	37	8	64	28	27	9	6	14	11	13	16	6	29	2	22	15	8	25	4	28	15					
		9.31%	12.08%	14.62%	11.87%	12.52%	14.86%	11.51%	12.17%	6.02%	7.45%	5.88%	8.16%	8.62%	6.17%	4.27%	7.50%	9.90%	17.57%	7.03%	10.19%	7.36%	11.25%	7.27%	12.55%	10.00%	6.29%	5.14%	4.00%	6.54%	4.47%	6.47%	12.80%	9.38%	8.63%	2.74%	7.69%	7.43%	11.27%	11.85%	2.72%	7.35%	7.50%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	984	67	21	40	47	36	68	21	49	21	28	2	6	45	6	9	36	5	31	18	24	17	21	65	14	41	4	10	11	29	21	19	4	24	5	25	3	9	8	12	27	35					
		8.62%	11.73%	6.14%	7.19%	9.06%	7.64%	11.51%	11.11%	11.34%	6.52%	9.69%	2.04%	5.17%	11.11%	5.13%	11.25%	5.84%	6.76%	9.90%	8.74%	6.54%	5.17%	19.09%	12.75%	5.00%	9.56%	2.29%	6.67%	5.14%	11.79%	10.45%	15.20%	6.25%	7.14%	6.85%	8.74%	1.49%	12.68%	3.79%	8.16%	7.09%	17.50%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	49	5	1	2	9	2	3	1	3	0	0	0	0	2	0	0	3	1	2	1	1	2	0	0	0	2	0	0	1	0	1	0	0	0	1	3	0	0	1	0	1	1					
		0.43%	0.88%	0.29%	0.36%	1.73%	0.42%	0.51%	0.53%	0.69%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.49%	1.35%	0.64%	0.49%	0.27%	0.61%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.47%	0.00%	0.50%	0.00%	0.00%	0.00%	1.37%	1.05%	0.00%	0.00%	0.47%	0.00%	0.26%	0.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7632	325	206	329	287	301	342	95	282	229	214	80	87	273	86	58	429	43	213	156	265	250	65	287	195	289	150	114	159	176	146	63	42	247	62	214	172	50	164	123	236	128					
		66.87%	56.92%	60.23%	59.17%	55.30%	63.91%	57.87%	50.26%	65.28%	71.12%	74.05%	81.63%	75.00%	67.41%	73.50%	72.50%	69.64%	58.11%	68.05%	75.73%	72.21%	75.99%	59.09%	56.27%	69.64%	67.37%	85.71%	76.00%	74.30%	71.54%	72.64%	50.40%	65.63%	73.51%	84.93%	74.83%	85.15%	70.42%	77.73%	83.67%	61.94%	64.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	2	0	0	1	0	0	2	1	1	0	1	0	3	0	0	0	0	1	0	1	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.18%	0.35%	0.00%	0.00%	0.19%	0.00%	0.00%	1.06%	0.23%	0.31%	0.00%	1.02%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.27%	0.00%	0.00%	0.20%	1.79%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
