Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Никольская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №1066					
1	"Число избирателей, внесенных в список избирателей"	19066	1091	712	1165	1033	961	1294	391	707	435	413	128	172	569	167	89	1077	96	397	295	565	522	132	620	522	799	241	203	320	376	259	193	87	556	101	374	296	96	232	179	551	260	390					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19090	1100	700	1200	1000	950	1300	400	700	430	420	120	170	580	160	90	1080	90	400	300	570	520	130	630	530	800	240	190	320	370	270	190	80	550	100	390	300	90	240	180	550	260	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8133	499	322	533	527	406	490	235	218	139	170	48	77	198	72	21	489	36	173	118	276	203	49	321	202	343	117	96	73	156	114	93	44	210	50	136	124	52	105	77	261	90	170					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1760	37	11	46	22	19	57	7	95	75	90	37	28	53	14	25	90	29	74	28	56	99	43	22	32	60	17	29	98	48	36	13	11	77	16	96	43	5	20	21	27	43	11					
6	Число погашенных избирательных бюллетеней	9197	564	367	621	451	525	753	158	387	216	160	35	65	329	74	44	501	25	153	154	238	218	38	287	296	397	106	65	149	166	120	84	25	263	34	158	133	33	115	82	262	127	219					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1760	37	11	46	22	19	57	7	95	75	90	37	28	53	14	25	90	29	74	28	56	99	43	22	32	60	17	29	98	48	36	13	11	77	16	96	43	5	20	21	27	43	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8131	499	322	533	527	406	490	235	218	139	170	48	77	198	72	21	489	36	173	118	276	203	49	321	202	341	117	96	73	156	114	93	44	210	50	136	124	52	105	77	261	90	170					
9	Число недействительных избирательных бюллетеней	119	7	6	7	9	4	7	0	3	2	1	4	0	0	1	0	12	1	1	6	4	3	0	3	5	3	4	5	0	2	1	1	0	3	0	2	1	0	3	2	1	0	5					
10	Число действительных избирательных бюллетеней	9772	529	327	572	540	421	540	242	310	212	259	81	105	251	85	46	567	64	246	140	328	299	92	340	229	398	130	120	171	202	149	105	55	284	66	230	166	57	122	96	287	133	176					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	286	8	2	7	13	4	8	2	6	6	34	4	4	6	3	2	16	2	25	34	8	2	2	4	4	4	3	4	2	2	3	8	5	2	2	2	2	2	20	8	5	2	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	151	8	2	7	13	2	8	2	2	0	11	0	0	1	0	0	6	2	16	34	8	0	0	1	4	4	2	0	0	0	0	0	0	2	0	1	0	0	7	4	0	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	132	6	9	9	6	6	6	6	0	2	2	2	1	4	1	1	5	3	3	5	7	2	1	4	0	9	4	2	1	1	2	1	2	5	1	1	2	2	0	2	1	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	135	0	0	0	0	2	0	0	4	6	23	4	4	5	3	2	10	0	9	0	0	2	2	3	0	0	1	4	2	2	3	8	5	0	2	1	2	2	13	4	5	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	1	3	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2366	146	98	206	211	164	166	69	55	26	70	9	23	47	9	14	101	11	64	24	68	42	19	77	63	97	15	18	15	45	34	17	3	49	7	42	26	9	28	25	85	25	44					
		23.92%	27.24%	29.43%	35.58%	38.43%	38.59%	30.35%	28.51%	17.57%	12.15%	26.92%	10.59%	21.90%	18.73%	10.47%	30.43%	17.44%	16.92%	25.91%	16.44%	20.48%	13.91%	20.65%	22.45%	26.92%	24.19%	11.19%	14.40%	8.77%	22.06%	22.67%	16.04%	5.45%	17.07%	10.61%	18.10%	15.57%	15.79%	22.40%	25.51%	29.51%	18.80%	24.31%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1450	89	57	76	69	66	74	40	42	31	29	17	23	35	10	4	59	9	27	28	50	43	18	64	33	56	27	17	11	25	13	13	5	41	9	46	35	14	21	19	35	30	40					
		14.66%	16.60%	17.12%	13.13%	12.57%	15.53%	13.53%	16.53%	13.42%	14.49%	11.15%	20.00%	21.90%	13.94%	11.63%	8.70%	10.19%	13.85%	10.93%	19.18%	15.06%	14.24%	19.57%	18.66%	14.10%	13.97%	20.15%	13.60%	6.43%	12.25%	8.67%	12.26%	9.09%	14.29%	13.64%	19.83%	20.96%	24.56%	16.80%	19.39%	12.15%	22.56%	22.10%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	73	6	7	6	7	7	3	0	3	0	0	1	0	2	0	1	2	0	0	2	3	1	1	5	3	0	0	1	1	2	0	0	0	1	1	1	1	0	0	0	3	0	2					
		0.74%	1.12%	2.10%	1.04%	1.28%	1.65%	0.55%	0.00%	0.96%	0.00%	0.00%	1.18%	0.00%	0.80%	0.00%	2.17%	0.35%	0.00%	0.00%	1.37%	0.90%	0.33%	1.09%	1.46%	1.28%	0.00%	0.00%	0.80%	0.58%	0.98%	0.00%	0.00%	0.00%	0.35%	1.52%	0.43%	0.60%	0.00%	0.00%	0.00%	1.04%	0.00%	1.10%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1721	100	58	114	126	62	126	64	55	25	35	3	18	40	19	1	147	11	41	9	56	29	16	84	44	85	20	16	35	28	14	24	7	47	3	35	4	7	8	11	42	19	33					
		17.40%	18.66%	17.42%	19.69%	22.95%	14.59%	23.03%	26.45%	17.57%	11.68%	13.46%	3.53%	17.14%	15.94%	22.09%	2.17%	25.39%	16.92%	16.60%	6.16%	16.87%	9.60%	17.39%	24.49%	18.80%	21.20%	14.93%	12.80%	20.47%	13.73%	9.33%	22.64%	12.73%	16.38%	4.55%	15.09%	2.40%	12.28%	6.40%	11.22%	14.58%	14.29%	18.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	81	5	5	9	4	2	6	2	2	2	0	1	0	0	0	0	4	1	1	0	0	5	1	2	3	3	1	2	2	1	2	3	0	2	0	3	0	1	0	1	2	0	3					
		0.82%	0.93%	1.50%	1.55%	0.73%	0.47%	1.10%	0.83%	0.64%	0.93%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.69%	1.54%	0.40%	0.00%	0.00%	1.66%	1.09%	0.58%	1.28%	0.75%	0.75%	1.60%	1.17%	0.49%	1.33%	2.83%	0.00%	0.70%	0.00%	1.29%	0.00%	1.75%	0.00%	1.02%	0.69%	0.00%	1.66%					
