Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
"Наименование Избирательной комиссии:    Челябинск, Советская"																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2220					
1	"Число избирателей, внесенных в списки избирателей"	107658	1719	1548	723	742	788	1033	1286	1665	2179	2366	1284	1565	2430	1790	1746	1388	2575	2988	2033	1264	2098	1764	1923	1067	1643	2124	2524	2302	2620	2096	1874	1361	786	814	651	1125	271	1488	1325	1451	2672	1670	2626	1301	2705	2089	2158	2539	1914	1304	2460	796	2874	516	2527	2407	2477	2305	1964	2586	759	590					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	85100	1300	1250	550	600	600	1000	1150	1350	1700	1650	1000	1400	2000	1450	1350	1050	1750	2350	1600	1000	1600	1400	1550	1000	1300	1600	2000	1800	2050	1550	1400	1050	650	650	500	1000	300	1150	1000	1150	2000	1250	2000	1050	2050	1600	1700	2000	1500	1000	2000	650	2200	450	2000	2000	2000	2000	1550	2000	600	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	67943	1084	1008	455	443	549	707	948	1124	1409	1606	870	1131	1664	1222	1174	933	1544	1919	1313	873	1344	1194	1247	679	1083	1296	1596	1522	1645	1044	1109	775	468	476	429	679	187	779	664	780	1765	1110	1495	782	1780	1258	1354	1527	1218	803	1420	420	1899	242	1556	1449	1475	1498	1270	1626	435	589					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3014	117	37	20	32	19	26	64	32	42	26	28	26	20	48	48	31	28	51	75	35	34	44	52	27	39	29	54	105	125	468	25	20	24	27	23	58	8	36	37	42	49	33	47	23	66	100	56	35	31	25	20	10	64	81	62	36	40	43	24	62	25	0					
6	Число погашенных избирательных бюллетеней	14135	99	205	75	125	32	267	138	194	249	18	102	243	316	180	127	86	178	380	212	92	222	162	251	294	178	275	350	173	280	38	266	255	158	147	48	263	105	335	294	328	186	107	456	245	204	242	290	438	251	172	560	220	237	127	382	515	485	459	256	312	140	111					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3013	117	37	20	32	19	26	64	32	42	26	28	26	20	48	48	31	28	51	75	35	34	44	52	27	39	29	54	105	125	468	25	20	24	27	23	58	8	36	37	42	49	33	47	23	66	99	56	35	31	25	20	10	64	81	62	36	40	43	24	62	25	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	67791	1062	1008	454	442	549	706	943	1124	1404	1605	869	1105	1664	1221	1173	933	1531	1914	1313	871	1344	1194	1247	678	1083	1292	1596	1522	1645	1044	1107	775	468	476	426	679	187	777	661	780	1758	1109	1495	782	1777	1258	1350	1524	1214	803	1418	420	1899	242	1556	1449	1475	1494	1246	1626	435	589					
9	Число недействительных избирательных бюллетеней	882	10	14	5	10	5	10	13	13	20	18	9	11	18	16	19	7	16	31	9	9	19	19	19	8	14	13	9	22	27	21	16	19	5	6	7	11	1	4	7	6	26	12	13	12	18	23	13	28	10	12	11	2	32	0	26	25	18	21	24	27	4	9					
10	Число действительных избирательных бюллетеней	69922	1169	1031	469	464	563	722	994	1143	1426	1613	888	1120	1666	1253	1202	957	1543	1934	1379	897	1359	1219	1280	697	1108	1308	1641	1605	1743	1491	1116	776	487	497	442	726	194	809	691	816	1781	1130	1529	793	1825	1334	1393	1531	1235	816	1427	428	1931	323	1592	1460	1497	1516	1246	1661	456	580					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2433	35	40	35	25	15	25	35	35	50	100	40	50	40	35	55	25	50	50	43	25	55	35	60	30	45	90	55	45	50	30	35	25	35	20	15	20	10	25	25	40	75	50	50	25	50	40	50	45	35	35	80	25	50	10	45	40	40	40	35	45	15	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1976	31	37	17	16	7	23	34	20	50	99	33	35	40	28	41	25	39	47	40	14	52	33	51	24	44	90	53	45	43	26	23	22	17	16	11	13	6	12	13	25	71	41	44	19	46	37	42	45	35	24	79	18	32	3	22	15	36	22	14	30	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2107	44	55	31	18	37	22	58	20	26	25	39	45	13	24	37	8	36	38	23	39	137	20	17	29	24	42	33	13	40	47	11	22	13	15	20	102	20	13	4	21	21	30	19	15	132	68	76	21	33	14	13	6	69	15	30	8	20	14	14	34	14	160					
14	Число погашенных неиспользованных открепительных удостоверений	457	4	3	18	9	8	2	1	15	0	1	7	15	0	7	14	0	11	3	3	11	3	2	9	6	1	0	2	0	7	4	12	3	18	4	4	7	4	13	12	15	4	9	6	6	4	3	8	0	0	11	1	7	18	7	23	25	4	18	21	15	9	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	67	3	0	1	0	1	3	3	2	0	0	2	1	1	0	0	0	0	1	1	1	0	0	1	2	2	1	3	0	5	1	1	1	0	1	0	0	0	2	2	1	3	0	1	1	1	1	2	0	1	0	1	0	4	0	1	1	1	0	2	4	0	0					
16	Число утраченных избирательных бюллетеней	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	1755	36	32	9	11	17	24	16	36	56	48	18	31	33	33	35	22	42	60	36	27	26	27	51	16	31	32	46	38	60	45	35	14	13	5	10	20	1	12	9	18	64	37	25	16	66	18	45	33	28	24	25	4	39	4	40	22	36	31	29	21	9	8					
		2.48%	3.05%	3.06%	1.90%	2.32%	2.99%	3.28%	1.59%	3.11%	3.87%	2.94%	2.01%	2.74%	1.96%	2.60%	2.87%	2.28%	2.69%	3.05%	2.59%	2.98%	1.89%	2.18%	3.93%	2.27%	2.76%	2.42%	2.79%	2.34%	3.39%	2.98%	3.09%	1.76%	2.64%	0.99%	2.23%	2.71%	0.51%	1.48%	1.29%	2.19%	3.54%	3.24%	1.62%	1.99%	3.58%	1.33%	3.20%	2.12%	2.25%	2.90%	1.74%	0.93%	1.99%	1.24%	2.47%	1.48%	2.38%	2.02%	2.28%	1.24%	1.96%	1.36%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1185	39	31	10	14	14	17	28	30	37	31	28	15	28	14	17	24	37	27	33	20	33	24	27	12	22	24	42	19	46	21	28	5	4	5	5	9	1	2	7	6	26	23	32	9	37	15	26	15	20	18	8	7	6	0	10	18	14	16	11	20	3	15					
		1.67%	3.31%	2.97%	2.11%	2.95%	2.46%	2.32%	2.78%	2.60%	2.56%	1.90%	3.12%	1.33%	1.66%	1.10%	1.39%	2.49%	2.37%	1.37%	2.38%	2.21%	2.39%	1.94%	2.08%	1.70%	1.96%	1.82%	2.55%	1.17%	2.60%	1.39%	2.47%	0.63%	0.81%	0.99%	1.11%	1.22%	0.51%	0.25%	1.00%	0.73%	1.44%	2.01%	2.08%	1.12%	2.01%	1.11%	1.85%	0.96%	1.61%	2.17%	0.56%	1.63%	0.31%	0.00%	0.62%	1.21%	0.92%	1.04%	0.87%	1.18%	0.65%	2.55%					
20	3.Политическая партия «Демократическая партия России»	111	1	4	1	0	1	1	8	3	4	9	0	6	7	0	0	0	2	1	0	3	4	5	1	0	1	4	6	1	0	0	2	0	2	1	0	1	0	1	0	0	1	1	2	0	1	1	1	0	2	1	2	2	3	0	4	1	2	5	1	1	0	0					
		0.16%	0.08%	0.38%	0.21%	0.00%	0.18%	0.14%	0.79%	0.26%	0.28%	0.55%	0.00%	0.53%	0.42%	0.00%	0.00%	0.00%	0.13%	0.05%	0.00%	0.33%	0.29%	0.40%	0.08%	0.00%	0.09%	0.30%	0.36%	0.06%	0.00%	0.00%	0.18%	0.00%	0.41%	0.20%	0.00%	0.14%	0.00%	0.12%	0.00%	0.00%	0.06%	0.09%	0.13%	0.00%	0.05%	0.07%	0.07%	0.00%	0.16%	0.12%	0.14%	0.47%	0.15%	0.00%	0.25%	0.07%	0.13%	0.33%	0.08%	0.06%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9620	138	144	55	91	81	106	143	171	212	183	137	177	213	194	177	114	251	312	225	130	197	209	242	133	184	152	281	264	251	186	149	73	49	62	55	81	24	105	69	79	252	173	216	85	280	162	252	193	171	109	143	45	205	20	200	210	201	236	157	148	34	29					
		13.59%	11.70%	13.78%	11.60%	19.20%	14.26%	14.48%	14.20%	14.79%	14.66%	11.22%	15.27%	15.65%	12.65%	15.29%	14.50%	11.83%	16.10%	15.88%	16.21%	14.35%	14.30%	16.88%	18.63%	18.87%	16.40%	11.51%	17.03%	16.23%	14.18%	12.30%	13.16%	9.18%	9.96%	12.33%	12.25%	10.99%	12.31%	12.92%	9.89%	9.61%	13.95%	15.15%	14.01%	10.56%	15.19%	11.94%	17.92%	12.38%	13.73%	13.16%	9.94%	10.47%	10.44%	6.19%	12.36%	14.14%	13.27%	15.35%	12.36%	8.77%	7.39%	4.92%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1062	39	26	14	19	13	16	33	32	23	31	13	15	48	27	12	19	34	32	36	8	26	23	28	11	21	22	24	21	34	12	14	5	6	6	5	14	0	4	5	5	23	14	31	6	24	14	13	24	17	8	11	0	9	0	11	19	12	10	17	10	0	13					
		1.50%	3.31%	2.49%	2.95%	4.01%	2.29%	2.19%	3.28%	2.77%	1.59%	1.90%	1.45%	1.33%	2.85%	2.13%	0.98%	1.97%	2.18%	1.63%	2.59%	0.88%	1.89%	1.86%	2.16%	1.56%	1.87%	1.67%	1.45%	1.29%	1.92%	0.79%	1.24%	0.63%	1.22%	1.19%	1.11%	1.90%	0.00%	0.49%	0.72%	0.61%	1.27%	1.23%	2.01%	0.75%	1.30%	1.03%	0.92%	1.54%	1.37%	0.97%	0.76%	0.00%	0.46%	0.00%	0.68%	1.28%	0.79%	0.65%	1.34%	0.59%	0.00%	2.21%					
23	6.Политическая партия «Партия социальной справедливости»	244	3	2	1	4	3	1	3	6	2	6	1	5	7	3	7	2	6	8	12	4	7	10	6	3	2	5	3	5	9	4	4	2	3	1	1	2	0	1	0	2	6	6	5	1	4	4	10	4	1	0	4	1	7	2	1	12	7	3	4	3	0	3					
		0.34%	0.25%	0.19%	0.21%	0.84%	0.53%	0.14%	0.30%	0.52%	0.14%	0.37%	0.11%	0.44%	0.42%	0.24%	0.57%	0.21%	0.38%	0.41%	0.86%	0.44%	0.51%	0.81%	0.46%	0.43%	0.18%	0.38%	0.18%	0.31%	0.51%	0.26%	0.35%	0.25%	0.61%	0.20%	0.22%	0.27%	0.00%	0.12%	0.00%	0.24%	0.33%	0.53%	0.32%	0.12%	0.22%	0.29%	0.71%	0.26%	0.08%	0.00%	0.28%	0.23%	0.36%	0.62%	0.06%	0.81%	0.46%	0.20%	0.31%	0.18%	0.00%	0.51%					
24	7.Политическая партия «Либерально-демократическая партия России»	6866	95	77	51	30	47	73	67	97	123	159	82	115	164	101	99	97	145	168	128	71	114	116	106	71	104	153	128	134	148	152	120	82	65	57	51	70	25	92	69	82	173	114	128	86	160	146	135	163	135	83	190	46	244	34	167	147	164	178	140	170	51	84					
		9.70%	8.06%	7.37%	10.76%	6.33%	8.27%	9.97%	6.65%	8.39%	8.51%	9.75%	9.14%	10.17%	9.74%	7.96%	8.11%	10.06%	9.30%	8.55%	9.22%	7.84%	8.27%	9.37%	8.16%	10.07%	9.27%	11.58%	7.76%	8.24%	8.36%	10.05%	10.60%	10.31%	13.21%	11.33%	11.36%	9.50%	12.82%	11.32%	9.89%	9.98%	9.57%	9.98%	8.30%	10.68%	8.68%	10.76%	9.60%	10.46%	10.84%	10.02%	13.21%	10.70%	12.43%	10.53%	10.32%	9.90%	10.83%	11.58%	11.02%	10.07%	11.09%	14.26%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7021	147	130	46	65	66	82	140	133	177	127	97	118	155	180	141	135	130	240	145	111	159	121	157	75	99	102	166	153	152	136	113	85	47	43	31	61	20	91	65	82	179	95	140	62	192	149	113	139	115	76	104	30	168	24	174	128	129	133	121	154	31	42					
		9.92%	12.47%	12.44%	9.70%	13.71%	11.62%	11.20%	13.90%	11.51%	12.24%	7.79%	10.81%	10.43%	9.20%	14.18%	11.55%	14.00%	8.34%	12.21%	10.45%	12.25%	11.54%	9.77%	12.09%	10.64%	8.82%	7.72%	10.06%	9.40%	8.59%	8.99%	9.98%	10.69%	9.55%	8.55%	6.90%	8.28%	10.26%	11.19%	9.31%	9.98%	9.91%	8.32%	9.08%	7.70%	10.42%	10.98%	8.04%	8.92%	9.24%	9.18%	7.23%	6.98%	8.56%	7.43%	10.75%	8.62%	8.51%	8.65%	9.53%	9.12%	6.74%	7.13%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	678	19	10	4	9	11	11	10	15	16	16	11	8	15	16	14	9	14	15	12	5	13	14	5	8	13	13	23	17	19	15	9	4	4	4	10	10	0	4	7	6	13	11	13	7	21	15	16	15	5	7	5	7	20	0	12	20	4	12	9	12	7	9					
		0.96%	1.61%	0.96%	0.84%	1.90%	1.94%	1.50%	0.99%	1.30%	1.11%	0.98%	1.23%	0.71%	0.89%	1.26%	1.15%	0.93%	0.90%	0.76%	0.86%	0.55%	0.94%	1.13%	0.38%	1.13%	1.16%	0.98%	1.39%	1.04%	1.07%	0.99%	0.80%	0.50%	0.81%	0.80%	2.23%	1.36%	0.00%	0.49%	1.00%	0.73%	0.72%	0.96%	0.84%	0.87%	1.14%	1.11%	1.14%	0.96%	0.40%	0.85%	0.35%	1.63%	1.02%	0.00%	0.74%	1.35%	0.26%	0.78%	0.71%	0.71%	1.52%	1.53%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	38855	562	508	224	182	275	347	497	566	712	935	454	571	917	625	652	499	817	1016	682	483	723	594	609	326	578	758	859	898	924	874	591	487	279	302	253	449	121	481	450	516	978	619	876	484	979	769	745	904	710	476	914	275	1209	236	939	860	905	858	733	1100	318	372					
		54.88%	47.67%	48.61%	47.26%	38.40%	48.42%	47.40%	49.35%	48.96%	49.24%	57.33%	50.61%	50.49%	54.45%	49.25%	53.40%	51.76%	52.41%	51.70%	49.14%	53.31%	52.47%	47.98%	46.88%	46.24%	51.52%	57.38%	52.06%	55.19%	52.20%	57.80%	52.21%	61.26%	56.71%	60.04%	56.35%	60.92%	62.05%	59.16%	64.47%	62.77%	54.12%	54.20%	56.81%	60.12%	53.12%	56.67%	52.99%	57.99%	57.03%	57.49%	63.56%	63.95%	61.59%	73.07%	58.03%	57.91%	59.74%	55.82%	57.72%	65.17%	69.13%	63.16%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2525	90	67	54	39	35	44	49	54	64	68	47	59	79	60	48	36	65	55	70	35	57	76	48	42	53	43	63	55	100	46	51	19	15	11	21	9	2	16	10	20	66	37	61	37	61	41	37	41	31	14	21	11	21	3	34	23	23	34	24	22	3	5					
		3.57%	7.63%	6.41%	11.39%	8.23%	6.16%	6.01%	4.87%	4.67%	4.43%	4.17%	5.24%	5.22%	4.69%	4.73%	3.93%	3.73%	4.17%	2.80%	5.04%	3.86%	4.14%	6.14%	3.70%	5.96%	4.72%	3.26%	3.82%	3.38%	5.65%	3.04%	4.51%	2.39%	3.05%	2.19%	4.68%	1.22%	1.03%	1.97%	1.43%	2.43%	3.65%	3.24%	3.96%	4.60%	3.31%	3.02%	2.63%	2.63%	2.49%	1.69%	1.46%	2.56%	1.07%	0.93%	2.10%	1.55%	1.52%	2.21%	1.89%	1.30%	0.65%	0.85%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
