Выборы Президента Российской Федерации																																																																			
Дата голосования: 02.03.2008																																																																			
																																																																			
"Наименование Избирательной комиссии:    Новосибирск, Кировская"																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
	Число участковых избирательных комиссий	60																																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	60																																																																	
																																																																			
		Сумма	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733					
1	"Число избирателей, включенных в списки избирателей"	130775	2206	2155	2732	2169	882	2613	2781	2504	2336	2253	2735	1456	929	2620	2118	1741	2279	2251	2216	2000	2536	2371	2371	2637	2086	2007	2277	2583	2510	2427	2313	1381	1955	2508	2380	2054	2134	2111	2240	2303	2289	2082	2320	2084	2675	2390	2890	2606	2604	2764	2283	2465	2206	2038	2390	1884	2003	504	787	1351					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	126600	2100	2100	2500	2100	700	2600	2700	2400	2300	2200	2700	1200	900	2600	2000	1700	2200	2200	2100	1900	2500	2300	2300	2600	2000	2000	2200	2500	2500	2400	2300	1300	1800	2400	2300	2000	2100	2000	2200	2300	2200	2000	2300	2000	2600	2400	2800	2500	2500	2700	2200	2400	2100	2000	2300	1800	1900	500	900	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	74938	1160	1283	1627	1214	499	1605	1584	1399	1265	1216	1536	678	582	1539	1106	951	1189	1161	1333	1242	1460	1392	1401	1462	1192	1230	1316	1546	1348	1479	1297	750	1109	1510	1314	1168	1293	1222	1422	1328	1276	1175	1262	1255	1545	1400	1569	1454	1462	1604	1265	1490	1242	1180	1437	1052	1012	401	629	820					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3792	47	61	95	79	71	51	65	68	99	62	29	160	55	58	52	95	52	71	63	78	85	58	89	30	46	36	42	43	60	66	63	64	129	71	53	58	34	41	49	65	73	65	76	51	77	86	20	63	78	66	16	62	86	71	58	21	24	17	158	31					
6	Число погашенных избирательных бюллетеней	47870	893	756	778	807	130	944	1051	933	936	922	1135	362	263	1003	842	654	959	968	704	580	955	850	810	1108	762	734	842	911	1092	855	940	486	562	819	933	774	773	737	729	907	851	760	962	694	978	914	1211	983	960	1030	919	848	772	749	805	727	864	82	113	449					
